title,box_office,genres_IMDB,release_year,averageRating,numVotes,GPE_entities,GPE_US_frequencies,Percentage_american_culture
A Cry in the Dark,6908797.0,,1988.0,,,"['Azaria', 'Uluru']",Counter(),0.0
End Game,,"Action,Thriller",2006.0,5.1,5745.0,[],Counter(),0.0
"Come Back, Africa",,,1960.0,,,"['Johannesburg', 'Sophiatown']",Counter({'Johannesburg': 1}),0.5
Kehtaa Hai Dil Baar Baar,,"Comedy,Drama,Romance",2002.0,4.7,204.0,"['India', 'New York']",Counter({'New York': 1}),0.5
Pieces,2032311.0,,1982.0,,,['Boston'],Counter({'Boston': 1}),1.0
The Good Life,,"Comedy,Drama",2007.0,6.4,2352.0,['Nebraska'],Counter({'Nebraska': 1}),1.0
Eastern Promises,17266000.0,,2007.0,,,"['London', 'UK', 'London', 'Edinburgh']","Counter({'London': 2, 'Edinburgh': 1})",0.75
"Wait Until Spring, Bandini",,Drama,1989.0,6.2,754.0,['Colorado'],Counter({'Colorado': 1}),1.0
Sophie's Choice,30036000.0,"Drama,Romance",1982.0,7.5,53987.0,"['Brooklyn', 'U.S.', 'Brooklyn', 'Virginia']","Counter({'Brooklyn': 2, 'Virginia': 1})",0.75
Until Death,,"Action,Crime,Drama",2007.0,5.7,10503.0,"['New Orleans', 'New Orleans']",Counter({'New Orleans': 2}),1.0
Anything Else,13585075.0,"Comedy,Romance",2003.0,6.3,33054.0,['New York City'],Counter(),0.0
Twelfth Night: Or What You Will,588621.0,,1996.0,,,"['Illyria', 'Illyria']",Counter(),0.0
Say it in Russian,,,2007.0,,,['Moscow'],Counter({'Moscow': 1}),1.0
The Million Dollar Hotel,,,2000.0,,,['Los Angeles'],Counter({'Los Angeles': 1}),1.0
Two Evil Eyes,349618.0,,1990.0,,,"['Pittsburgh', 'Pittsburgh', 'Pittsburgh', 'New York']","Counter({'Pittsburgh': 3, 'New York': 1})",1.0
Hot Millions,,"Comedy,Crime",1968.0,6.8,2388.0,[],Counter(),0.0
Take A Hard Ride,,,1975.0,,,"['Sonora', 'Mexico']","Counter({'Sonora': 1, 'Mexico': 1})",1.0
Northern Lights,,,2009.0,,,"['Baltimore', 'Baltimore', 'Baltimore', 'Baltimore', 'Alberta', 'Dawson City', 'Yukon Territory']","Counter({'Baltimore': 4, 'Alberta': 1})",0.7142857142857143
Othello,,,2001.0,,,['London'],Counter({'London': 1}),1.0
Darkness,34409206.0,Horror,2002.0,5.4,20554.0,['Spain'],Counter(),0.0
Munich,130358911.0,"Action,Drama,History",2005.0,7.5,243144.0,"['Israel', 'Israel', 'Rome', 'Paris', 'Munich', 'Cyprus', 'Cyprus', 'Paris', 'Beirut', 'Beirut', 'Athens', 'US', 'London', 'Netherlands', 'Spain', 'Israel', 'New York City', 'New York', 'Munich', 'Israel', 'New York City']","Counter({'Paris': 2, 'Munich': 2, 'Rome': 1, 'Athens': 1, 'London': 1, 'New York': 1})",0.38095238095238093
Aces: Iron Eagle III,,,1992.0,,,"['Brownsville', 'Texas', 'Izquitos Village', 'Peru', 'Lethridge', 'Peru', 'Peru', 'Texas']","Counter({'Peru': 3, 'Texas': 2, 'Brownsville': 1})",0.75
The Brotherhood III: Young Demons,,,2002.0,,,[],Counter(),0.0
Tiptoes,,,2003.0,,,[],Counter(),0.0
Black Tulip,,,2010.0,,,['Kabul'],Counter(),0.0
Stage Beauty,2153070.0,,2004.0,,,['London'],Counter({'London': 1}),1.0
Northern Lights,,,1997.0,,,['America'],Counter(),0.0
American Pie Presents: The Book of Love,,,2009.0,,,"['Canada', 'USA']",Counter({'Canada': 1}),0.5
"I Love You, I Love You Not",,,1997.0,,,[],Counter(),0.0
The In-Laws,26891849.0,,2003.0,,,['France'],Counter(),0.0
Zoolander,,,2001.0,,,['Malaysia'],Counter(),0.0
Atlantic City,12729675.0,"Crime,Drama,Romance",1980.0,7.3,18615.0,['Atlantic City'],Counter({'Atlantic City': 1}),1.0
Living in A Perfect World,,,2006.0,,,"['El Savinal', 'El Capulin', 'Chihuahua', 'Russia', 'Canada', 'Mexico', 'El Savinal', 'El Capulin']","Counter({'Russia': 1, 'Canada': 1, 'Mexico': 1})",0.375
High Road to China,28445927.0,"Adventure,Drama,Romance",1983.0,6.0,6146.0,"['Istanbul', 'Istanbul', 'China', 'China']",Counter({'China': 2}),0.5
Appleseed,1461989.0,,2005.0,,,"['Olympus', 'Olympus', 'Olympus', 'Tartaros']",Counter(),0.0
Malena,14493284.0,,2000.0,,,"['Sicily', 'Italy', 'Messina', 'Messina']",Counter({'Italy': 1}),0.25
Samson and Delilah,,,1984.0,,,[],Counter(),0.0
Sidecar Racers,,Drama,1975.0,6.0,107.0,['Australia'],Counter(),0.0
I Witness,,,2003.0,,,"['Tijuana', 'Tijuana', 'San Diego', 'US', 'US']",Counter({'San Diego': 1}),0.2
Miss Conception,,"Comedy,Romance",2008.0,4.6,2906.0,"['London', 'London', 'London']",Counter({'London': 3}),1.0
Envy,14581765.0,Comedy,2004.0,4.8,32596.0,['Rome'],Counter({'Rome': 1}),1.0
Bordertown,,,2006.0,,,"['United States', 'Mexico', 'Iraq', 'Oaxaca', 'Ciudad Juárez', 'Chihuahua', 'U.S.-Mexico', 'Iraq', 'Juárez', 'US']",Counter({'Mexico': 1}),0.1
Closing the Ring,,,2007.0,,,"['Belfast', 'Belfast', 'Michigan', 'Belfast', 'Belfast']","Counter({'Belfast': 4, 'Michigan': 1})",1.0
Case 39,13000000.0,"Horror,Mystery,Thriller",2009.0,6.2,94646.0,[],Counter(),0.0
Parzania,,,2007.0,,,"['Ahmedabad', 'India', 'Gujarat', 'Gujarat']",Counter(),0.0
Bicentennial Man,87423861.0,"Drama,Romance,Sci-Fi",1999.0,6.9,126642.0,[],Counter(),0.0
No Good Deed,,,2003.0,,,"['Russia', 'Albany', 'Albany', 'Canada']","Counter({'Albany': 2, 'Russia': 1, 'Canada': 1})",1.0
Amandla! A Revolution in Four Part Harmony,,"Documentary,History,Music",2002.0,7.4,626.0,"['South Africa', 'the United States', 'South Africa']",Counter(),0.0
Ice Twisters,,,2009.0,,,"['Harrisford', 'Oregon']",Counter({'Oregon': 1}),0.5
Doom,55987321.0,,2005.0,,,['Olduvai'],Counter(),0.0
Escape from Planet Earth,,,2013.0,,,['Baab'],Counter(),0.0
Dial M for Murder,6000000.0,"Crime,Thriller",1954.0,8.2,193078.0,"['London', 'England', 'Cambridge']","Counter({'London': 1, 'England': 1, 'Cambridge': 1})",1.0
And the Violins stopped playing,,,1988.0,,,"['Poland', 'Hungary', 'Hungary', 'Hungary', 'Hungary']",Counter({'Poland': 1}),0.2
A View to a Kill,152400000.0,"Action,Adventure,Thriller",1985.0,6.3,106724.0,"['the Soviet Union', 'Chantilly', 'France', 'San Francisco', 'the Soviet Union', 'San Francisco']","Counter({'San Francisco': 2, 'Chantilly': 1})",0.5
Lion of the Desert,,,1981.0,,,"['Libya', 'Libya', 'Rome', 'Libya']",Counter({'Rome': 1}),0.25
The Kingdom,86579130.0,"Action,Drama,Thriller",2007.0,7.0,133605.0,"['U.S.-Saudi', 'Iraq', 'Saudi Arabia', 'the United States', 'Saudi Arabia', 'Riyadh', 'Saudi Arabia', 'Saudi Arabia', 'Washington', 'D.C.', 'Saudi Arabia', 'Saudi Arabia', 'U.S.', 'Riyadh', 'the United States', 'Riyadh', 'U.S.']",Counter({'Washington': 1}),0.058823529411764705
Runaway Train,8000000.0,,1985.0,,,"['Alaska', 'Seneca']","Counter({'Alaska': 1, 'Seneca': 1})",1.0
Mandela,,,1995.0,,,"['South Africa', 'South Africa']",Counter(),0.0
I'll Sleep When I'm Dead,490964.0,,2004.0,,,"['London', 'London', 'England', 'London', 'London']","Counter({'London': 4, 'England': 1})",1.0
Death to Smoochy,8382938.0,"Comedy,Crime,Drama",2002.0,6.3,43153.0,[],Counter(),0.0
I Can't Think Straight,,,2008.0,,,"['Jordan', 'London', 'Jordan', 'London']","Counter({'Jordan': 2, 'London': 2})",1.0
The King is Alive,,,2000.0,,,[],Counter(),0.0
Snow White,,"Family,Fantasy,Musical",1987.0,6.5,976.0,[],Counter(),0.0
Darwin,,,2011.0,,,"['Death Valley', 'California', 'America']","Counter({'Death Valley': 1, 'California': 1})",0.6666666666666666
City Girl,,,1984.0,,,[],Counter(),0.0
Split Image,263635.0,,1982.0,,,[],Counter(),0.0
Khartoum,,,1966.0,,,"['Sudan', 'Khartoum', 'Sudan', 'Khartoum', 'Khartoum', 'Khartoum', 'Khartoum', 'Britain', 'Sudan', 'the United Kingdom', 'Sudan', 'Khartoum']",Counter({'Sudan': 4}),0.3333333333333333
100 anos de perdon,,,,,,[],Counter(),0.0
The Little Mermaid II: Return to the Sea,,,2000.0,,,['Triton'],Counter(),0.0
The Green Slime,,,1968.0,,,[],Counter(),0.0
Broken Trail,,,2006.0,,,"['Oregon', 'Wyoming']","Counter({'Oregon': 1, 'Wyoming': 1})",1.0
From Hell,74558115.0,,2001.0,,,"['London', 'France']",Counter({'London': 1}),0.5
Russian Ark,6685748.0,,2002.0,,,"['Saint Petersburg', 'Iran']",Counter({'Saint Petersburg': 1}),0.5
A Simple Plan,16311763.0,"Crime,Drama,Thriller",1998.0,7.5,77633.0,['Minnesota'],Counter({'Minnesota': 1}),1.0
Blue Gender,,,2002.0,,,"['Baikonur', 'Russia']",Counter({'Russia': 1}),0.5
The Last Trimester,,,2006.0,,,[],Counter(),0.0
Beyond Re-Animator,,"Comedy,Horror,Sci-Fi",2003.0,5.7,13300.0,[],Counter(),0.0
Inchon,5200986.0,"Drama,History,War",1981.0,2.9,868.0,"['Korea', 'the United States', 'Incheon', 'Tokyo', 'Tokyo', 'U.S.', 'U.S.']",Counter(),0.0
Mwansa the Great,,"Adventure,Drama,Fantasy",2011.0,7.4,97.0,[],Counter(),0.0
Felix the Cat: The Movie,1964253.0,,1988.0,,,"['the Kingdom of Oriana', 'Oriana', 'the Kingdom of Oriana', 'Oriana', 'Oriana', 'the Land of Zill', 'Zill', 'Oriana', 'Oriana', 'Oriana']",Counter(),0.0
Vanilla Sky,203388341.0,"Fantasy,Mystery,Romance",2001.0,6.9,290025.0,['New York City'],Counter(),0.0
Mr. & Mrs. Bridge,,,1990.0,,,"['Kansas City', 'Missouri', 'Kansas City', 'Paris', 'France', 'Ottawa', 'Canada']","Counter({'Kansas City': 2, 'Missouri': 1, 'Paris': 1, 'Ottawa': 1, 'Canada': 1})",0.8571428571428571
Speed Racer,93945766.0,,2008.0,,,[],Counter(),0.0
In the Company of Men,2856622.0,,1997.0,,,[],Counter(),0.0
The Scorpion King,,"Action,Adventure,Fantasy",2002.0,5.5,147321.0,"['Gomorrah', 'Egypt']",Counter({'Egypt': 1}),0.5
The Killer Inside Me,3976222.0,"Crime,Drama,Mystery",2010.0,6.1,36084.0,"['Texas', '&', 'mdash', 'Fort Worth', 'Texas']","Counter({'Texas': 2, 'Fort Worth': 1})",0.6
Man-Thing,,,2005.0,,,['Louisiana'],Counter({'Louisiana': 1}),1.0
MirrorMask,866999.0,,2005.0,,,"['the City of Light', 'the Land of Shadow', 'the City of Light', 'City']",Counter(),0.0
In the Shadow of the Moon,,,2007.0,,,['the United States'],Counter(),0.0
The Grudge 3,38610009.0,,2009.0,,,"['Tokyo', 'Chicago', 'New York']","Counter({'Chicago': 1, 'New York': 1})",0.6666666666666666
Boys on the Side,,,1995.0,,,"['California', 'New York', 'Pittsburgh', 'Tucson', 'Arizona', 'Tucson', 'Pittsburgh', 'Pittsburgh', 'Tucson', 'Arizona']","Counter({'Pittsburgh': 3, 'Tucson': 3, 'Arizona': 2, 'California': 1, 'New York': 1})",1.0
Checking Out,31000.0,,1989.0,,,[],Counter(),0.0
Casino Royale,596400000.0,,2006.0,,,"['Madagascar', 'Bahamas', 'Miami', 'Miami', 'Texas', 'Montenegro', 'Montenegro', 'Venice']","Counter({'Miami': 2, 'Texas': 1, 'Venice': 1})",0.5
Neverwas,,,2005.0,,,[],Counter(),0.0
Love in Space,,,2011.0,,,"['China', 'Sydney']","Counter({'China': 1, 'Sydney': 1})",1.0
The Offence,,,1972.0,,,[],Counter(),0.0
Bend It Like Beckham,76583333.0,"Comedy,Drama,Romance",2002.0,6.7,117949.0,"['Hounslow', 'London', 'Hamburg', 'California', 'America', 'America', 'Santa Clara']","Counter({'London': 1, 'Hamburg': 1, 'California': 1, 'Santa Clara': 1})",0.5714285714285714
The Haunting in Connecticut,77527732.0,,2009.0,,,[],Counter(),0.0
Corpse Bride,117195061.0,"Animation,Comedy,Drama",2005.0,7.4,307777.0,['Galswells'],Counter(),0.0
The Tsunami and the Cherry Blossom,,"Documentary,Short",2011.0,7.7,358.0,[],Counter(),0.0
Charlie Wilson's War,119000410.0,,2007.0,,,"['U.S.', 'U.S.', 'U.S.', 'the Soviet Union', 'Pakistan', 'Afghanistan', 'Afghanistan', 'U.S.', 'U.S.', 'Afghanistan', 'U.S.', 'U.S.', 'U.S.', 'Afghanistan']",Counter(),0.0
Angus,4821759.0,,1995.0,,,['Minnesota'],Counter({'Minnesota': 1}),1.0
Mad Max Beyond Thunderdome,36230219.0,"Action,Adventure,Sci-Fi",1985.0,6.2,155692.0,"['Bartertown', 'Bartertown', 'Bartertown', 'Bartertown', 'Bartertown', 'Bartertown', 'Bartertown', 'Bartertown', 'Bartertown', 'Bartertown', 'Sydney']",Counter({'Sydney': 1}),0.09090909090909091
Gardens of the Night,,Drama,2008.0,6.8,4771.0,['Florida'],Counter({'Florida': 1}),1.0
Iron Eagle,24159872.0,"Action,Thriller,War",1986.0,5.5,16325.0,"['Bilya', 'U.S.', 'Vietnam', 'Germany', 'U.S.']",Counter(),0.0
5ive Days to Midnight,,,2004.0,,,[],Counter(),0.0
"Lust, Caution",67091915.0,,2007.0,,,"['Shanghai', 'Hong Kong', 'China', 'the United Kingdom', 'Shanghai', 'Hong Kong', 'Japan', 'China', 'Hong Kong', 'Shanghai', 'Shanghai', 'Shanghai']",Counter({'China': 2}),0.16666666666666666
Tanya's Island,,Drama,1980.0,4.0,459.0,[],Counter(),0.0
The Hudsucker Proxy,2816518.0,"Comedy,Drama,Fantasy",1994.0,7.2,86726.0,"['Muncie', 'Indiana', 'New York City', 'Manhattan', 'Muncie']","Counter({'Muncie': 2, 'Indiana': 1, 'Manhattan': 1})",0.8
Night and the City,,"Crime,Film-Noir,Sport",1950.0,7.9,15653.0,[],Counter(),0.0
Red: Werewolf Hunter,,,2010.0,,,['Virginia'],Counter({'Virginia': 1}),1.0
Repo Men,18409891.0,,2010.0,,,[],Counter(),0.0
Salaat,,Drama,2010.0,8.0,8.0,[],Counter(),0.0
Being Julia,14339171.0,,2004.0,,,"['London', 'Jersey', 'London', 'London']","Counter({'London': 3, 'Jersey': 1})",1.0
Bless the Child,40443010.0,"Crime,Drama,Horror",2000.0,5.1,15544.0,['New York'],Counter({'New York': 1}),1.0
Bean,251212670.0,,1997.0,,,"['London', 'the United States', 'Los Angeles', 'Los Angeles', 'Los Angeles', 'Los Angeles', 'London', 'Los Angeles', 'London']","Counter({'Los Angeles': 5, 'London': 3})",0.8888888888888888
Johnny English,160583018.0,"Action,Adventure,Comedy",2003.0,6.3,177266.0,"['Britain', 'France', 'the United Kingdom', 'England', 'London', 'London']","Counter({'London': 2, 'England': 1})",0.5
Ginger Snaps,,"Drama,Fantasy,Horror",2000.0,6.8,54185.0,[],Counter(),0.0
Alien from L.A.,,"Adventure,Comedy,Sci-Fi",1988.0,3.2,4456.0,"['Los Angeles', 'Malibu Beach']",Counter({'Los Angeles': 1}),0.5
Ulysses,2200000.0,,1954.0,,,[],Counter(),0.0
The Frighteners,29359216.0,,1996.0,,,[],Counter(),0.0
The Lost Prince,,,2003.0,,,[],Counter(),0.0
Troll 2,,,1990.0,,,"['Nilbog', 'Nilbog', 'Nilbog', 'Nilbog', 'the Kingdom of Goblins', 'Nilbog', 'Nilbog', 'Nilbog']",Counter(),0.0
Route 666,,,2001.0,,,"['Arizona', 'Los Angeles', 'California', 'Los Angeles', 'Arizona', 'California']","Counter({'Arizona': 2, 'Los Angeles': 2, 'California': 2})",1.0
The Fast and the Furious: Tokyo Drift,158468292.0,,2006.0,,,"['Alabama', 'Arizona', 'Tokyo', 'the United States', 'Tokyo', 'Tokyo', 'Tokyo', 'Tokyo', 'the United States', 'Yakuza', 'Tokyo']","Counter({'Alabama': 1, 'Arizona': 1})",0.18181818181818182
Race to Space,,,2002.0,,,"['the United States', 'the Soviet Union', 'Cape Canaveral', 'America']",Counter({'Cape Canaveral': 1}),0.25
The Scorpion King 2: Rise of a Warrior,,,2008.0,,,"['Akkad', 'Egypt', 'Egypt', 'Greece', 'China']","Counter({'Egypt': 2, 'China': 1})",0.6
Crime in Connecticut: The Story of Alex Kelly,,,1999.0,,,[],Counter(),0.0
Dr. Dolittle: Tail To The Chief,,,2008.0,,,[],Counter(),0.0
K-PAX,65001485.0,,2001.0,,,[],Counter(),0.0
Simply Irresistible,4389989.0,,1999.0,,,[],Counter(),0.0
Terminal Velocity,16478900.0,"Action,Mystery,Romance",1994.0,5.5,14865.0,[],Counter(),0.0
Fargo,60611975.0,,1996.0,,,"['Minneapolis', 'Fargo', 'North Dakota', 'Brainerd', 'Minneapolis', 'Brainerd', 'Bismarck', 'North Dakota']","Counter({'Minneapolis': 2, 'North Dakota': 2, 'Brainerd': 2, 'Fargo': 1, 'Bismarck': 1})",1.0
The Matthew Shepard Story,,,2002.0,,,[],Counter(),0.0
The Borrowers,22619589.0,,1997.0,,,[],Counter(),0.0
Babel,135330182.0,Drama,2006.0,7.5,320365.0,"['Morocco', 'San Diego', 'Los Angeles', 'US', 'Morocco', 'US', 'Morocco', 'Morocco', 'Morocco', 'California', 'Morocco', 'Tijuana', 'Mexico', 'Mexico', 'the States', 'the United States', 'US', 'US', 'Tijuana']","Counter({'Morocco': 6, 'Mexico': 2, 'San Diego': 1, 'Los Angeles': 1, 'California': 1})",0.5789473684210527
Sense and Sensibility,134993774.0,,1995.0,,,"['Devonshire', 'London', 'London', 'Devonshire', 'Willoughby', 'Willoughby']","Counter({'London': 2, 'Willoughby': 2})",0.6666666666666666
Hachiko: A Dog's Story,46671235.0,,2009.0,,,"['Japan', 'Japan', 'the United States', 'Ōdate', 'Shibuya', 'Shibuya']",Counter(),0.0
Invincible,,"Drama,War",2001.0,6.4,4602.0,"['Poland', 'Berlin', 'Berlin', 'Poland']","Counter({'Poland': 2, 'Berlin': 2})",1.0
Fido,,,2006.0,,,['Willard'],Counter({'Willard': 1}),1.0
Heavy Metal 2000,,"Action,Adventure,Animation",2000.0,5.4,9568.0,[],Counter(),0.0
I  Huckabees,20072172.0,,2004.0,,,[],Counter(),0.0
Air Bud: Golden Receiver,10224116.0,"Comedy,Family,Sport",1998.0,4.5,6319.0,[],Counter(),0.0
Scooby-Doo,275650703.0,,2002.0,,,[],Counter(),0.0
Amreeka,2147715.0,Drama,2009.0,7.0,3709.0,"['Ramallah', 'the West Bank', 'Bethlehem', 'U.S.', 'the United States', 'Illinois', 'Iraq', 'the United States']","Counter({'Bethlehem': 1, 'Illinois': 1})",0.25
The Fixer,,Drama,1968.0,6.8,1497.0,['the Russian Empire'],Counter(),0.0
A Fairly Odd Christmas,,,2012.0,,,[],Counter(),0.0
One Missed Call,45847751.0,"Horror,Mystery",2008.0,4.0,34428.0,[],Counter(),0.0
Joseph,,,1995.0,,,"['Shechem', 'Canaan', 'Egypt', 'Egypt', 'On', 'Canaan', 'Egypt', 'Egypt', 'Egypt', 'Egypt', 'Egypt', 'Egypt', 'Egypt', 'Egypt']","Counter({'Egypt': 10, 'Canaan': 2})",0.8571428571428571
Harold & Kumar Go to White Castle,23936908.0,"Adventure,Comedy",2004.0,7.0,208946.0,"['Cherry Hill', 'White Castle', 'Amsterdam', 'Amsterdam', 'Netherlands']","Counter({'Amsterdam': 2, 'Cherry Hill': 1, 'White Castle': 1})",0.8
Splitting Heirs,3246063.0,,1993.0,,,"['Bournemouth', 'Southall', 'City', 'Bournemouth']",Counter(),0.0
Achamundu Achamundu,,,2009.0,,,"['New Jersey', 'India', 'US', 'US']",Counter({'New Jersey': 1}),0.25
Dear Mr. Wonderful,,,1982.0,,,[],Counter(),0.0
A Good Man in Africa,2308390.0,Comedy,1994.0,5.0,2744.0,"['Kinjanja', 'Kinjanja', 'Kinjanja']",Counter(),0.0
Chinese Box,,"Drama,Romance",1997.0,6.2,3637.0,"['Hong Kong', 'Hong Kong', 'Hong Kong', 'Hong Kong', 'China']",Counter({'China': 1}),0.2
Avanim,,,2004.0,,,['Tel Aviv'],Counter(),0.0
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,78656813.0,"Action,Adventure,Comedy",1991.0,6.0,61939.0,[],Counter(),0.0
Dead End,,,2003.0,,,"['California', 'Marcott', 'Marcott', 'Detroit']","Counter({'California': 1, 'Detroit': 1})",0.5
Wild Child,21972336.0,Comedy,2008.0,6.1,65321.0,"['California', 'Malibu', 'England', 'Malibu', 'Malibu']","Counter({'Malibu': 3, 'California': 1, 'England': 1})",1.0
In Bruges,33394440.0,,2008.0,,,"['Bruges', 'Canada', 'Bruges', 'Bruges', 'Bruges', 'Bruges']",Counter({'Canada': 1}),0.16666666666666666
Xtro,,,1983.0,,,['London'],Counter({'London': 1}),1.0
5 Branded Women,,,1960.0,,,[],Counter(),0.0
Treasure Island,,"Adventure,Family",1950.0,6.9,9769.0,"['England', 'Israel', 'Israel', 'Israel', 'Israel']",Counter({'England': 1}),0.2
Nowhere to Hide,,"Action,Thriller",1987.0,5.8,514.0,[],Counter(),0.0
Whatever Works,35085646.0,,2009.0,,,"['Mississipi', 'New York', 'New York']",Counter({'New York': 2}),0.6666666666666666
Indian Summer,14904910.0,"Comedy,Drama,Romance",1993.0,6.6,6146.0,[],Counter(),0.0
The Invisible,26810113.0,"Crime,Drama,Fantasy",2007.0,6.1,36775.0,"['London', 'London', 'London']",Counter({'London': 3}),1.0
The Life and Death of Peter Sellers,,,2004.0,,,[],Counter(),0.0
Diamonds,,"Comedy,Mystery",1999.0,5.4,1819.0,"['Reno', 'Canada', 'Nevada', 'Vegas', 'Nevada', 'Nevada']","Counter({'Nevada': 3, 'Reno': 1, 'Canada': 1})",0.8333333333333334
Jungle Boy,,"Adventure,Fantasy",1998.0,3.6,205.0,['India'],Counter(),0.0
Esther,,,1999.0,,,"['Susa', 'Persia', 'Jerusalem']","Counter({'Persia': 1, 'Jerusalem': 1})",0.6666666666666666
Night at the Museum,574480841.0,"Adventure,Comedy,Family",2006.0,6.5,385685.0,[],Counter(),0.0
Deeply,,"Drama,Fantasy,Mystery",2000.0,5.9,1819.0,[],Counter(),0.0
The Pacifier,198636868.0,"Action,Comedy,Drama",2005.0,5.6,102524.0,"['Zurich', 'Bethesda', 'Maryland']","Counter({'Zurich': 1, 'Bethesda': 1, 'Maryland': 1})",1.0
Seizure,,,1974.0,,,[],Counter(),0.0
World Traveler,,,2002.0,,,[],Counter(),0.0
Ten Seconds to Hell,,"Action,Drama,Romance",1959.0,6.5,1248.0,"['Berlin', 'Berlin']",Counter({'Berlin': 2}),1.0
Alexander the Great,2500000.0,,1956.0,,,"['Olynthus', 'Mieza', 'Pella', 'Athens', 'Pella', 'Persia', 'Persia', 'Granicus', 'Granicus', 'Phrygia', 'Babylon', 'Babylon', 'Persia', 'Babylon', 'Athens', 'India', 'Babylon', 'India', 'Susa']","Counter({'Babylon': 4, 'Persia': 3, 'Pella': 2, 'Athens': 2})",0.5789473684210527
The Postman Always Rings Twice,12200000.0,,1981.0,,,"['California', 'Greece']",Counter({'California': 1}),0.5
Klangbad: Avant-garde in the Meadows,,,2009.0,,,"['Sigmaringen', 'South Germany']",Counter(),0.0
The Grudge,187281115.0,,2004.0,,,"['Tokyo', 'America']",Counter(),0.0
Caligula,23438120.0,,1979.0,,,"['Rome', 'Rome', 'Britain', 'Britain']",Counter({'Rome': 2}),0.5
I'm Not There,11523779.0,"Biography,Drama,Music",2007.0,6.8,61782.0,"['Minnesota', 'New Jersey', 'London', 'London', 'Riddle County', 'Riddle County']","Counter({'London': 2, 'Minnesota': 1, 'New Jersey': 1})",0.6666666666666666
Dream House,38502340.0,"Drama,Mystery,Thriller",2011.0,6.0,69895.0,['New York City'],Counter(),0.0
Branded,,"Drama,Fantasy,Sci-Fi",2012.0,4.6,9384.0,"['Russia', 'Russia', 'America', 'Russia', 'Moscow', 'Moscow', 'Russia', 'Moscow']","Counter({'Russia': 4, 'Moscow': 3})",0.875
Deterrence,145071.0,"Drama,Thriller",1999.0,6.4,2858.0,"['Colorado', 'Iraq', 'Kuwait', 'Baghdad', 'Iraq', 'Colorado', 'Iraq', 'France', 'U.S.', 'Libya', 'North Korea', 'Iraq', 'Australia', 'Japan', 'France', 'Baghdad', 'Iraq', 'Athens', 'Hiroshima', 'U.S.']","Counter({'Colorado': 2, 'Athens': 1})",0.15
Dog Soldiers,5491093.0,,2002.0,,,"['North Wales', 'Germany', 'England']","Counter({'North Wales': 1, 'England': 1})",0.6666666666666666
Trail of the Pink Panther,9056073.0,,1982.0,,,"['London', 'Lugash', 'Paris', 'Lugash', 'Lugash']","Counter({'London': 1, 'Paris': 1})",0.4
A World Apart,,,1988.0,,,"['Johannesburg', 'South Africa']",Counter({'Johannesburg': 1}),0.5
Lily in Love,,Comedy,1984.0,5.7,304.0,[],Counter(),0.0
The Sky is Falling,,,2000.0,,,['Mexico'],Counter({'Mexico': 1}),1.0
H.E. Double Hockey Sticks,,,1999.0,,,[],Counter(),0.0
Anne of Green Gables,,,1985.0,,,"['Nova Scotia', 'Prince Edward Island', 'P.E.I', 'Avonlea']",Counter(),0.0
Ravenous,2062405.0,,1999.0,,,[],Counter(),0.0
Spectacular!,,,2009.0,,,[],Counter(),0.0
Insidious,97009150.0,,2011.0,,,[],Counter(),0.0
Attack on the Iron Coast,,"Action,Drama,War",1968.0,5.5,783.0,"['Le Clare', 'France']",Counter(),0.0
The Boys from Brazil,19000000.0,,1978.0,,,"['Paraguay', 'Austria', 'Lancaster County', 'Pennsylvania']",Counter({'Pennsylvania': 1}),0.25
Carnival Story,2000000.0,Drama,1954.0,5.7,722.0,['Munich'],Counter({'Munich': 1}),1.0
Big Fat Liar,52970014.0,"Adventure,Comedy,Family",2002.0,5.5,40711.0,"['Greenbury', 'Michigan', 'Hollywood', 'Los Angeles', 'Los Angeles', 'Hollywood', 'Hollywood', 'the United States']","Counter({'Hollywood': 3, 'Los Angeles': 2, 'Michigan': 1})",0.75
Fight Club,100900000.0,,1999.0,,,[],Counter(),0.0
The Medallion,34268701.0,"Action,Comedy,Fantasy",2003.0,5.2,44515.0,"['Hong Kong', 'Hong Kong', 'Hong Kong', 'Hong Kong', 'Dublin', 'Ireland', 'Ireland']","Counter({'Ireland': 2, 'Dublin': 1})",0.42857142857142855
The Forbidden Kingdom,127906624.0,,2008.0,,,"['South Boston', 'China', 'Boston']","Counter({'South Boston': 1, 'China': 1, 'Boston': 1})",1.0
G.I. Joe: Retaliation,,,2013.0,,,['the United States'],Counter(),0.0
Arthur and the Vengeance of Maltazard,51133824.0,,2009.0,,,[],Counter(),0.0
Eyes Beyond Seeing,,,1995.0,,,[],Counter(),0.0
The Great Raid,,"Action,Drama,War",2005.0,6.6,24200.0,"['Philippines', 'Cabanatuan', 'Palawan', 'Cabanatuan', 'Cabanatuan']",Counter(),0.0
Taxi,68895435.0,,2004.0,,,"['New York City', 'New York City', 'Cuba', 'Havana', 'New York']","Counter({'Cuba': 1, 'Havana': 1, 'New York': 1})",0.6
Return to Never Land,109862682.0,"Adventure,Animation,Family",2002.0,5.8,22557.0,[],Counter(),0.0
