title,box_office,genres_IMDB,release_year,averageRating,numVotes,GPE_entities,GPE_US_frequencies,Percentage_american_culture
What Doesn't Kill You,,"Crime,Drama,Thriller",2008.0,6.5,13405.0,[],Counter(),0.0
Platoon,138530565.0,"Drama,War",1986.0,8.1,447212.0,"['Vietnam', 'U.S.']",Counter(),0.0
Mack the Knife,,,1990.0,,,['London'],Counter({'London': 1}),1.0
Escape from New York,50000000.0,"Action,Adventure,Sci-Fi",1981.0,7.1,161924.0,"['the United States', 'Manhattan', 'the United States', 'the Soviet Union', 'China', 'Manhattan', 'Manhattan', 'New York']","Counter({'Manhattan': 3, 'China': 1, 'New York': 1})",0.625
Simanaheen,,,2012.0,,,[],Counter(),0.0
Where the Money Is,5661798.0,,2000.0,,,[],Counter(),0.0
Dear Wendy,,,2005.0,,,"['Electric Park', 'the United States']",Counter(),0.0
The Borrowers,,,1973.0,,,[],Counter(),0.0
Cold Fever,,,1996.0,,,"['Hawaii', 'Iceland', 'Iceland', 'Reykjavík', 'Iceland']",Counter({'Hawaii': 1}),0.2
Becoming dick,,,2000.0,,,[],Counter(),0.0
Air Bud: Seventh Inning Fetch,,,2002.0,,,[],Counter(),0.0
Shanghai Kiss,,"Comedy,Drama,Romance",2007.0,6.6,5457.0,"['Hollywood', 'Hollywood', 'Georgia', 'Hollywood', 'U.S.', 'Georgia', 'Hollywood', 'Georgia', 'Georgia', 'Georgia', 'Georgia', 'New York', 'Shanghai', 'Shanghai', 'Shanghai', 'Shanghai', 'Shanghai', 'L.A.', 'Shanghai', 'U.S.', 'Shanghai', 'Los Angeles', 'U.S.', 'France', 'France', 'U.S.', 'France']","Counter({'Georgia': 6, 'Hollywood': 4, 'New York': 1, 'Los Angeles': 1})",0.4444444444444444
The Good Girl,16856124.0,,2002.0,,,[],Counter(),0.0
Oscar and Lucinda,1897404.0,"Drama,Romance",1997.0,6.5,7266.0,"['England', 'Australia', 'Australia']",Counter({'England': 1}),0.3333333333333333
The Air I Breathe,25775.0,"Crime,Drama,Thriller",2007.0,6.7,35085.0,[],Counter(),0.0
Paranoid Park,4545747.0,,2007.0,,,[],Counter(),0.0
Flight from Ashiya,,,1964.0,,,[],Counter(),0.0
Kevin of the North,,,2001.0,,,"['Los Angeles', 'Alaska', 'Anchorage', 'Alaska', 'Alaska', 'Nova Scotia', 'Nome']","Counter({'Alaska': 3, 'Los Angeles': 1, 'Anchorage': 1, 'Nome': 1})",0.8571428571428571
Frailty,17423030.0,"Crime,Drama,Thriller",2001.0,7.2,93688.0,"['Dallas', 'Texas']","Counter({'Dallas': 1, 'Texas': 1})",1.0
Maximum Surge,,,2003.0,,,[],Counter(),0.0
French Kiss,101982854.0,,1995.0,,,"['Canada', 'Paris', 'Paris', 'France', 'Paris', 'Paris', 'Cannes', 'Cannes', 'France', 'Paulhaguet']","Counter({'Paris': 4, 'Canada': 1})",0.5
Above the Law,18869631.0,"Action,Crime,Drama",1988.0,6.0,35324.0,"['Palermo', 'Italy', 'Chicago', 'Japan', 'Vietnam', 'Cambodia', 'Chicago', 'Nicaragua']","Counter({'Chicago': 2, 'Palermo': 1, 'Italy': 1})",0.5
Wild Cherry,,,2009.0,,,[],Counter(),0.0
Chimes at Midnight,,,1965.0,,,"['England', 'Wales', 'Gadshill', 'France']","Counter({'England': 1, 'Wales': 1})",0.5
Harry Potter and the Philosopher's Stone,974755371.0,,2001.0,,,"['Surrey', 'Gryffindor']",Counter({'Surrey': 1}),0.5
Jane Eyre,,Drama,1970.0,6.4,1214.0,[],Counter(),0.0
Try Seventeen,,"Comedy,Drama",2002.0,6.0,6296.0,[],Counter(),0.0
1492 Conquest of Paradise,7191399.0,,1992.0,,,"['Spain', 'San Salvador', 'San Salvador', 'San Salvador', 'Spain', 'San Salvador']",Counter(),0.0
"Up, Up, and Away",,,2000.0,,,[],Counter(),0.0
Lords of Dogtown,13411957.0,"Biography,Drama,Sport",2005.0,7.1,58960.0,"['Santa Monica', 'Maryland', 'Venice', 'Venice']","Counter({'Venice': 2, 'Santa Monica': 1, 'Maryland': 1})",1.0
"I, Frankenstein",,,2013.0,,,[],Counter(),0.0
The Incredible Journey,,"Adventure,Drama,Family",1963.0,7.0,5361.0,['Canada'],Counter({'Canada': 1}),1.0
The Man on the Eiffel Tower,,,1949.0,,,"['Paris', 'Paris']",Counter({'Paris': 2}),1.0
Jo Bole So Nihaal,,,2005.0,,,"['Punjab', 'New York', 'US', 'New York', 'America', 'Punjab']",Counter({'New York': 2}),0.3333333333333333
Savage Planet,,,2006.0,,,[],Counter(),0.0
The Claim,,"Drama,Romance,Western",2000.0,6.3,6688.0,"['California', 'Kingdom Come', 'Kingdom Come', 'Kingdom Come', 'Casterbridge', 'Kingdom Come', 'Lisboa', 'Portugal', 'Lisboa', 'Lisboa']",Counter({'California': 1}),0.1
The Cannonball Run,205633900.0,,1981.0,,,"['Connecticut', 'New Jersey', 'Ohio', 'Missouri']","Counter({'Connecticut': 1, 'New Jersey': 1, 'Ohio': 1, 'Missouri': 1})",1.0
Unleashed,50871113.0,,2005.0,,,['New York'],Counter({'New York': 1}),1.0
Australia,211342221.0,"Adventure,Drama,Romance",2008.0,6.6,131062.0,"['England', 'Australia', 'Darwin', 'Darwin', 'Darwin', 'Darwin', 'Darwin', 'Darwin', 'Darwin']","Counter({'Darwin': 7, 'England': 1})",0.8888888888888888
Safe House,202482728.0,"Action,Thriller",2012.0,6.7,240824.0,"['Cape Town', 'South Africa', 'Langley', 'Paris', 'Langa', 'South Africa', 'U.S.', 'Paris', 'France']","Counter({'Paris': 2, 'Langley': 1})",0.3333333333333333
Sleepy Hollow,206071502.0,,1999.0,,,"['New York City', 'Westchester County', 'Sleepy Hollow', 'New York', 'Sleepy Hollow', 'Sleepy Hollow', 'New York']",Counter({'New York': 2}),0.2857142857142857
Personal Effects,,,2009.0,,,['Iowa'],Counter({'Iowa': 1}),1.0
Seed of Chucky,24829644.0,,2004.0,,,['Hollywood'],Counter({'Hollywood': 1}),1.0
Shorts,28972508.0,"Adventure,Comedy,Family",2009.0,4.7,8124.0,['Hollywood'],Counter({'Hollywood': 1}),1.0
The Cell,104155843.0,"Crime,Horror,Sci-Fi",2000.0,6.4,111044.0,[],Counter(),0.0
Rage,,"Drama,Thriller",1966.0,6.3,815.0,[],Counter(),0.0
Out for a Kill,,,2003.0,,,"['Paris', 'France', 'Paris', 'Paris', 'New York', 'New York', 'Sofia', 'Bulgaria', 'Shanghai', 'China', 'Paris', 'France', 'London', 'England', 'China', 'China', 'Kazakhstan', 'USA', 'New Haven', 'Connecticut']","Counter({'Paris': 4, 'China': 3, 'New York': 2, 'London': 1, 'England': 1, 'New Haven': 1, 'Connecticut': 1})",0.65
I Remember Better When I Paint,,,,,,[],Counter(),0.0
"Girl, Interrupted",48350205.0,"Biography,Drama",1999.0,7.3,218075.0,"['Canada', 'Claymoore']",Counter({'Canada': 1}),0.5
An Old Fashioned Thanksgiving,,,2008.0,,,[],Counter(),0.0
Pokemon: Diamond and Pearl The Movie,42238454.0,,2007.0,,,"['Alamos Town', 'Alamos', 'Alamos', 'Alamos Town', 'Alamos Town']",Counter(),0.0
Casino,116112375.0,,1995.0,,,"['Las Vegas', 'Clark County', 'Kansas City', 'Los Angeles', 'Los Angeles', 'Las Vegas', 'Vegas', 'San Diego']","Counter({'Las Vegas': 2, 'Los Angeles': 2, 'Kansas City': 1, 'San Diego': 1})",0.75
The Witches,10360553.0,"Adventure,Comedy,Family",1990.0,6.8,56195.0,"['England', 'Cornwall', 'England', 'England', 'England', 'America']","Counter({'England': 4, 'Cornwall': 1})",0.8333333333333334
Ripley's Game,,,2004.0,,,"['Veneto', 'Berlin', 'Berlin', 'W.C.', 'Berlin', 'Italy']","Counter({'Berlin': 3, 'Italy': 1})",0.6666666666666666
The White Dawn,,"Adventure,Drama,History",1974.0,7.0,964.0,[],Counter(),0.0
A Christmas Carol,,,1984.0,,,[],Counter(),0.0
Population 436,,,2006.0,,,"['Rockwell Falls', 'Rockwell Falls', 'Rockwell Falls', 'Rockwell Falls', 'Rockwell Falls', 'Rockwell Falls']",Counter(),0.0
Atlantis,,,1992.0,,,[],Counter(),0.0
The First Grader,714722.0,,2010.0,,,"['Kenya', 'Nairobi', 'Kenya', 'Nairobi']",Counter(),0.0
A Pumpkin Full of Nonsense,,,1985.0,,,['Nonsense'],Counter(),0.0
Kinsey,16918723.0,"Biography,Drama,Romance",2004.0,7.1,51430.0,[],Counter(),0.0
Lake Placid,56870414.0,,1999.0,,,"['Aroostook County', 'Maine', 'Portland', 'Maine']","Counter({'Maine': 2, 'Portland': 1})",0.75
Absolute Evil,,"Drama,Thriller",2009.0,2.8,248.0,[],Counter(),0.0
The Color of Friendship,,,2000.0,,,"['Washington', 'D.C.', 'America', 'South Africa', 'Washington', 'D.C.', 'South Africa', 'America', 'South Africa', 'America', 'South Africa', 'South Africa']",Counter({'Washington': 2}),0.16666666666666666
The Wicker Man,38755073.0,"Horror,Mystery,Thriller",2006.0,3.8,72565.0,['Washington'],Counter({'Washington': 1}),1.0
Nowhere,194201.0,,1997.0,,,[],Counter(),0.0
The Man in the Iron Mask,182968902.0,"Action,Adventure,Drama",1998.0,6.5,181563.0,"['France', 'Paris', 'France', 'France', 'France']",Counter({'Paris': 1}),0.2
Shark Attack 3: Megalodon,,,2002.0,,,[],Counter(),0.0
Chasing Liberty,12313323.0,,2004.0,,,"['the United States', 'Prague', 'Prague', 'Berlin', 'Venice', 'Berlin', 'Venice', 'the United States', 'London']","Counter({'Prague': 2, 'Berlin': 2, 'Venice': 2, 'London': 1})",0.7777777777777778
Annie: A Royal Adventure!,,,1995.0,,,['England'],Counter({'England': 1}),1.0
The Ultimate Christmas Present,,,2000.0,,,"['Los Angeles', 'California', 'San Francisco']","Counter({'Los Angeles': 1, 'California': 1, 'San Francisco': 1})",1.0
Testosterone,,,2004.0,,,"['L.A.', 'Argentina']",Counter(),0.0
The Brave Little Toaster,,"Adventure,Animation,Family",1987.0,7.2,28209.0,[],Counter(),0.0
Cheerleader Camp,,,1987.0,,,[],Counter(),0.0
Greenfingers,,,2001.0,,,[],Counter(),0.0
Revelation,,,1998.0,,,[],Counter(),0.0
The Assassination of Jesse James by the Coward Robert Ford,15001776.0,,2007.0,,,"['Blue Cut', 'Missouri', 'Kansas City', 'St. Joseph', 'Missouri', 'Kansas City', 'Missouri', 'St. Joseph', 'Platte City', 'Platte City', 'Manhattan', 'Creede', 'Colorado']","Counter({'Missouri': 3, 'Kansas City': 2, 'Platte City': 2, 'Manhattan': 1, 'Creede': 1, 'Colorado': 1})",0.7692307692307693
I Shot Andy Warhol,1875527.0,"Biography,Drama",1996.0,6.6,7216.0,"['New York', 'New York City']",Counter({'New York': 1}),0.5
Goal!,27610873.0,,2005.0,,,"['Los Angeles', 'USA', 'Mexico', 'England', 'England', 'England', 'USA', 'Los Angeles', 'Los Angeles', 'Newcastle', 'Newcastle']","Counter({'Los Angeles': 3, 'England': 3, 'Newcastle': 2, 'Mexico': 1})",0.8181818181818182
Finding Rin Tin Tin,,"Comedy,Drama,Family",2007.0,5.1,584.0,"['Lorraine', 'France', 'America']",Counter({'Lorraine': 1}),0.3333333333333333
The Matador,17297244.0,"Comedy,Crime,Thriller",2005.0,6.7,46686.0,"['Mexico City', 'Mexico', 'Tucson', 'Greece']","Counter({'Mexico': 1, 'Tucson': 1})",0.5
Who Am I?,38852845.0,,1998.0,,,"['South Africa', 'Hong Kong', 'South Africa', 'South Africa', 'Johannesburg', 'Rotterdam', 'Netherlands', 'Rotterdam', 'Rotterdam']",Counter({'Johannesburg': 1}),0.1111111111111111
Seven Psychopaths,12290017.0,,2012.0,,,[],Counter(),0.0
Blood and Wine,,,1997.0,,,[],Counter(),0.0
American Pie Presents: The Naked Mile,,,2006.0,,,"['Michigan', 'East Great Falls']",Counter({'Michigan': 1}),0.5
Nothing But Life,,"Comedy,Drama",2004.0,6.8,41.0,"['U.S.', 'Las Vegas']",Counter({'Las Vegas': 1}),0.5
Maria Full of Grace,12594630.0,"Crime,Drama",2004.0,7.4,36506.0,"['Bogotá', 'New York City', 'US', 'Colombia', 'Colombia', 'the United States']",Counter(),0.0
Face of the Screaming Werewolf,,Horror,1964.0,2.7,482.0,[],Counter(),0.0
Monster Dog,,,1984.0,,,[],Counter(),0.0
Be Kind Rewind,30575373.0,Comedy,2008.0,6.4,94943.0,"['Passaic', 'New Jersey', 'Sweden', 'Sweden']","Counter({'Passaic': 1, 'New Jersey': 1})",0.5
Red Planet,33463969.0,,2000.0,,,[],Counter(),0.0
You and I,,,2010.0,,,"['Moscow', 'Moscow', 'Moscow']",Counter({'Moscow': 3}),1.0
Son of the Mask,57552641.0,,2005.0,,,['Fringe City'],Counter(),0.0
Stone's War,,,2011.0,,,[],Counter(),0.0
The Beautiful Country,,,2004.0,,,"['Saigon', 'the United States', 'Malaysia', 'America', 'Malaysia', 'the United States', 'New York City', 'the United States', 'Houston', 'Texas', 'Sweetwater', 'Texas']","Counter({'Texas': 2, 'Houston': 1, 'Sweetwater': 1})",0.3333333333333333
Batman Returns,266822354.0,"Action,Crime,Fantasy",1992.0,7.1,334403.0,"[""Gotham City's"", 'Gotham', 'Gotham', ""Gotham City's"", 'Gotham', 'Gotham', 'Gotham', 'Gotham City', 'Gotham', 'Gotham']",Counter({'Gotham': 7}),0.7
Incendiary,,"Drama,Romance,Thriller",2008.0,5.8,9144.0,[],Counter(),0.0
Starship Troopers 3: Marauder,,,2008.0,,,[],Counter(),0.0
Saturn 3,9000000.0,,1980.0,,,[],Counter(),0.0
Captain Corelli's Mandolin,62112895.0,,2001.0,,,"['Greece', 'Italy', 'Italy', 'Pelagia']",Counter({'Italy': 2}),0.5
I Saw Mommy Kissing Santa Claus,,"Comedy,Family",2001.0,4.9,1465.0,[],Counter(),0.0
Agent Cody Banks,58795814.0,"Action,Adventure,Comedy",2003.0,5.1,37563.0,[],Counter(),0.0
FeardotCom,18902015.0,,2002.0,,,[],Counter(),0.0
The Secret of Santa Vittoria,,,1969.0,,,"['Italy', 'Santa Vittoria', ""Santa Vittoria's""]",Counter({'Italy': 1}),0.3333333333333333
The Man With the Screaming Brain,,,2005.0,,,"['U.S.', 'Bulgaria', 'Gypsy Town', 'U.S.']",Counter(),0.0
Percy Jackson & the Olympians: The Lightning Thief,,"Adventure,Family,Fantasy",2010.0,5.9,206387.0,"['Nashville', 'Las Vegas', 'Hollywood', 'Manhattan']","Counter({'Nashville': 1, 'Las Vegas': 1, 'Hollywood': 1, 'Manhattan': 1})",1.0
The Motorcycle Diaries,,,2004.0,,,"['Buenos Aires', 'Peru', 'Chile', 'Venezuela', 'Caracas', 'Chile', 'Chuquicamata', 'Peru']",Counter({'Peru': 2}),0.25
Hollywood Vice Squad,,"Action,Comedy,Crime",1986.0,4.8,679.0,['Hollywood'],Counter({'Hollywood': 1}),1.0
Il Giorno prima,,,,,,[],Counter(),0.0
Blood Diamond,171407179.0,,2006.0,,,"['Sierra Leone', 'Mende', 'Shenge', 'Freetown', 'Liberia', 'Cape Town', 'Sierra Leone', 'Freetown', 'Guinea', 'Kono', 'the United Kingdom', 'Kimberley']",Counter({'Freetown': 2}),0.16666666666666666
Bad Santa,76057639.0,,2003.0,,,"['Miami', 'Phoenix']","Counter({'Miami': 1, 'Phoenix': 1})",1.0
Me Without You,,Drama,2001.0,6.7,4884.0,['America'],Counter(),0.0
Gangs of New York,193772504.0,"Crime,Drama",2002.0,7.5,480629.0,"['New York', 'Amsterdam', 'Amsterdam', 'Amsterdam', 'Amsterdam', 'New York', 'Vallon', 'Amsterdam', 'Amsterdam', 'Amsterdam', 'Amsterdam', 'Amsterdam', 'Amsterdam', 'Amsterdam', 'New York City', 'Amsterdam', 'Amsterdam', 'Amsterdam', 'Brooklyn', 'Manhattan', 'Amsterdam', 'New York', 'New York City']","Counter({'Amsterdam': 15, 'New York': 3, 'Brooklyn': 1, 'Manhattan': 1})",0.8695652173913043
The Savage is Loose,,,1974.0,,,[],Counter(),0.0
Dracula II Ascension,,,2003.0,,,['New Orleans'],Counter({'New Orleans': 1}),1.0
The Thorn Birds: The Missing Years,,,,,,"['Rome', 'America', 'Drogheda', 'Australia', 'Drogheda']",Counter({'Rome': 1}),0.2
Psychomania,,,1971.0,,,['UK'],Counter(),0.0
Uninvited,,,2000.0,,,[],Counter(),0.0
Arctic Blue,,"Action,Thriller",1993.0,5.1,1157.0,['Alaska'],Counter({'Alaska': 1}),1.0
Dead Man Walking,83088295.0,"Crime,Drama",1995.0,7.5,103167.0,[],Counter(),0.0
On the Beach,,,2000.0,,,"['the United States', ""the People's Republic of China"", 'NY', 'NY']",Counter(),0.0
John Tucker Must Die,68824526.0,,2006.0,,,[],Counter(),0.0
Punk attitude,,,2005.0,,,[],Counter(),0.0
Mother and Child,4980736.0,,2009.0,,,[],Counter(),0.0
Khuda Ke Liye,2432378.0,,2007.0,,,"['Pakistan', 'Lahore', 'England', 'Pakistan', 'FATA', 'Chicago', 'Pakistan', 'U.S.', 'Pakistan']","Counter({'England': 1, 'Chicago': 1})",0.2222222222222222
The Young Americans,,,1993.0,,,['London'],Counter({'London': 1}),1.0
Practical Magic,68336997.0,"Comedy,Drama,Fantasy",1998.0,6.3,97823.0,"['Massachusetts', 'California', 'California', 'Massachusetts', 'Tucson', 'Arizona', 'Arizona', 'Massachusetts']","Counter({'Massachusetts': 3, 'California': 2, 'Arizona': 2, 'Tucson': 1})",1.0
The Incredible Crash Dummies,,,1993.0,,,[],Counter(),0.0
Smokin' Aces,57103895.0,,2006.0,,,"['Las Vegas', 'Las Vegas', 'Israel', 'Israel', 'Israel', 'Israel', 'Israel', 'Israel', 'Israel', 'Israel', 'Israel', 'Georgia', 'Los Angeles', 'Israel', 'Israel', 'Georgia', 'Georgia', 'Georgia', 'Georgia', 'Israel', 'Israel', 'Israel', 'Washington', 'D.C']","Counter({'Georgia': 5, 'Las Vegas': 2, 'Los Angeles': 1, 'Washington': 1})",0.375
Blade II,155010032.0,"Action,Horror,Sci-Fi",2002.0,6.7,240438.0,"['Russia', 'Prague']","Counter({'Russia': 1, 'Prague': 1})",1.0
Fedora,,"Drama,Romance",1978.0,6.8,5348.0,"['Hollywood', 'Corfu']","Counter({'Hollywood': 1, 'Corfu': 1})",1.0
Undertaking Betty,,,2005.0,,,"['Wrottin Powys', 'Britain']",Counter(),0.0
Space Invasion of Lapland,,,1959.0,,,"['Lapland', 'Sweden']",Counter(),0.0
A Dangerous Man,,,2010.0,,,"['Arizona', 'the State of Arizona', 'Seattle', 'Washington', 'Arizona', 'Bellingham', 'Bellingham', 'USA', 'Bellingham', 'USA', 'Bellingham', 'Bellingham', 'USA', 'USA']","Counter({'Bellingham': 5, 'Arizona': 2, 'Seattle': 1, 'Washington': 1})",0.6428571428571429
City of Joy,,,1992.0,,,"['Calcutta', 'Calcutta', 'Texas']",Counter({'Texas': 1}),0.3333333333333333
Cadet Kelly,,,2002.0,,,[],Counter(),0.0
Breathless,67464.0,,1960.0,,,"['Marseille', 'Paris', 'Italy']","Counter({'Paris': 1, 'Italy': 1})",0.6666666666666666
The Man with Rain in His Shoes,,"Comedy,Drama,Fantasy",1998.0,6.1,2829.0,['London'],Counter({'London': 1}),1.0
Love Liza,,"Comedy,Drama",2002.0,6.9,8865.0,[],Counter(),0.0
Dawn of the Mummy,,Horror,1981.0,3.8,1361.0,['Egypt'],Counter({'Egypt': 1}),1.0
Never Forever,,,2007.0,,,"['New York', 'Korea']",Counter({'New York': 1}),0.5
Ultraman: The Adventure Begins,,,1987.0,,,['Sorkin'],Counter(),0.0
Starchaser: The Legend of Orin,3360800.0,,1985.0,,,"['Toga-Togo', 'Bordogon', 'Novaluna', 'Novaluna', 'Trinia']",Counter(),0.0
The Invention of Lying,32054454.0,"Comedy,Fantasy,Romance",2009.0,6.4,151643.0,[],Counter(),0.0
Lawrence of Arabia,,,1962.0,,,"['Cairo', 'Aqaba', 'Cairo', 'Arabia', 'Daraa', 'Jerusalem', 'Damascus', 'Tafas', 'Damascus']","Counter({'Cairo': 2, 'Damascus': 2, 'Jerusalem': 1})",0.5555555555555556
Down by Law,,"Comedy,Crime,Drama",1986.0,7.7,56215.0,['New Orleans'],Counter({'New Orleans': 1}),1.0
Avanti!,,,1972.0,,,"['Baltimore', 'Ischia', 'Italy', 'London', 'United States']","Counter({'Baltimore': 1, 'Italy': 1, 'London': 1})",0.6
Bully,480811.0,,2001.0,,,"['North Beach', 'North Beach']",Counter({'North Beach': 2}),1.0
One More Time,,"Comedy,Thriller",1970.0,5.0,554.0,[],Counter(),0.0
Nuremberg,,,2000.0,,,"['U.S.', 'Bad Mondorf', 'Germany', 'Nuremberg', 'U.S.', 'Germany']",Counter({'Nuremberg': 1}),0.16666666666666666
Captain America,,"Action,Adventure,Sci-Fi",1990.0,3.2,15397.0,"['Italy', 'USA', 'Washington, D.C.', 'Alaska', 'the United States of America', 'Italy', 'Alaska', 'California', 'Italy']","Counter({'Italy': 3, 'Alaska': 2, 'Washington, D.C.': 1, 'California': 1})",0.7777777777777778
The Tigger Movie,96159800.0,,2000.0,,,[],Counter(),0.0
March or Die,,,1977.0,,,"['Paris', 'Erfoud', 'Morocco', 'Morocco', 'Morocco', 'France']","Counter({'Morocco': 3, 'Paris': 1})",0.6666666666666666
Down with Love,39468111.0,"Comedy,Romance",2003.0,6.3,45011.0,"['New York City', 'New York', 'Vegas']",Counter({'New York': 1}),0.3333333333333333
From Prada to Nada,3836357.0,"Action,Comedy,Drama",2011.0,5.5,15784.0,"['East L.A.', 'Mexico']",Counter({'Mexico': 1}),0.5
Dark Blue,9059588.0,"Crime,Drama,Thriller",2002.0,6.6,24512.0,"['Los Angeles', 'L.A.', 'Juliet', 'LA', 'Los Angeles']","Counter({'Los Angeles': 2, 'LA': 1})",0.6
It!,,,1966.0,,,"['London', 'London', 'London', 'Prague', 'Czechoslovakia']","Counter({'London': 3, 'Prague': 1})",0.8
Little Buddha,4858139.0,,1994.0,,,"['Bhutan', 'Seattle', 'Seattle', 'Bhutan', 'Bhutan', 'Nepal', 'India']",Counter({'Seattle': 2}),0.2857142857142857
Happily N'Ever After,38085778.0,,2007.0,,,['Scotland'],Counter({'Scotland': 1}),1.0
Question 7,,,,,,"['East Germany', 'East Germany']",Counter(),0.0
Cold Mountain,173013509.0,"Adventure,Drama,Romance",2003.0,7.2,158331.0,"['North Carolina', 'Ada']","Counter({'North Carolina': 1, 'Ada': 1})",1.0
Heist,28510652.0,"Action,Crime,Drama",2001.0,6.5,39533.0,['New York City'],Counter(),0.0
I Bought a Vampire Motorcycle,,"Comedy,Crime,Fantasy",1990.0,5.4,1641.0,[],Counter(),0.0
The Water Margin,,,1972.0,,,"['Liangshan', 'Liangshan', 'Liangshan', 'Liangshan', 'Liangshan', 'Liangshan', 'Liangshan']",Counter(),0.0
How She Move,8533187.0,,2008.0,,,[],Counter(),0.0
Doctor Zhivago,111721910.0,,1965.0,,,"['Paris', 'Moscow', 'Russia', 'Moscow', 'Moscow', 'Varykino', 'Yuriatin', 'Varykino', 'Yuriatin', 'Yuriatin', 'Paris', 'Russia', 'Mongolia']","Counter({'Moscow': 3, 'Paris': 2, 'Russia': 2})",0.5384615384615384
Pokemon: Lucario and the Mystery of Mew,36000000.0,,2006.0,,,"['Kanto', 'Cameron']",Counter({'Cameron': 1}),0.5
Ted Bundy,68716.0,,2002.0,,,"['Seattle', 'Washington', 'USA']","Counter({'Seattle': 1, 'Washington': 1})",0.6666666666666666
The Adventure of Sherlock Holmes' Smarter Brother,20000000.0,"Comedy,Crime,Music",1975.0,6.0,7454.0,[],Counter(),0.0
Elektra,56681566.0,,2005.0,,,[],Counter(),0.0
The Black Dahlia,49332692.0,"Crime,Drama,Mystery",2006.0,5.6,77818.0,"['Los Angeles', 'California', 'Glasgow']","Counter({'Los Angeles': 1, 'California': 1, 'Glasgow': 1})",1.0
Furry Vengeance,36236710.0,"Comedy,Family",2010.0,3.9,18529.0,"['Chicago', 'Rocky Springs', 'Chicago']",Counter({'Chicago': 2}),0.6666666666666666
Elf,220443451.0,,2003.0,,,"['New York City', 'Manhattan', 'the Big Apple', 'New York City']",Counter({'Manhattan': 1}),0.25
Crash,98410061.0,,2004.0,,,"['Los Angeles', 'America']",Counter({'Los Angeles': 1}),0.5
Rubber,100370.0,"Comedy,Fantasy,Horror",2010.0,5.7,41102.0,"['California', 'California', 'Hollywood']","Counter({'California': 2, 'Hollywood': 1})",1.0
The Countess,,"Biography,Drama,History",2009.0,6.2,8749.0,"['Nyírbátor', 'Ecsed', 'Denmark', 'Čachtice']",Counter({'Denmark': 1}),0.25
Barry Lyndon,20000000.0,,1975.0,,,"['Ireland', 'Dublin', 'France', 'Holland', 'Tübingen', 'Belgium']","Counter({'Ireland': 1, 'Dublin': 1, 'Holland': 1, 'Belgium': 1})",0.6666666666666666
Slightly Single in L.A.,,,2011.0,,,"['Los Angeles', 'L.A.', 'Hollywood', 'L.A.']","Counter({'Los Angeles': 1, 'Hollywood': 1})",0.5
A Bridge Too Far,50750000.0,,1977.0,,,"['Germany', 'Netherlands', 'U.S.', 'Berlin', 'Montgomery', 'England', 'Netherlands', 'U.S.', 'Nijmegen', 'Arnhem', 'Arnhem', 'Arnhem', 'Arnhem', 'Arnhem', 'Arnhem', 'Netherlands', 'Arnhem', 'Netherlands', 'Germany', 'Arnhem', 'Arnhem', 'Arnhem', 'Nijmegen', 'Arnhem', 'Son', 'Nijmegen', 'Nijmegen', 'Arnhem', 'Arnhem', 'Arnhem']","Counter({'Berlin': 1, 'Montgomery': 1, 'England': 1})",0.1
Adwa,,,1999.0,,,"['Ethiopia', 'Ethiopia']",Counter(),0.0
Kinky Boots,9941428.0,"Comedy,Drama,Music",2005.0,7.1,21866.0,"['London', 'Milan', 'Italy']","Counter({'London': 1, 'Milan': 1, 'Italy': 1})",1.0
Shogun,,,1980.0,,,"['Japan', 'Japan', 'Japan', 'Japan']",Counter(),0.0
Melissa P.,7000000.0,,,,,[],Counter(),0.0
Tristan & Isolde,28047963.0,,2006.0,,,"['Great Britain', 'Ireland', 'the Roman Empire', 'Cornwall', 'Britain', 'Ireland', 'Cornwall', 'Britain', 'Ireland', 'England', 'Britain', 'Britain']","Counter({'Ireland': 3, 'Cornwall': 2, 'England': 1})",0.5
The Indian Runner,191125.0,,1991.0,,,"['Nebraska', 'Vietnam']",Counter({'Nebraska': 1}),0.5
Hamilchama al hashalom,,Documentary,1968.0,5.6,22.0,['London'],Counter({'London': 1}),1.0
Porky's Revenge,20518905.0,Comedy,1985.0,4.8,9378.0,['Angel Beach'],Counter(),0.0
Dawn of the Dead,102356381.0,"Action,Horror",2004.0,7.2,277686.0,"['Milwaukee', 'Wisconsin', 'Milwaukee']","Counter({'Milwaukee': 2, 'Wisconsin': 1})",1.0
The Tortured,,,2010.0,,,[],Counter(),0.0
The Search for Animal Chin,,,1987.0,,,"['California', 'Nevada', 'Hawaii']","Counter({'California': 1, 'Nevada': 1, 'Hawaii': 1})",1.0
Clay Pigeons,1794086.0,"Comedy,Crime",1998.0,6.6,12268.0,[],Counter(),0.0
A Life Less Ordinary,4366722.0,"Comedy,Crime,Fantasy",1997.0,6.3,37458.0,"['California', 'Scotland']","Counter({'California': 1, 'Scotland': 1})",1.0
The Ex,,,1997.0,,,[],Counter(),0.0
The Gathering Storm,,,2002.0,,,"['Germany', 'London']",Counter({'London': 1}),0.5
The Three Musketeers,132274484.0,"Action,Adventure,Fantasy",2011.0,5.7,113027.0,"['Venice', 'France', 'Paris', 'Gascony', 'Paris', 'Paris', 'England', 'France', 'England', 'London', 'Paris', 'France', 'France']","Counter({'Paris': 4, 'England': 2, 'Venice': 1, 'London': 1})",0.6153846153846154
