persona,dictionary,character_name,title,freebase_map_ID,actor_name
brainless_beauty,"{'char': 'Mia', 'movie': 'Stan Helsing', 'id': '/m/0gc3g1p', 'actor': 'Desi Lydic'}",Mia,Stan Helsing,/m/0gc3g1p,Desi Lydic
brainless_beauty,"{'char': 'Marcia Brady', 'movie': 'The Brady Bunch Movie', 'id': '/m/0k4k_5', 'actor': 'Christine Taylor'}",Marcia Brady,The Brady Bunch Movie,/m/0k4k_5,Christine Taylor
brainless_beauty,"{'char': 'Chris', 'movie': 'Roxanne', 'id': '/m/0k2q15', 'actor': 'Rick Rossovich'}",Chris,Roxanne,/m/0k2q15,Rick Rossovich
brainless_beauty,"{'char': 'Buffy Summers', 'movie': 'Buffy the Vampire Slayer', 'id': '/m/0jvy0r', 'actor': 'Kristy Swanson'}",Buffy Summers,Buffy the Vampire Slayer,/m/0jvy0r,Kristy Swanson
brainless_beauty,"{'char': 'Brad', 'movie': 'Extract', 'id': '/m/0b3trzf', 'actor': 'Dustin Milligan'}",Brad,Extract,/m/0b3trzf,Dustin Milligan
brainless_beauty,"{'char': 'Jack Bartlett', 'movie': 'Sugar & Spice', 'id': '/m/0cg2m9s', 'actor': 'James Marsden'}",Jack Bartlett,Sugar & Spice,/m/0cg2m9s,James Marsden
brainless_beauty,"{'char': 'Maggie Feller', 'movie': 'In Her Shoes', 'id': '/m/0jzvtp', 'actor': 'Cameron Diaz'}",Maggie Feller,In Her Shoes,/m/0jzvtp,Cameron Diaz
broken_bird,"{'char': 'Chelsea Deardon', 'movie': 'Legal Eagles', 'id': '/m/0j_wlm', 'actor': 'Daryl Hannah'}",Chelsea Deardon,Legal Eagles,/m/0j_wlm,Daryl Hannah
broken_bird,"{'char': 'Mad Hatter', 'movie': 'Alice in Wonderland', 'id': '/m/04q4dng', 'actor': 'Johnny Depp'}",Mad Hatter,Alice in Wonderland,/m/04q4dng,Johnny Depp
broken_bird,"{'char': 'Nicole Oakley', 'movie': 'Crazy/Beautiful', 'id': '/m/0jwrqb', 'actor': 'Kirsten Dunst'}",Nicole Oakley,Crazy/Beautiful,/m/0jwrqb,Kirsten Dunst
broken_bird,"{'char': 'Annie Newton', 'movie': 'The Invisible', 'id': '/m/02tbbww', 'actor': 'Margarita Levieva'}",Annie Newton,The Invisible,/m/02tbbww,Margarita Levieva
broken_bird,"{'char': 'Nina Sayers', 'movie': 'Black Swan', 'id': '/m/0cccx3m', 'actor': 'Natalie Portman'}",Nina Sayers,Black Swan,/m/0cccx3m,Natalie Portman
bromantic_foil,"{'char': 'Randal Graves', 'movie': 'Clerks.', 'id': '/m/0jwj18', 'actor': 'Jeff Anderson'}",Randal Graves,Clerks.,/m/0jwj18,Jeff Anderson
bromantic_foil,"{'char': 'Randal Graves', 'movie': 'Clerks II', 'id': '/m/09vvrb_', 'actor': 'Jeff Anderson'}",Randal Graves,Clerks II,/m/09vvrb_,Jeff Anderson
bromantic_foil,"{'char': 'Brodie Bruce', 'movie': 'Mallrats', 'id': '/m/07ldy8x', 'actor': 'Jason Lee'}",Brodie Bruce,Mallrats,/m/07ldy8x,Jason Lee
bromantic_foil,"{'char': 'Banky Edwards', 'movie': 'Chasing Amy', 'id': '/m/05ckj7h', 'actor': 'Jason Lee'}",Banky Edwards,Chasing Amy,/m/05ckj7h,Jason Lee
bromantic_foil,"{'char': 'Ed', 'movie': 'Shaun of the Dead', 'id': '/m/0k35nb', 'actor': 'Nick Frost'}",Ed,Shaun of the Dead,/m/0k35nb,Nick Frost
bruiser_with_a_soft_center,"{'char': 'Hellboy', 'movie': 'Hellboy: Blood and Iron', 'id': '/m/0jzb66', 'actor': 'Ron Perlman'}",Hellboy,Hellboy: Blood and Iron,/m/0jzb66,Ron Perlman
bruiser_with_a_soft_center,"{'char': 'Tron', 'movie': 'Tron', 'id': '/m/0hcfdd1', 'actor': 'Bruce Boxleitner'}",Tron,Tron,/m/0hcfdd1,Bruce Boxleitner
bruiser_with_a_soft_center,"{'char': 'James Bond', 'movie': 'Casino Royale', 'id': '/m/02hw79s', 'actor': 'Daniel Craig'}",James Bond,Casino Royale,/m/02hw79s,Daniel Craig
bully,"{'char': 'Biff Tannen', 'movie': 'Back to the Future', 'id': '/m/0jty60', 'actor': 'Thomas F. Wilson'}",Biff Tannen,Back to the Future,/m/0jty60,Thomas F. Wilson
bully,"{'char': 'Scut Farkus', 'movie': 'A Christmas Story', 'id': '/m/0jsprx', 'actor': 'Zack Ward'}",Scut Farkus,A Christmas Story,/m/0jsprx,Zack Ward
bully,"{'char': 'Vanessa', 'movie': 'The Grudge 2', 'id': '/m/0k592n', 'actor': 'Teresa Palmer'}",Vanessa,The Grudge 2,/m/0k592n,Teresa Palmer
byronic_hero,"{'char': 'Jake LaMotta', 'movie': 'Raging Bull', 'id': '/m/0k28_g', 'actor': 'Robert De Niro'}",Jake LaMotta,Raging Bull,/m/0k28_g,Robert De Niro
byronic_hero,"{'char': 'James Bond', 'movie': 'Casino Royale', 'id': '/m/02hw79s', 'actor': 'Daniel Craig'}",James Bond,Casino Royale,/m/02hw79s,Daniel Craig
byronic_hero,"{'char': 'Travis Bickle', 'movie': 'Taxi Driver', 'id': '/m/0k43s9', 'actor': 'Robert De Niro'}",Travis Bickle,Taxi Driver,/m/0k43s9,Robert De Niro
byronic_hero,"{'char': 'Anakin Skywalker', 'movie': 'Star Wars Episode III: Revenge of the Sith', 'id': '/m/02sg5ry', 'actor': 'Hayden Christensen'}",Anakin Skywalker,Star Wars Episode III: Revenge of the Sith,/m/02sg5ry,Hayden Christensen
byronic_hero,"{'char': 'Martin Q. Blank', 'movie': 'Grosse Pointe Blank', 'id': '/m/0jz0wk', 'actor': 'John Cusack'}",Martin Q. Blank,Grosse Pointe Blank,/m/0jz0wk,John Cusack
byronic_hero,"{'char': 'Brand Hauser', 'movie': 'War Inc.', 'id': '/m/02vczvr', 'actor': 'John Cusack'}",Brand Hauser,War Inc.,/m/02vczvr,John Cusack
byronic_hero,"{'char': 'Cobb', 'movie': 'Inception', 'id': '/m/0667g_f', 'actor': 'Leonardo DiCaprio'}",Cobb,Inception,/m/0667g_f,Leonardo DiCaprio
byronic_hero,"{'char': 'Achilles', 'movie': 'Troy', 'id': '/m/0k7ckp', 'actor': 'Brad Pitt'}",Achilles,Troy,/m/0k7ckp,Brad Pitt
byronic_hero,"{'char': 'Britt Reid', 'movie': 'The Green Hornet', 'id': '/m/0h5m_9x', 'actor': 'Seth Rogen'}",Britt Reid,The Green Hornet,/m/0h5m_9x,Seth Rogen
byronic_hero,"{'char': 'Donnie Darko', 'movie': 'Donnie Darko', 'id': '/m/0jxftx', 'actor': 'Jake Gyllenhaal'}",Donnie Darko,Donnie Darko,/m/0jxftx,Jake Gyllenhaal
byronic_hero,"{'char': 'Captain Jack Sparrow', 'movie': ""Pirates of the Caribbean: Dead Man's Chest"", 'id': '/m/0k1xxm', 'actor': 'Johnny Depp'}",Captain Jack Sparrow,Pirates of the Caribbean: Dead Man's Chest,/m/0k1xxm,Johnny Depp
byronic_hero,"{'char': 'John Wilmot, 2nd Earl of Rochester', 'movie': 'The Libertine', 'id': '/m/0k5ptk', 'actor': 'Johnny Depp'}","John Wilmot, 2nd Earl of Rochester",The Libertine,/m/0k5ptk,Johnny Depp
byronic_hero,"{'char': 'Robert Angier', 'movie': 'The Prestige', 'id': '/m/0k65k8', 'actor': 'Hugh Jackman'}",Robert Angier,The Prestige,/m/0k65k8,Hugh Jackman
byronic_hero,"{'char': 'Tony Stark', 'movie': 'Iron Man', 'id': '/m/0j1__hv', 'actor': 'Robert Downey Jr.'}",Tony Stark,Iron Man,/m/0j1__hv,Robert Downey Jr.
byronic_hero,"{'char': 'Loki', 'movie': 'Thor', 'id': '/m/0855mjk', 'actor': 'Tom Hiddleston'}",Loki,Thor,/m/0855mjk,Tom Hiddleston
byronic_hero,"{'char': 'Lenny Nero', 'movie': 'Strange Days', 'id': '/m/0k3tt_', 'actor': 'Ralph Fiennes'}",Lenny Nero,Strange Days,/m/0k3tt_,Ralph Fiennes
byronic_hero,"{'char': ""Bill 'The Butcher' Cutting"", 'movie': 'Gangs of New York', 'id': '/m/0jynbm', 'actor': 'Daniel Day-Lewis'}",Bill 'The Butcher' Cutting,Gangs of New York,/m/0jynbm,Daniel Day-Lewis
casanova,"{'char': 'Giacomo Casanova', 'movie': 'Casanova', 'id': '/m/0jw4mw', 'actor': 'Heath Ledger'}",Giacomo Casanova,Casanova,/m/0jw4mw,Heath Ledger
casanova,"{'char': 'Telly', 'movie': 'Kids', 'id': '/m/0j_flm', 'actor': 'Leo Fitzpatrick'}",Telly,Kids,/m/0j_flm,Leo Fitzpatrick
casanova,"{'char': 'Tony Stark', 'movie': 'Iron Man', 'id': '/m/0j1__hv', 'actor': 'Robert Downey Jr.'}",Tony Stark,Iron Man,/m/0j1__hv,Robert Downey Jr.
casanova,"{'char': 'Dorian Gray', 'movie': 'The League of Extraordinary Gentlemen', 'id': '/m/0dkcy1f', 'actor': 'Stuart Townsend'}",Dorian Gray,The League of Extraordinary Gentlemen,/m/0dkcy1f,Stuart Townsend
casanova,"{'char': 'John Wilmot, 2nd Earl of Rochester', 'movie': 'The Libertine', 'id': '/m/0k5ptk', 'actor': 'Johnny Depp'}","John Wilmot, 2nd Earl of Rochester",The Libertine,/m/0k5ptk,Johnny Depp
casanova,"{'char': 'Timothy', 'movie': 'The Long Kiss Goodnight', 'id': '/m/02vch3p', 'actor': 'Craig Bierko'}",Timothy,The Long Kiss Goodnight,/m/02vch3p,Craig Bierko
casanova,"{'char': 'Johnny Wickham', 'movie': 'Bride and Prejudice', 'id': '/m/0cf_wtd', 'actor': 'Daniel Gillies'}",Johnny Wickham,Bride and Prejudice,/m/0cf_wtd,Daniel Gillies
chanteuse,"{'char': 'Jessica Rabbit', 'movie': 'Who Framed Roger Rabbit', 'id': '/m/02wszk9', 'actor': 'Kathleen Turner'}",Jessica Rabbit,Who Framed Roger Rabbit,/m/02wszk9,Kathleen Turner
chanteuse,"{'char': 'Tina Carlyle', 'movie': 'The Mask', 'id': '/m/0k5wls', 'actor': 'Cameron Diaz'}",Tina Carlyle,The Mask,/m/0k5wls,Cameron Diaz
chanteuse,"{'char': 'Susie Diamond', 'movie': 'The Fabulous Baker Boys', 'id': '/m/0k50tl', 'actor': 'Michelle Pfeiffer'}",Susie Diamond,The Fabulous Baker Boys,/m/0k50tl,Michelle Pfeiffer
chanteuse,"{'char': 'Sugar Kane Kowalczyk', 'movie': 'Some Like It Hot', 'id': '/m/0k3j8v', 'actor': 'Marilyn Monroe'}",Sugar Kane Kowalczyk,Some Like It Hot,/m/0k3j8v,Marilyn Monroe
chanteuse,"{'char': 'Dorothy Vallens', 'movie': 'Blue Velvet', 'id': '/m/0jvlc4', 'actor': 'Isabella Rossellini'}",Dorothy Vallens,Blue Velvet,/m/0jvlc4,Isabella Rossellini
chanteuse,"{'char': 'Ellen Aim', 'movie': 'Streets of Fire', 'id': '/m/0k3w12', 'actor': 'Diane Lane'}",Ellen Aim,Streets of Fire,/m/0k3w12,Diane Lane
charmer,"{'char': 'James Bond', 'movie': 'Casino Royale', 'id': '/m/02hw79s', 'actor': 'Daniel Craig'}",James Bond,Casino Royale,/m/02hw79s,Daniel Craig
charmer,"{'char': 'Han Solo', 'movie': 'Star Wars Episode IV: A New Hope', 'id': '/m/0k3r1_', 'actor': 'Harrison Ford'}",Han Solo,Star Wars Episode IV: A New Hope,/m/0k3r1_,Harrison Ford
charmer,"{'char': 'Captain Jack Sparrow', 'movie': ""Pirates of the Caribbean: Dead Man's Chest"", 'id': '/m/0k1xxm', 'actor': 'Johnny Depp'}",Captain Jack Sparrow,Pirates of the Caribbean: Dead Man's Chest,/m/0k1xxm,Johnny Depp
charmer,"{'char': 'Frank Abagnale Jr.', 'movie': 'Catch Me If You Can', 'id': '/m/0jw5pq', 'actor': 'Leonardo DiCaprio'}",Frank Abagnale Jr.,Catch Me If You Can,/m/0jw5pq,Leonardo DiCaprio
charmer,"{'char': 'Harold Hill', 'movie': 'The Music Man', 'id': '/m/04hv61w', 'actor': 'Matthew Broderick'}",Harold Hill,The Music Man,/m/04hv61w,Matthew Broderick
charmer,"{'char': 'Flynn Rider', 'movie': 'Tangled', 'id': '/m/07sl05m', 'actor': 'Zachary Levi'}",Flynn Rider,Tangled,/m/07sl05m,Zachary Levi
charmer,"{'char': 'Hannibal Lecter', 'movie': 'The Silence of the Lambs', 'id': '/m/0k6g86', 'actor': 'Anthony Hopkins'}",Hannibal Lecter,The Silence of the Lambs,/m/0k6g86,Anthony Hopkins
child_prodigy,"{'char': 'Anakin Skywalker', 'movie': 'Star Wars Episode I: The Phantom Menace', 'id': '/m/02sg5rn', 'actor': 'Jake Lloyd'}",Anakin Skywalker,Star Wars Episode I: The Phantom Menace,/m/02sg5rn,Jake Lloyd
child_prodigy,"{'char': 'Chris Knight', 'movie': 'Real Genius', 'id': '/m/0k2ckt', 'actor': 'Val Kilmer'}",Chris Knight,Real Genius,/m/0k2ckt,Val Kilmer
classy_cat_burglar,"{'char': 'Danielle Foussard', 'movie': 'To Catch a Thief', 'id': '/m/02vbgd1', 'actor': 'Brigitte Auber'}",Danielle Foussard,To Catch a Thief,/m/02vbgd1,Brigitte Auber
consummate_professional,"{'char': 'Frank Martin', 'movie': 'The Transporter', 'id': '/m/0k6r5t', 'actor': 'Jason Statham'}",Frank Martin,The Transporter,/m/0k6r5t,Jason Statham
consummate_professional,"{'char': 'Agent Smith', 'movie': 'The Matrix', 'id': '/m/0k5wz1', 'actor': 'Hugo Weaving'}",Agent Smith,The Matrix,/m/0k5wz1,Hugo Weaving
consummate_professional,"{'char': 'The Professor', 'movie': 'The Bourne Identity', 'id': '/m/0k4kdl', 'actor': 'Clive Owen'}",The Professor,The Bourne Identity,/m/0k4kdl,Clive Owen
consummate_professional,"{'char': ""Sam 'Ace' Rothstein"", 'movie': 'Casino', 'id': '/m/0jw4vx', 'actor': 'Robert De Niro'}",Sam 'Ace' Rothstein,Casino,/m/0jw4vx,Robert De Niro
corrupt_corporate_executive,"{'char': 'Dick Jones', 'movie': 'RoboCop', 'id': '/m/0k2m8v', 'actor': 'Ronny Cox'}",Dick Jones,RoboCop,/m/0k2m8v,Ronny Cox
corrupt_corporate_executive,"{'char': 'Cutler Beckett', 'movie': ""Pirates of the Caribbean: Dead Man's Chest"", 'id': '/m/0k1xyw', 'actor': 'Tom Hollander'}",Cutler Beckett,Pirates of the Caribbean: Dead Man's Chest,/m/0k1xyw,Tom Hollander
corrupt_corporate_executive,"{'char': 'Cutler Beckett', 'movie': ""Pirates of the Caribbean: At World's End"", 'id': '/m/0k1xwx', 'actor': 'Tom Hollander'}",Cutler Beckett,Pirates of the Caribbean: At World's End,/m/0k1xwx,Tom Hollander
corrupt_corporate_executive,"{'char': 'Max Zorin', 'movie': 'A View to a Kill', 'id': '/m/02xl2ny', 'actor': 'Christopher Walken'}",Max Zorin,A View to a Kill,/m/02xl2ny,Christopher Walken
corrupt_corporate_executive,"{'char': 'Carter Burke', 'movie': 'Aliens', 'id': '/m/0jt8n6', 'actor': 'Paul Reiser'}",Carter Burke,Aliens,/m/0jt8n6,Paul Reiser
corrupt_corporate_executive,"{'char': 'Noah Cross', 'movie': 'Chinatown', 'id': '/m/0jwcjw', 'actor': 'John Huston'}",Noah Cross,Chinatown,/m/0jwcjw,John Huston
corrupt_corporate_executive,"{'char': 'Doctor Doom', 'movie': 'Fantastic Four', 'id': '/m/0jy24c', 'actor': 'Julian McMahon'}",Doctor Doom,Fantastic Four,/m/0jy24c,Julian McMahon
corrupt_corporate_executive,"{'char': 'Kingpin', 'movie': 'Daredevil', 'id': '/m/0jwz5q', 'actor': 'Michael Clarke Duncan'}",Kingpin,Daredevil,/m/0jwz5q,Michael Clarke Duncan
corrupt_corporate_executive,"{'char': 'Judge Doom', 'movie': 'Who Framed Roger Rabbit', 'id': '/m/0k81j_', 'actor': 'Christopher Lloyd'}",Judge Doom,Who Framed Roger Rabbit,/m/0k81j_,Christopher Lloyd
corrupt_corporate_executive,"{'char': 'Conal Cochran', 'movie': 'Halloween III: Season of the Witch', 'id': '/m/0jz33w', 'actor': ""Dan O'Herlihy""}",Conal Cochran,Halloween III: Season of the Witch,/m/0jz33w,Dan O'Herlihy
corrupt_corporate_executive,"{'char': 'Mayor Augustus Maywho', 'movie': 'How the Grinch Stole Christmas!', 'id': '/m/0jzmfp', 'actor': 'Jeffrey Tambor'}",Mayor Augustus Maywho,How the Grinch Stole Christmas!,/m/0jzmfp,Jeffrey Tambor
corrupt_corporate_executive,"{'char': 'Henry F. Potter', 'movie': ""It's a Wonderful Life"", 'id': '/m/0j_11c', 'actor': 'Lionel Barrymore'}",Henry F. Potter,It's a Wonderful Life,/m/0j_11c,Lionel Barrymore
corrupt_corporate_executive,"{'char': 'Royalton', 'movie': 'Speed Racer', 'id': '/m/03jqz37', 'actor': 'Roger Allam'}",Royalton,Speed Racer,/m/03jqz37,Roger Allam
corrupt_corporate_executive,"{'char': 'B.Z.', 'movie': 'Santa Claus: The Movie', 'id': '/m/0k2w67', 'actor': 'John Lithgow'}",B.Z.,Santa Claus: The Movie,/m/0k2w67,John Lithgow
corrupt_corporate_executive,"{'char': 'Les Grossman', 'movie': 'Tropic Thunder', 'id': '/m/0gyjwgg', 'actor': 'Tom Cruise'}",Les Grossman,Tropic Thunder,/m/0gyjwgg,Tom Cruise
corrupt_corporate_executive,"{'char': 'James McCullen - 1641', 'movie': 'G.I. Joe: The Rise of Cobra', 'id': '/m/0h5q191', 'actor': 'David Murray'}",James McCullen - 1641,G.I. Joe: The Rise of Cobra,/m/0h5q191,David Murray
corrupt_corporate_executive,"{'char': 'Ed Dillinger', 'movie': 'Tron', 'id': '/m/0k7cbx', 'actor': 'David Warner'}",Ed Dillinger,Tron,/m/0k7cbx,David Warner
corrupt_corporate_executive,"{'char': 'Ian Hawke', 'movie': 'Alvin and the Chipmunks', 'id': '/m/03kyztz', 'actor': 'David Cross'}",Ian Hawke,Alvin and the Chipmunks,/m/03kyztz,David Cross
corrupt_corporate_executive,"{'char': 'Jack Bennett', 'movie': 'Edge of Darkness', 'id': '/m/08cwjsb', 'actor': 'Danny Huston'}",Jack Bennett,Edge of Darkness,/m/08cwjsb,Danny Huston
corrupt_corporate_executive,"{'char': 'Charles Travis', 'movie': 'Congo', 'id': '/m/02vclwl', 'actor': 'Bruce Campbell'}",Charles Travis,Congo,/m/02vclwl,Bruce Campbell
corrupt_corporate_executive,"{'char': 'Gary Winston', 'movie': 'Antitrust', 'id': '/m/02vbk_v', 'actor': 'Tim Robbins'}",Gary Winston,Antitrust,/m/02vbk_v,Tim Robbins
corrupt_corporate_executive,"{'char': 'Dietrich Banning', 'movie': 'The Tuxedo', 'id': '/m/0cgn58l', 'actor': 'Ritchie Coster'}",Dietrich Banning,The Tuxedo,/m/0cgn58l,Ritchie Coster
