persona,dictionary,character_name,title,freebase_map_ID,actor_name
corrupt_corporate_executive,"{'char': 'Ratchet', 'movie': 'Robots', 'id': '/m/0k2mmy', 'actor': 'Greg Kinnear'}",Ratchet,Robots,/m/0k2mmy,Greg Kinnear
coward,"{'char': 'Beni Gabor', 'movie': 'The Mummy', 'id': '/m/03jskk3', 'actor': ""Kevin J. O'Connor""}",Beni Gabor,The Mummy,/m/03jskk3,Kevin J. O'Connor
coward,"{'char': 'Lt. Roget / Singing man', 'movie': 'Paths of Glory', 'id': '/m/0cc_884', 'actor': 'Wayne Morris'}",Lt. Roget / Singing man,Paths of Glory,/m/0cc_884,Wayne Morris
coward,"{'char': 'Captain Jack Sparrow', 'movie': ""Pirates of the Caribbean: Dead Man's Chest"", 'id': '/m/0k1xxm', 'actor': 'Johnny Depp'}",Captain Jack Sparrow,Pirates of the Caribbean: Dead Man's Chest,/m/0k1xxm,Johnny Depp
coward,"{'char': 'Carter Burke', 'movie': 'Aliens', 'id': '/m/0jt8n6', 'actor': 'Paul Reiser'}",Carter Burke,Aliens,/m/0jt8n6,Paul Reiser
coward,"{'char': 'Ike Clanton', 'movie': 'Tombstone', 'id': '/m/0cg418l', 'actor': 'Stephen Lang'}",Ike Clanton,Tombstone,/m/0cg418l,Stephen Lang
coward,"{'char': 'Cpl. Timothy P. Upham', 'movie': 'Saving Private Ryan', 'id': '/m/040qvsz', 'actor': 'Jeremy Davies'}",Cpl. Timothy P. Upham,Saving Private Ryan,/m/040qvsz,Jeremy Davies
crazy_jealous_guy,"{'char': 'Jake LaMotta', 'movie': 'Raging Bull', 'id': '/m/0k28_g', 'actor': 'Robert De Niro'}",Jake LaMotta,Raging Bull,/m/0k28_g,Robert De Niro
crazy_jealous_guy,"{'char': 'Sir Alfred De Carter', 'movie': 'Unfaithfully Yours', 'id': '/m/02vct43', 'actor': 'Rex Harrison'}",Sir Alfred De Carter,Unfaithfully Yours,/m/02vct43,Rex Harrison
crazy_jealous_guy,"{'char': 'Heathcliff', 'movie': 'Wuthering Heights', 'id': '/m/0k86mc', 'actor': 'Laurence Olivier'}",Heathcliff,Wuthering Heights,/m/0k86mc,Laurence Olivier
crazy_jealous_guy,"{'char': 'Alisdair Stewart', 'movie': 'The Piano', 'id': '/m/0k63tb', 'actor': 'Sam Neill'}",Alisdair Stewart,The Piano,/m/0k63tb,Sam Neill
crazy_jealous_guy,"{'char': 'Dr. Stephen Fleming', 'movie': 'Damage', 'id': '/m/0jwy3x', 'actor': 'Jeremy Irons'}",Dr. Stephen Fleming,Damage,/m/0jwy3x,Jeremy Irons
crazy_jealous_guy,"{'char': 'Otto', 'movie': 'A Fish Called Wanda', 'id': '/m/0jsqxv', 'actor': 'Kevin Kline'}",Otto,A Fish Called Wanda,/m/0jsqxv,Kevin Kline
crazy_jealous_guy,"{'char': 'Frank N. Furter', 'movie': 'The Rocky Horror Picture Show', 'id': '/m/0k69_1', 'actor': 'Tim Curry'}",Frank N. Furter,The Rocky Horror Picture Show,/m/0k69_1,Tim Curry
crazy_jealous_guy,"{'char': 'David McCall', 'movie': 'Fear', 'id': '/m/0jy3_h', 'actor': 'Mark Wahlberg'}",David McCall,Fear,/m/0jy3_h,Mark Wahlberg
crazy_jealous_guy,"{'char': 'Bud White', 'movie': 'L.A. Confidential', 'id': '/m/0j_n0t', 'actor': 'Russell Crowe'}",Bud White,L.A. Confidential,/m/0j_n0t,Russell Crowe
crazy_jealous_guy,"{'char': 'Tony Montana', 'movie': 'Scarface', 'id': '/m/02_8_nx', 'actor': 'Al Pacino'}",Tony Montana,Scarface,/m/02_8_nx,Al Pacino
crazy_jealous_guy,"{'char': 'Martin Burney', 'movie': 'Sleeping with the Enemy', 'id': '/m/0k3ddh', 'actor': 'Patrick Bergin'}",Martin Burney,Sleeping with the Enemy,/m/0k3ddh,Patrick Bergin
crazy_jealous_guy,"{'char': ""Sam 'Ace' Rothstein"", 'movie': 'Casino', 'id': '/m/0jw4vx', 'actor': 'Robert De Niro'}",Sam 'Ace' Rothstein,Casino,/m/0jw4vx,Robert De Niro
crazy_jealous_guy,"{'char': 'Tommy DeVito', 'movie': 'Goodfellas', 'id': '/m/0jyytb', 'actor': 'Joe Pesci'}",Tommy DeVito,Goodfellas,/m/0jyytb,Joe Pesci
crazy_jealous_guy,"{'char': 'John Lotter', 'movie': ""Boys Don't Cry"", 'id': '/m/0jvqzw', 'actor': 'Peter Sarsgaard'}",John Lotter,Boys Don't Cry,/m/0jvqzw,Peter Sarsgaard
crazy_jealous_guy,"{'char': 'Jake McKenna', 'movie': 'U Turn', 'id': '/m/0k7gxk', 'actor': 'Nick Nolte'}",Jake McKenna,U Turn,/m/0k7gxk,Nick Nolte
crazy_jealous_guy,"{'char': 'Duke of Monroth', 'movie': 'Moulin Rouge!', 'id': '/m/0k0vyn', 'actor': 'Richard Roxburgh'}",Duke of Monroth,Moulin Rouge!,/m/0k0vyn,Richard Roxburgh
crazy_jealous_guy,"{'char': 'Bill', 'movie': 'Kill Bill Volume 1', 'id': '/m/0j_fvv', 'actor': 'David Carradine'}",Bill,Kill Bill Volume 1,/m/0j_fvv,David Carradine
crazy_jealous_guy,"{'char': 'Bobby Tennison', 'movie': 'No One Would Tell', 'id': '/m/0g9k2p6', 'actor': 'Fred Savage'}",Bobby Tennison,No One Would Tell,/m/0g9k2p6,Fred Savage
crazy_jealous_guy,"{'char': 'Johnny Farrell', 'movie': 'Gilda', 'id': '/m/0jysmq', 'actor': 'Glenn Ford'}",Johnny Farrell,Gilda,/m/0jysmq,Glenn Ford
crazy_jealous_guy,"{'char': 'Takeo', 'movie': 'The Grudge', 'id': '/m/0hgc9dq', 'actor': 'Takashi Matsuyama'}",Takeo,The Grudge,/m/0hgc9dq,Takashi Matsuyama
crazy_jealous_guy,"{'char': 'Guy', 'movie': 'Swimming with Sharks', 'id': '/m/021_h9h', 'actor': 'Frank Whaley'}",Guy,Swimming with Sharks,/m/021_h9h,Frank Whaley
crazy_jealous_guy,"{'char': 'Blue', 'movie': 'Sucker Punch', 'id': '/m/0850_tx', 'actor': 'Oscar Isaac'}",Blue,Sucker Punch,/m/0850_tx,Oscar Isaac
crazy_jealous_guy,"{'char': 'Tony Wendice', 'movie': 'Dial M for Murder', 'id': '/m/0jx7qr', 'actor': 'Ray Milland'}",Tony Wendice,Dial M for Murder,/m/0jx7qr,Ray Milland
crazy_jealous_guy,"{'char': 'Steven Taylor', 'movie': 'A Perfect Murder', 'id': '/m/0jsw40', 'actor': 'Michael Douglas'}",Steven Taylor,A Perfect Murder,/m/0jsw40,Michael Douglas
crazy_jealous_guy,"{'char': 'Geoffrey Clifton', 'movie': 'The English Patient', 'id': '/m/0k4_tz', 'actor': 'Colin Firth'}",Geoffrey Clifton,The English Patient,/m/0k4_tz,Colin Firth
crazy_survivalist,"{'char': 'Harlan Ogilvy', 'movie': 'War of the Worlds', 'id': '/m/0k7w6s', 'actor': 'Tim Robbins'}",Harlan Ogilvy,War of the Worlds,/m/0k7w6s,Tim Robbins
crazy_survivalist,"{'char': 'Eli', 'movie': 'The Book of Eli', 'id': '/m/05nv915', 'actor': 'Denzel Washington'}",Eli,The Book of Eli,/m/05nv915,Denzel Washington
crazy_survivalist,"{'char': 'Marvin Boggs', 'movie': 'Red', 'id': '/m/0b7n5zy', 'actor': 'John Malkovich'}",Marvin Boggs,Red,/m/0b7n5zy,John Malkovich
cultured_badass,"{'char': 'James Bond', 'movie': 'Casino Royale', 'id': '/m/02hw79s', 'actor': 'Daniel Craig'}",James Bond,Casino Royale,/m/02hw79s,Daniel Craig
cultured_badass,"{'char': 'Dorian Gray', 'movie': 'The League of Extraordinary Gentlemen', 'id': '/m/0dkcy1f', 'actor': 'Stuart Townsend'}",Dorian Gray,The League of Extraordinary Gentlemen,/m/0dkcy1f,Stuart Townsend
cultured_badass,"{'char': 'Everett Hitch', 'movie': 'Appaloosa', 'id': '/m/04601vx', 'actor': 'Viggo Mortensen'}",Everett Hitch,Appaloosa,/m/04601vx,Viggo Mortensen
cultured_badass,"{'char': 'Leopold', 'movie': 'Kate & Leopold', 'id': '/m/02tb9_v', 'actor': 'Hugh Jackman'}",Leopold,Kate & Leopold,/m/02tb9_v,Hugh Jackman
cultured_badass,"{'char': 'Hannibal Lecter', 'movie': 'The Silence of the Lambs', 'id': '/m/0k6g86', 'actor': 'Anthony Hopkins'}",Hannibal Lecter,The Silence of the Lambs,/m/0k6g86,Anthony Hopkins
cultured_badass,"{'char': 'Ghost Dog', 'movie': 'Ghost Dog: The Way of the Samurai', 'id': '/m/0jyr6h', 'actor': 'Forest Whitaker'}",Ghost Dog,Ghost Dog: The Way of the Samurai,/m/0jyr6h,Forest Whitaker
cultured_badass,"{'char': 'Dupont', 'movie': 'Equilibrium', 'id': '/m/0jxwqx', 'actor': 'Angus Macfadyen'}",Dupont,Equilibrium,/m/0jxwqx,Angus Macfadyen
cultured_badass,"{'char': 'Arthur Burns', 'movie': 'The Proposition', 'id': '/m/0k66rt', 'actor': 'Danny Huston'}",Arthur Burns,The Proposition,/m/0k66rt,Danny Huston
dean_bitterman,"{'char': 'Richard Vernon', 'movie': 'The Breakfast Club', 'id': '/m/0k4l6b', 'actor': 'Paul Gleason'}",Richard Vernon,The Breakfast Club,/m/0k4l6b,Paul Gleason
dean_bitterman,"{'char': 'Ed Rooney', 'movie': ""Ferris Bueller's Day Off"", 'id': '/m/0jy52w', 'actor': 'Jeffrey Jones'}",Ed Rooney,Ferris Bueller's Day Off,/m/0jy52w,Jeffrey Jones
dean_bitterman,"{'char': 'Mr. Nolan', 'movie': 'Dead Poets Society', 'id': '/m/0jx21w', 'actor': 'Norman Lloyd'}",Mr. Nolan,Dead Poets Society,/m/0jx21w,Norman Lloyd
dean_bitterman,"{'char': 'Dean Richmond', 'movie': 'The Nutty Professor', 'id': '/m/0k60j5', 'actor': 'Larry Miller'}",Dean Richmond,The Nutty Professor,/m/0k60j5,Larry Miller
dirty_cop,"{'char': 'Alonzo', 'movie': 'Training Day', 'id': '/m/0k79b3', 'actor': 'Denzel Washington'}",Alonzo,Training Day,/m/0k79b3,Denzel Washington
dirty_cop,"{'char': 'Dennis Peck', 'movie': 'Internal Affairs', 'id': '/m/0jzyzv', 'actor': 'Richard Gere'}",Dennis Peck,Internal Affairs,/m/0jzyzv,Richard Gere
dirty_cop,"{'char': 'Colin Sullivan', 'movie': 'The Departed', 'id': '/m/0k4xjq', 'actor': 'Matt Damon'}",Colin Sullivan,The Departed,/m/0k4xjq,Matt Damon
dirty_cop,"{'char': 'Police Captain Hank Quinlan', 'movie': 'Touch of Evil', 'id': '/m/0k78gf', 'actor': 'Orson Welles'}",Police Captain Hank Quinlan,Touch of Evil,/m/0k78gf,Orson Welles
dirty_cop,"{'char': 'Rooster', 'movie': 'Righteous Kill', 'id': '/m/02vcq3r', 'actor': 'Al Pacino'}",Rooster,Righteous Kill,/m/02vcq3r,Al Pacino
dirty_cop,"{'char': 'Abel Turner', 'movie': 'Lakeview Terrace', 'id': '/m/02tb650', 'actor': 'Samuel L. Jackson'}",Abel Turner,Lakeview Terrace,/m/02tb650,Samuel L. Jackson
dirty_cop,"{'char': 'The Lieutenant', 'movie': 'Bad Lieutenant', 'id': '/m/0jtz28', 'actor': 'Harvey Keitel'}",The Lieutenant,Bad Lieutenant,/m/0jtz28,Harvey Keitel
ditz,"{'char': 'Cher Horowitz', 'movie': 'Clueless', 'id': '/m/0jwjsy', 'actor': 'Alicia Silverstone'}",Cher Horowitz,Clueless,/m/0jwjsy,Alicia Silverstone
ditz,"{'char': 'Mr. Bean', 'movie': ""Mr. Bean's Holiday"", 'id': '/m/0jygqg', 'actor': 'Rowan Atkinson'}",Mr. Bean,Mr. Bean's Holiday,/m/0jygqg,Rowan Atkinson
ditz,"{'char': 'Arthur Bach', 'movie': 'Arthur', 'id': '/m/0ghdkxh', 'actor': 'Russell Brand'}",Arthur Bach,Arthur,/m/0ghdkxh,Russell Brand
ditz,"{'char': 'Nick', 'movie': '30 Minutes or Less', 'id': '/m/0gvd8dq', 'actor': 'Jesse Eisenberg'}",Nick,30 Minutes or Less,/m/0gvd8dq,Jesse Eisenberg
ditz,"{'char': 'Henry Roth', 'movie': '50 First Dates', 'id': '/m/0jsll5', 'actor': 'Adam Sandler'}",Henry Roth,50 First Dates,/m/0jsll5,Adam Sandler
ditz,"{'char': 'Michael Newman', 'movie': 'Click', 'id': '/m/0jwj2t', 'actor': 'Adam Sandler'}",Michael Newman,Click,/m/0jwj2t,Adam Sandler
ditz,"{'char': 'Chuck Levine', 'movie': 'I Now Pronounce You Chuck and Larry', 'id': '/m/02vbl__', 'actor': 'Adam Sandler'}",Chuck Levine,I Now Pronounce You Chuck and Larry,/m/02vbl__,Adam Sandler
doormat,"{'char': 'George McFly', 'movie': 'Back to the Future', 'id': '/m/0jty5w', 'actor': 'Crispin Glover'}",George McFly,Back to the Future,/m/0jty5w,Crispin Glover
doormat,"{'char': 'Harry Dunne', 'movie': 'Dumb & Dumber', 'id': '/m/0jxmxp', 'actor': 'Jeff Daniels'}",Harry Dunne,Dumb & Dumber,/m/0jxmxp,Jeff Daniels
doormat,"{'char': 'Belle', 'movie': 'Beauty and the Beast: The Enchanted Christmas', 'id': '/m/0fprkm7', 'actor': ""Paige O'Hara""}",Belle,Beauty and the Beast: The Enchanted Christmas,/m/0fprkm7,Paige O'Hara
doormat,"{'char': 'Stu Price', 'movie': 'The Hangover', 'id': '/m/05srhg_', 'actor': 'Ed Helms'}",Stu Price,The Hangover,/m/05srhg_,Ed Helms
drill_sargeant_nasty,"{'char': 'Gny. Sgt. Hartman', 'movie': 'Full Metal Jacket', 'id': '/m/0jykjt', 'actor': 'R. Lee Ermey'}",Gny. Sgt. Hartman,Full Metal Jacket,/m/0jykjt,R. Lee Ermey
drill_sargeant_nasty,"{'char': 'Master Chief John James Urgayle', 'movie': 'G.I. Jane', 'id': '/m/0jylf1', 'actor': 'Viggo Mortensen'}",Master Chief John James Urgayle,G.I. Jane,/m/0jylf1,Viggo Mortensen
drill_sargeant_nasty,"{'char': 'Sgt. Hulka', 'movie': 'Stripes', 'id': '/m/022108v', 'actor': 'Warren Oates'}",Sgt. Hulka,Stripes,/m/022108v,Warren Oates
drill_sargeant_nasty,"{'char': 'Sergeant Thomas Highway', 'movie': 'Heartbreak Ridge', 'id': '/m/0jz8d6', 'actor': 'Clint Eastwood'}",Sergeant Thomas Highway,Heartbreak Ridge,/m/0jz8d6,Clint Eastwood
drill_sargeant_nasty,"{'char': 'Staff Sergeant Robert Barnes', 'movie': 'Platoon', 'id': '/m/0k1yyt', 'actor': 'Tom Berenger'}",Staff Sergeant Robert Barnes,Platoon,/m/0k1yyt,Tom Berenger
drill_sargeant_nasty,"{'char': 'Maj. John Reisman', 'movie': 'The Dirty Dozen: The Next Mission', 'id': '/m/0b78ft6', 'actor': 'Lee Marvin'}",Maj. John Reisman,The Dirty Dozen: The Next Mission,/m/0b78ft6,Lee Marvin
dumb_blonde,"{'char': 'Kitty Packard', 'movie': 'Dinner at Eight', 'id': '/m/0jx9zj', 'actor': 'Jean Harlow'}",Kitty Packard,Dinner at Eight,/m/0jx9zj,Jean Harlow
dumb_blonde,"{'char': 'Cindy Campbell', 'movie': 'Scary Movie 4', 'id': '/m/0k2y_7', 'actor': 'Anna Faris'}",Cindy Campbell,Scary Movie 4,/m/0k2y_7,Anna Faris
dumb_blonde,"{'char': 'Cindy Campbell', 'movie': 'Scary Movie 3', 'id': '/m/0k2z05', 'actor': 'Anna Faris'}",Cindy Campbell,Scary Movie 3,/m/0k2z05,Anna Faris
dumb_blonde,"{'char': 'Brandi', 'movie': 'Observe and Report', 'id': '/m/059sp8v', 'actor': 'Anna Faris'}",Brandi,Observe and Report,/m/059sp8v,Anna Faris
dumb_blonde,"{'char': 'Pola Debevoise', 'movie': 'How to Marry a Millionaire', 'id': '/m/0jzmyb', 'actor': 'Marilyn Monroe'}",Pola Debevoise,How to Marry a Millionaire,/m/0jzmyb,Marilyn Monroe
dumb_blonde,"{'char': 'Romy White', 'movie': ""Romy and Michele's High School Reunion"", 'id': '/m/0k2p5c', 'actor': 'Mira Sorvino'}",Romy White,Romy and Michele's High School Reunion,/m/0k2p5c,Mira Sorvino
dumb_blonde,"{'char': 'Michele Weinberger', 'movie': ""Romy and Michele's High School Reunion"", 'id': '/m/0k2p5j', 'actor': 'Lisa Kudrow'}",Michele Weinberger,Romy and Michele's High School Reunion,/m/0k2p5j,Lisa Kudrow
dumb_blonde,"{'char': 'Suzanne Stone Maretto', 'movie': 'To Die For', 'id': '/m/0k75t3', 'actor': 'Nicole Kidman'}",Suzanne Stone Maretto,To Die For,/m/0k75t3,Nicole Kidman
dumb_blonde,"{'char': 'Rocky Horror - A Creation', 'movie': 'The Rocky Horror Picture Show', 'id': '/m/02tb6wq', 'actor': 'Peter Hinwood'}",Rocky Horror - A Creation,The Rocky Horror Picture Show,/m/02tb6wq,Peter Hinwood
dumb_blonde,"{'char': 'Mia', 'movie': 'Stan Helsing', 'id': '/m/0gc3g1p', 'actor': 'Desi Lydic'}",Mia,Stan Helsing,/m/0gc3g1p,Desi Lydic
dumb_blonde,"{'char': 'Lina Lamont', 'movie': ""Singin' in the Rain"", 'id': '/m/0k3b2r', 'actor': 'Jean Hagen'}",Lina Lamont,Singin' in the Rain,/m/0k3b2r,Jean Hagen
dumb_muscle,"{'char': 'Lennie Pike', 'movie': ""It's a Mad, Mad, Mad, Mad World"", 'id': '/m/01z0cck', 'actor': 'Jonathan Winters'}",Lennie Pike,"It's a Mad, Mad, Mad, Mad World",/m/01z0cck,Jonathan Winters
dumb_muscle,"{'char': 'Mongo', 'movie': 'Blazing Saddles', 'id': '/m/04w0vjn', 'actor': 'Alex Karras'}",Mongo,Blazing Saddles,/m/04w0vjn,Alex Karras
dumb_muscle,"{'char': 'Fezzik', 'movie': 'The Princess Bride', 'id': '/m/0k65zh', 'actor': 'André the Giant'}",Fezzik,The Princess Bride,/m/0k65zh,André the Giant
dumb_muscle,"{'char': 'Karl Childers', 'movie': 'Sling Blade', 'id': '/m/0k3dtt', 'actor': 'Billy Bob Thornton'}",Karl Childers,Sling Blade,/m/0k3dtt,Billy Bob Thornton
eccentric_mentor,"{'char': 'Aughra', 'movie': 'The Dark Crystal', 'id': '/m/02vbpft', 'actor': 'Billie Whitelaw'}",Aughra,The Dark Crystal,/m/02vbpft,Billie Whitelaw
eccentric_mentor,"{'char': 'Mr. Kesuke Miyagi', 'movie': 'The Karate Kid', 'id': '/m/0k5jxz', 'actor': 'Pat Morita'}",Mr. Kesuke Miyagi,The Karate Kid,/m/0k5jxz,Pat Morita
eccentric_mentor,"{'char': 'Yoda', 'movie': 'Star Wars Episode V: The Empire Strikes Back', 'id': '/m/02sg6hm', 'actor': 'Frank Oz'}",Yoda,Star Wars Episode V: The Empire Strikes Back,/m/02sg6hm,Frank Oz
eccentric_mentor,"{'char': 'Gandalf', 'movie': 'The Lord of the Rings: The Fellowship of the Ring', 'id': '/m/0k5s9d', 'actor': 'Ian McKellen'}",Gandalf,The Lord of the Rings: The Fellowship of the Ring,/m/0k5s9d,Ian McKellen
eccentric_mentor,"{'char': 'Fin Raziel', 'movie': 'Willow', 'id': '/m/0k837x', 'actor': 'Patricia Hayes'}",Fin Raziel,Willow,/m/0k837x,Patricia Hayes
egomaniac_hunter,"{'char': 'Clayton', 'movie': 'Tarzan', 'id': '/m/0k42s4', 'actor': 'Brian Blessed'}",Clayton,Tarzan,/m/0k42s4,Brian Blessed
egomaniac_hunter,"{'char': 'Gaston', 'movie': 'Beauty and the Beast', 'id': '/m/0jv4jc', 'actor': 'Richard White'}",Gaston,Beauty and the Beast,/m/0jv4jc,Richard White
egomaniac_hunter,"{'char': 'Charles Muntz', 'movie': 'Up', 'id': '/m/045_c9z', 'actor': 'Christopher Plummer'}",Charles Muntz,Up,/m/045_c9z,Christopher Plummer
egomaniac_hunter,"{'char': 'John Wilson', 'movie': 'White Hunter, Black Heart', 'id': '/m/0k818w', 'actor': 'Clint Eastwood'}",John Wilson,"White Hunter, Black Heart",/m/0k818w,Clint Eastwood
egomaniac_hunter,"{'char': 'Victor Quartermaine', 'movie': 'Wallace & Gromit: The Curse of the Were-Rabbit', 'id': '/m/0k7vr9', 'actor': 'Ralph Fiennes'}",Victor Quartermaine,Wallace & Gromit: The Curse of the Were-Rabbit,/m/0k7vr9,Ralph Fiennes
egomaniac_hunter,"{'char': 'The Predator', 'movie': 'Predator 2', 'id': '/m/03lpp78', 'actor': 'Kevin Peter Hall'}",The Predator,Predator 2,/m/03lpp78,Kevin Peter Hall
egomaniac_hunter,"{'char': 'The Predator', 'movie': 'Predator', 'id': '/m/0h34xg2', 'actor': 'Peter Cullen'}",The Predator,Predator,/m/0h34xg2,Peter Cullen
evil_prince,"{'char': 'Prince Yu', 'movie': 'Curse of the Golden Flower', 'id': '/m/0gbxx9x', 'actor': 'Junjie Qin'}",Prince Yu,Curse of the Golden Flower,/m/0gbxx9x,Junjie Qin
evil_prince,"{'char': 'Crown Prince Leopold', 'movie': 'The Illusionist', 'id': '/m/0k5f_q', 'actor': 'Rufus Sewell'}",Crown Prince Leopold,The Illusionist,/m/0k5f_q,Rufus Sewell
evil_prince,"{'char': 'Commodus', 'movie': 'Gladiator', 'id': '/m/0jytd4', 'actor': 'Joaquin Phoenix'}",Commodus,Gladiator,/m/0jytd4,Joaquin Phoenix
evil_prince,"{'char': 'Lord Nelson Rathbone', 'movie': 'Shanghai Knights', 'id': '/m/02vd4f4', 'actor': 'Aidan Gillen'}",Lord Nelson Rathbone,Shanghai Knights,/m/02vd4f4,Aidan Gillen
evil_prince,"{'char': 'Prince Nuada', 'movie': 'Hellboy 2: The Golden Army', 'id': '/m/04m9lhl', 'actor': 'Luke Goss'}",Prince Nuada,Hellboy 2: The Golden Army,/m/04m9lhl,Luke Goss
evil_prince,"{'char': 'Nizam', 'movie': 'Prince of Persia: The Sands of Time', 'id': '/m/04m5488', 'actor': 'Ben Kingsley'}",Nizam,Prince of Persia: The Sands of Time,/m/04m5488,Ben Kingsley
evil_prince,"{'char': 'Prince Otwani', 'movie': 'Sheena', 'id': '/m/0k36bq', 'actor': 'Trevor Thomas'}",Prince Otwani,Sheena,/m/0k36bq,Trevor Thomas
evil_prince,"{'char': 'Prince Humperdinck', 'movie': 'The Princess Bride', 'id': '/m/0k65z0', 'actor': 'Chris Sarandon'}",Prince Humperdinck,The Princess Bride,/m/0k65z0,Chris Sarandon
fastest_gun_in_the_west,"{'char': 'Jim', 'movie': 'Blazing Saddles', 'id': '/m/0jvhqr', 'actor': 'Gene Wilder'}",Jim,Blazing Saddles,/m/0jvhqr,Gene Wilder
fastest_gun_in_the_west,"{'char': 'Bret Maverick', 'movie': 'Maverick', 'id': '/m/0k0hyr', 'actor': 'Mel Gibson'}",Bret Maverick,Maverick,/m/0k0hyr,Mel Gibson
fastest_gun_in_the_west,"{'char': 'Ned Nederlander', 'movie': '¡Three Amigos!', 'id': '/m/0jshd9', 'actor': 'Martin Short'}",Ned Nederlander,¡Three Amigos!,/m/0jshd9,Martin Short
fastest_gun_in_the_west,"{'char': 'Harmonica', 'movie': 'Once Upon a Time in the West', 'id': '/m/0k1j46', 'actor': 'Charles Bronson'}",Harmonica,Once Upon a Time in the West,/m/0k1j46,Charles Bronson
fastest_gun_in_the_west,"{'char': 'Sheriff Woody', 'movie': 'Toy Story', 'id': '/m/0k78tv', 'actor': 'Tom Hanks'}",Sheriff Woody,Toy Story,/m/0k78tv,Tom Hanks
fastest_gun_in_the_west,"{'char': 'Ben Wade', 'movie': '3:10 to Yuma', 'id': '/m/03hqy08', 'actor': 'Russell Crowe'}",Ben Wade,3:10 to Yuma,/m/03hqy08,Russell Crowe
fastest_gun_in_the_west,"{'char': 'RoboCop', 'movie': 'RoboCop', 'id': '/m/0h5q82q', 'actor': 'Peter Weller'}",RoboCop,RoboCop,/m/0h5q82q,Peter Weller
father_to_his_men,"{'char': 'Capt. Mikhail Polenin', 'movie': 'K-19: The Widowmaker', 'id': '/m/0j_9gv', 'actor': 'Liam Neeson'}",Capt. Mikhail Polenin,K-19: The Widowmaker,/m/0j_9gv,Liam Neeson
father_to_his_men,"{'char': 'Capt. Nathan Cutting Brittles', 'movie': 'She Wore a Yellow Ribbon', 'id': '/m/0k35w2', 'actor': 'John Wayne'}",Capt. Nathan Cutting Brittles,She Wore a Yellow Ribbon,/m/0k35w2,John Wayne
father_to_his_men,"{'char': 'Maximus Decimus Meridius', 'movie': 'Gladiator', 'id': '/m/0jytc_', 'actor': 'Russell Crowe'}",Maximus Decimus Meridius,Gladiator,/m/0jytc_,Russell Crowe
father_to_his_men,"{'char': 'Jack Aubrey', 'movie': 'Master and Commander: The Far Side of the World', 'id': '/m/0k0h66', 'actor': 'Russell Crowe'}",Jack Aubrey,Master and Commander: The Far Side of the World,/m/0k0h66,Russell Crowe
father_to_his_men,"{'char': 'Captain Benjamin L. Willard', 'movie': 'Apocalypse Now', 'id': '/m/0jtp2f', 'actor': 'Martin Sheen'}",Captain Benjamin L. Willard,Apocalypse Now,/m/0jtp2f,Martin Sheen
father_to_his_men,"{'char': ""Captain of the 'Weser'"", 'movie': 'Das Boot', 'id': '/m/0j47kxy', 'actor': 'Günter Lamprecht'}",Captain of the 'Weser',Das Boot,/m/0j47kxy,Günter Lamprecht
father_to_his_men,"{'char': 'Captain Nemo', 'movie': 'The League of Extraordinary Gentlemen', 'id': '/m/0k5nrw', 'actor': 'Naseeruddin Shah'}",Captain Nemo,The League of Extraordinary Gentlemen,/m/0k5nrw,Naseeruddin Shah
father_to_his_men,"{'char': ""Capt. James 'Bugger' Staros"", 'movie': 'The Thin Red Line', 'id': '/m/0k6nwg', 'actor': 'Elias Koteas'}",Capt. James 'Bugger' Staros,The Thin Red Line,/m/0k6nwg,Elias Koteas
father_to_his_men,"{'char': 'Gen. Robert E. Lee', 'movie': 'Gettysburg', 'id': '/m/0jyqwm', 'actor': 'Martin Sheen'}",Gen. Robert E. Lee,Gettysburg,/m/0jyqwm,Martin Sheen
father_to_his_men,"{'char': 'General Kuribayashi', 'movie': 'Letters from Iwo Jima', 'id': '/m/03jtctp', 'actor': 'Ken Watanabe'}",General Kuribayashi,Letters from Iwo Jima,/m/03jtctp,Ken Watanabe
father_to_his_men,"{'char': 'Lt. Commander Ron Hunter', 'movie': 'Crimson Tide', 'id': '/m/0jwsnp', 'actor': 'Denzel Washington'}",Lt. Commander Ron Hunter,Crimson Tide,/m/0jwsnp,Denzel Washington
father_to_his_men,"{'char': 'Christopher Pike', 'movie': 'Star Trek', 'id': '/m/03ld2yg', 'actor': 'Bruce Greenwood'}",Christopher Pike,Star Trek,/m/03ld2yg,Bruce Greenwood
father_to_his_men,"{'char': 'Zordon', 'movie': ""Mighty Morphin' Power Rangers: The Movie"", 'id': '/m/0k0nmw', 'actor': 'Nicholas Bell'}",Zordon,Mighty Morphin' Power Rangers: The Movie,/m/0k0nmw,Nicholas Bell
father_to_his_men,"{'char': 'Wolfstan', 'movie': 'Black Death', 'id': '/m/0cg03cg', 'actor': 'John Lynch'}",Wolfstan,Black Death,/m/0cg03cg,John Lynch
father_to_his_men,"{'char': 'Major Henry West', 'movie': '28 Days Later', 'id': '/m/0jskmk', 'actor': 'Christopher Eccleston'}",Major Henry West,28 Days Later,/m/0jskmk,Christopher Eccleston
final_girl,"{'char': 'Nancy Thompson', 'movie': 'A Nightmare on Elm Street', 'id': '/m/0jsvgr', 'actor': 'Heather Langenkamp'}",Nancy Thompson,A Nightmare on Elm Street,/m/0jsvgr,Heather Langenkamp
