title,box_office,genres_IMDB,release_year,averageRating,numVotes,GPE_entities,GPE_US_frequencies,Percentage_american_culture
Mean Streets,3000000.0,"Crime,Drama,Thriller",1973.0,7.2,121934.0,['New York'],Counter({'New York': 1}),1.0
Superman,,"Action,Adventure,Animation",1941.0,7.2,3622.0,"['Krypton', 'Krypton', 'Krypton', 'Krypton', 'Krypton']",Counter({'Krypton': 5}),1.0
Brewster McCloud,,"Comedy,Crime,Fantasy",1970.0,6.8,5884.0,"['Houston', 'San Francisco']","Counter({'Houston': 1, 'San Francisco': 1})",1.0
AmerAsian,,,2009.0,,,[],Counter(),0.0
Mabel's Married Life,,"Comedy,Short",1914.0,5.6,1431.0,[],Counter(),0.0
The Rum Diary,23947544.0,,2011.0,,,"['San Juan', 'Puerto Rico', 'San Juan', 'US', 'St. Thomas', 'New York']","Counter({'San Juan': 2, 'New York': 1})",0.5
Bats: Human Harvest,,,2007.0,,,"['Belzan', 'Chechnya']",Counter(),0.0
Young Catherine,,,,,,"['Russia', 'the Russian Empire']",Counter({'Russia': 1}),0.5
Transit,,,2012.0,,,['Louisiana'],Counter({'Louisiana': 1}),1.0
Bosko the Doughboy,,,1931.0,,,[],Counter(),0.0
Gulag,,,1985.0,,,"['Moscow', 'the Soviet Union', 'the United States', 'Norway']","Counter({'Moscow': 1, 'Norway': 1})",0.5
The Killer That Stalked New York,,"Drama,Film-Noir,Thriller",1950.0,6.4,1925.0,"[""New York City's"", 'Cuba', 'New York', 'New York']","Counter({'New York': 2, 'Cuba': 1})",0.75
River's Edge,,"Crime,Drama",1986.0,6.9,21379.0,[],Counter(),0.0
Entre nos,,,2009.0,,,"['New York', 'Miami', 'Queens']","Counter({'New York': 1, 'Miami': 1, 'Queens': 1})",1.0
The Gate of Heavenly Peace,,,1995.0,,,"['China', 'China', 'China', 'China']",Counter({'China': 4}),1.0
Little Manhattan,1117920.0,"Comedy,Family,Romance",2005.0,7.4,25006.0,[],Counter(),0.0
Gentleman Jim,,,1943.0,,,['San Francisco'],Counter({'San Francisco': 1}),1.0
Mischief,8700000.0,"Comedy,Romance",1985.0,6.5,7201.0,"['Nelsonville', 'Ohio', 'Baltimore', 'Carroll', 'Lithopolis', 'Ohio']","Counter({'Ohio': 2, 'Nelsonville': 1, 'Baltimore': 1, 'Carroll': 1, 'Lithopolis': 1})",1.0
The Mouse from H.U.N.G.E.R.,,,1967.0,,,[],Counter(),0.0
Boston Blackie and the Law,,"Comedy,Crime,Mystery",1946.0,6.3,363.0,[],Counter(),0.0
Returned: Child Soldiers of Nepal's Maoist Army,,,2008.0,,,"['Nepal', 'Nepal', 'Nepal', 'Nepal']",Counter(),0.0
Wreck-It Ralph,,,2012.0,,,[],Counter(),0.0
The Don Is Dead,,,1973.0,,,[],Counter(),0.0
Dracula,,,1931.0,,,"['Transylvania', 'England']","Counter({'Transylvania': 1, 'England': 1})",1.0
The Dead Talk Back,,,1993.0,,,[],Counter(),0.0
Texas Chainsaw Massacre: The Next Generation,185898.0,,1994.0,,,[],Counter(),0.0
Bunker Hill,,,,,,"['Bunker Hill', 'Kansas']","Counter({'Bunker Hill': 1, 'Kansas': 1})",1.0
No Parking Hare,,,1954.0,,,[],Counter(),0.0
The Unborn,,"Drama,Horror,Sci-Fi",1991.0,4.8,1676.0,[],Counter(),0.0
Beyond the Ring,,,2007.0,,,[],Counter(),0.0
Tattoo,,,1981.0,,,[],Counter(),0.0
Moon Pilot,,"Comedy,Family,Sci-Fi",1962.0,5.4,545.0,['Beta Lyrae'],Counter(),0.0
This Could Be the Night,,Comedy,1957.0,6.7,928.0,[],Counter(),0.0
Sordid Lives,1010000.0,,2008.0,,,['Texas'],Counter({'Texas': 1}),1.0
Alien vs. Hunter,,,2008.0,,,[],Counter(),0.0
The Cooler,10464788.0,,2003.0,,,['Vegas'],Counter(),0.0
Motherhood,726354.0,,2009.0,,,"[""New York's""]",Counter(),0.0
Molly and Me,,,1945.0,,,[],Counter(),0.0
The End of Innocence,,,1990.0,,,[],Counter(),0.0
Ticking Clock,,,2011.0,,,[],Counter(),0.0
Gung Ho!,2176489.0,,1943.0,,,"['the United States', 'Piraeus', 'Manila', 'Hawaii', 'Hawaii']","Counter({'Hawaii': 2, 'Manila': 1})",0.6
High Plains Drifter,8000000.0,"Drama,Mystery,Western",1973.0,7.4,66081.0,"['Lago', 'Lago', 'LAGO', 'Lago', 'Lago']",Counter(),0.0
Scent of Mystery,,"Adventure,Crime,Mystery",1960.0,5.5,434.0,"['Spain', 'New York City']",Counter(),0.0
One on One,,"Drama,Sport",1977.0,6.5,2056.0,[],Counter(),0.0
Where the Day Takes You,,,1992.0,,,"['Chicago', 'Chicago', 'Dallas', 'Los Angeles']","Counter({'Chicago': 2, 'Dallas': 1, 'Los Angeles': 1})",1.0
The New Janitor,,"Comedy,Short",1914.0,6.1,1220.0,[],Counter(),0.0
Ping Pong Playa,,,2008.0,,,[],Counter(),0.0
Mr. Jones,8345845.0,"Drama,Romance",1993.0,5.8,7744.0,[],Counter(),0.0
The Heart of the Game,,,2006.0,,,['Darnellia'],Counter(),0.0
Ball of Fire,,,1941.0,,,['New York City'],Counter(),0.0
Phantasm III: Lord of the Dead,,,1994.0,,,"['Holtsville', 'Holtsville', 'Boulton', 'Boulton']",Counter({'Holtsville': 2}),0.5
Tarzan's New York Adventure,,"Action,Adventure",1942.0,6.5,3660.0,"['the United States', 'New York City', 'New York City', 'Africa']",Counter(),0.0
The Ace of Scotland Yard,,,1929.0,,,[],Counter(),0.0
"Hold Me, Thrill Me, Kiss Me",,,1992.0,,,"['El Monte', 'California']","Counter({'El Monte': 1, 'California': 1})",1.0
Voyage to the Bottom of the Sea,,,1961.0,,,"['Vienna', 'Rio', 'London', 'London', 'States']","Counter({'London': 2, 'Vienna': 1, 'Rio': 1})",0.8
The Elder Son,,"Comedy,Drama",2006.0,5.5,517.0,"['US', 'Texas']",Counter({'Texas': 1}),0.5
Outside Ozona,,"Comedy,Drama,Romance",1998.0,6.0,992.0,['Ozona'],Counter({'Ozona': 1}),1.0
"Initiation: Silent Night, Deadly Night 4",,,1990.0,,,[],Counter(),0.0
Take Me to Town,1000000.0,"Adventure,Comedy,Romance",1953.0,6.3,398.0,[],Counter(),0.0
China Doll,,,1958.0,,,"['China', 'China', 'the United States']",Counter({'China': 2}),0.6666666666666666
The Ministers,,"Crime,Drama",2009.0,4.4,1486.0,['New York City'],Counter(),0.0
The Secret of the Sword,6500000.0,"Action,Adventure,Animation",1985.0,7.2,3367.0,"['Etheria', 'Etheria', 'Eternia']",Counter(),0.0
3:10 to Yuma,70016220.0,"Action,Crime,Drama",2007.0,7.6,337431.0,"['Bisbee', 'Bisbee', 'Arizona', 'Bisbee', 'Contention', 'Contention', 'Yuma', 'Contention', 'Yuma', 'Yuma']","Counter({'Bisbee': 3, 'Yuma': 3, 'Arizona': 1})",0.7
Stagecoach,1103757.0,,1939.0,,,"['Tonto', 'Arizona Territory', 'Lordsburg', 'New Mexico Territory', 'Lordsburg', 'Dry Fork', 'Dallas', 'Virginia', 'Dry Fork', 'Dallas', 'U.S.', 'Lordsburg']","Counter({'Lordsburg': 3, 'Dry Fork': 2, 'Dallas': 2, 'Virginia': 1})",0.6666666666666666
Magnum Force,44680473.0,,1973.0,,,[],Counter(),0.0
Firewall,82751189.0,"Action,Crime,Thriller",2006.0,5.8,60102.0,['Seattle'],Counter({'Seattle': 1}),1.0
"The Phantom from 10,000 Leagues",,,1955.0,,,[],Counter(),0.0
Heaven or Vegas,,,1999.0,,,"['Utah', 'Las Vegas', 'Montana', 'Utah', 'America']","Counter({'Utah': 2, 'Las Vegas': 1, 'Montana': 1})",0.8
Paper Chasers,,,2004.0,,,"['the United States', 'London']",Counter({'London': 1}),0.5
Song of the Thin Man,,"Comedy,Crime,Musical",1947.0,6.9,5847.0,['Poughkeepsie'],Counter({'Poughkeepsie': 1}),1.0
Tortilla Flat,,"Comedy,Drama,Romance",1942.0,6.2,2083.0,[],Counter(),0.0
The Dilemma,,,2011.0,,,"['Detroit', 'Geneva', 'Vegas', 'Vegas', 'Vegas']","Counter({'Detroit': 1, 'Geneva': 1})",0.4
A Change of Seasons,,"Comedy,Drama",1980.0,5.2,1156.0,['Vermont'],Counter({'Vermont': 1}),1.0
Volcano,122823468.0,,1997.0,,,['Los Angeles'],Counter({'Los Angeles': 1}),1.0
Termites of 1938,,,1938.0,,,[],Counter(),0.0
The Babysitters,,Drama,2007.0,5.6,13154.0,[],Counter(),0.0
Devon's Ghost: Legend of the Bloody Boy,,,2005.0,,,[],Counter(),0.0
Are Parents People?,,Comedy,1925.0,6.6,81.0,[],Counter(),0.0
Caldera,,"Animation,Drama,Fantasy",2012.0,6.6,313.0,[],Counter(),0.0
Mickey One,,"Crime,Drama",1965.0,6.3,1921.0,"['Detroit', 'Chicago']","Counter({'Detroit': 1, 'Chicago': 1})",1.0
Ordinary People,54766923.0,Drama,1980.0,7.7,58221.0,['Houston'],Counter({'Houston': 1}),1.0
The Odd Couple II,,"Adventure,Comedy",1998.0,6.4,10868.0,"['Sarasota', 'Florida', 'California', 'New York', 'Los Angeles', 'San Malina', 'San Malina', 'Florida']","Counter({'Florida': 2, 'Sarasota': 1, 'California': 1, 'New York': 1, 'Los Angeles': 1})",0.75
Casper Meets Wendy,30000900.0,,1998.0,,,[],Counter(),0.0
Captain America: The First Avenger,368608363.0,"Action,Adventure,Sci-Fi",2011.0,6.9,913870.0,"['Tønsberg', 'Norway', 'New York City', 'America', 'U.S.', 'Italy']","Counter({'Norway': 1, 'Italy': 1})",0.3333333333333333
Tail Sting,,,2001.0,,,"['Australia', 'New South Wales', 'Melbourne', 'Los Angeles', 'US']","Counter({'Melbourne': 1, 'Los Angeles': 1})",0.4
From the Earth to the Moon,,"Adventure,Fantasy,Sci-Fi",1958.0,5.1,1851.0,[],Counter(),0.0
Housewife,,"Drama,Romance",1934.0,6.1,1150.0,[],Counter(),0.0
Montana Moon,,Western,1930.0,4.9,627.0,"['Montana', 'Texas', 'New York']","Counter({'Montana': 1, 'Texas': 1, 'New York': 1})",1.0
Tricky Dicks,,,1953.0,,,[],Counter(),0.0
Quasi at the Quackadero,,,1976.0,,,"['Berkeley', 'California']","Counter({'Berkeley': 1, 'California': 1})",1.0
Tyrannosaurus Azteca,,,2007.0,,,"['Mexico', 'Spain']",Counter({'Mexico': 1}),0.5
The Affair of the Necklace,471210.0,,2001.0,,,"['France', 'France', 'London']",Counter({'London': 1}),0.3333333333333333
The Lodger,,"Crime,Horror,Mystery",2009.0,5.7,5424.0,[],Counter(),0.0
Wild Orchid,11060485.0,,1990.0,,,"['New York City', 'Rio de Janeiro', 'Rio', 'Rio', 'Argentina', 'Buenos Aires', 'Rio', 'Philadelphia']","Counter({'Rio': 3, 'Philadelphia': 1})",0.5
Island in the Sun,5000000.0,"Drama,Romance",1957.0,6.1,1452.0,[],Counter(),0.0
Shredderman Rules,,,2007.0,,,['Britain'],Counter(),0.0
Matri-Phony,,,1942.0,,,[],Counter(),0.0
A Map of the World,,,2000.0,,,['Wisconsin'],Counter({'Wisconsin': 1}),1.0
Gaslight,4613000.0,"Crime,Drama,Mystery",1944.0,7.8,35018.0,"['Italy', 'London', 'London', 'Italy', 'London']","Counter({'London': 3, 'Italy': 2})",1.0
Cruel Intentions 3,,,2004.0,,,['Santa Barbara'],Counter({'Santa Barbara': 1}),1.0
The Prince of Tides,110000000.0,"Drama,Romance",1991.0,6.8,20243.0,"['South Carolina', 'New York', 'New York', 'Savannah', 'Savannah', 'Savannah', 'Tanglewood']","Counter({'Savannah': 3, 'New York': 2, 'South Carolina': 1})",0.8571428571428571
30 Days of Night,102254137.0,"Action,Horror,Thriller",2007.0,6.6,192777.0,"['Barrow', 'Alaska', 'Barrow', 'Barrow']","Counter({'Barrow': 3, 'Alaska': 1})",1.0
Descent,,,2007.0,,,[],Counter(),0.0
Garfield in Paradise,,,1986.0,,,['Hawaii'],Counter({'Hawaii': 1}),1.0
A Busy Day,,"Comedy,Short",1914.0,4.7,1297.0,[],Counter(),0.0
Crisis: Behind a Presidential Commitment,,"Documentary,History,News",1963.0,7.8,870.0,['Alabama'],Counter({'Alabama': 1}),1.0
Secondhand Lions,47902566.0,"Comedy,Drama,Family",2003.0,7.5,63143.0,"['Texas', 'France', 'Germany', 'Texas', 'Las Vegas']","Counter({'Texas': 2, 'Las Vegas': 1})",0.6
Across the Line: The Exodus of Charlie Wright,,,2010.0,,,"['Tijuana', 'Mexico', 'Tijuana', 'U.S.']",Counter({'Mexico': 1}),0.25
Guest Wife,,"Comedy,Romance",1945.0,6.4,522.0,[],Counter(),0.0
Maisie Was a Lady,,"Comedy,Drama",1941.0,6.7,703.0,[],Counter(),0.0
The Man from Laramie,3300000.0,,1955.0,,,"['Coronado', 'Laramie', 'Coronado', 'Laramie']","Counter({'Coronado': 2, 'Laramie': 2})",1.0
Once in a Lifetime,,,1994.0,,,"['New York City', 'New York', 'New Hampshire', 'Hollywood', 'Los Angeles']","Counter({'New York': 1, 'New Hampshire': 1, 'Hollywood': 1, 'Los Angeles': 1})",0.8
Detective Story,2800000.0,"Crime,Drama,Film-Noir",1951.0,7.5,9701.0,"['New York City', 'New Jersey']",Counter({'New Jersey': 1}),0.5
Monster Mash,,,2000.0,,,[],Counter(),0.0
Everything Will Be OK,,,2006.0,,,[],Counter(),0.0
Cannonball Run II,28078073.0,"Action,Comedy",1984.0,5.1,17777.0,['America'],Counter(),0.0
"Traci, I Love You",,,1987.0,,,[],Counter(),0.0
Unrivaled,,,2010.0,,,[],Counter(),0.0
Shootfighter: Fight to the Death,,,1993.0,,,[],Counter(),0.0
Rango,,Adventure,1931.0,6.0,41.0,"['India', 'Sumatra']",Counter({'Sumatra': 1}),0.5
Shuttle,,,2009.0,,,"['Los Angeles', 'Mexico']","Counter({'Los Angeles': 1, 'Mexico': 1})",1.0
When Michael Calls,,,1972.0,,,[],Counter(),0.0
Casual Sex?,12277096.0,,1988.0,,,"['New Jersey', 'LA', 'LA', 'LA', 'New Jersey']","Counter({'LA': 3, 'New Jersey': 2})",1.0
Naughty or Nice,,,2006.0,,,['Chicago'],Counter({'Chicago': 1}),1.0
Dirty Rotten Scoundrels,42039085.0,,1988.0,,,"['Beaumont-sur-Mer', 'Beaumont-sur-Mer', 'Beaumont-sur-Mer', 'Beaumont', 'Liechtenstein', 'America', 'New York']","Counter({'Beaumont': 1, 'New York': 1})",0.2857142857142857
Going My Way,,"Comedy,Drama,Music",1944.0,7.0,13745.0,"['New York City', 'Ireland', 'Ireland']",Counter({'Ireland': 2}),0.6666666666666666
Vampires Suck,80547866.0,"Comedy,Horror",2010.0,3.4,52426.0,"['Sporks', 'Rio de Janeiro']",Counter(),0.0
"Zorro, The Gay Blade",,,1981.0,,,"['Madrid', 'Spain', 'Barcelona', 'California', 'Los Angeles', 'California', 'San Fernando', 'San Jose', 'San Diego', 'San Bernardino', 'Bakersfield', 'Boston', 'Santa Barbara']","Counter({'California': 2, 'Madrid': 1, 'Los Angeles': 1, 'San Fernando': 1, 'San Jose': 1, 'San Diego': 1, 'San Bernardino': 1, 'Bakersfield': 1, 'Boston': 1, 'Santa Barbara': 1})",0.8461538461538461
Hercules and Xena - The Animated Movie: The Battle for Mount Olympus,,,1998.0,,,"['Thebes', 'Thebes', 'Corinth']","Counter({'Thebes': 2, 'Corinth': 1})",1.0
Son of Lassie,,"Adventure,Drama,Family",1945.0,6.4,957.0,"['Yorkshire', 'England', 'Norway']","Counter({'Yorkshire': 1, 'England': 1, 'Norway': 1})",1.0
Pearl Harbor,449220945.0,,2001.0,,,"['Tennessee', 'England', 'France', 'U.S.', 'Japan', 'Tokyo', 'Hawaii', 'Tennessee']","Counter({'Tennessee': 2, 'England': 1, 'Hawaii': 1})",0.5
The Little Foxes,,,1941.0,,,[],Counter(),0.0
The Man From M.A.R.S.,,,1922.0,,,[],Counter(),0.0
Modern Times,8663577.0,,1936.0,,,[],Counter(),0.0
Limbo,,Drama,1972.0,6.0,74.0,"['Florida', 'Vietnam', 'Vietnam', 'Paris', 'Vietnam', 'Washington', 'D.C.']","Counter({'Florida': 1, 'Paris': 1, 'Washington': 1})",0.42857142857142855
Aftershock: Beyond the Civil War,,,2007.0,,,"['Tennessee', 'Memphis', 'New Orleans', 'Robeson County', 'North Carolina', 'Arkansas']","Counter({'Tennessee': 1, 'Memphis': 1, 'New Orleans': 1, 'North Carolina': 1, 'Arkansas': 1})",0.8333333333333334
Dickie Roberts: Former Child Star,23794648.0,Comedy,2003.0,5.6,15836.0,[],Counter(),0.0
Elysium,,,2013.0,,,[],Counter(),0.0
Backstreet Dreams,,"Crime,Drama,Romance",1990.0,4.8,306.0,[],Counter(),0.0
The Cocoanuts,,,1929.0,,,['Florida'],Counter({'Florida': 1}),1.0
All Night,,,1918.0,,,[],Counter(),0.0
Across the Universe,29367143.0,"Drama,Fantasy,History",2007.0,7.3,115200.0,"['Liverpool', 'New Jersey', 'Dayton', 'Ohio', 'Detroit', 'New York City', 'New York', 'Vietnam', 'New York', 'New York', 'Vietnam', 'the United States', 'England', 'Liverpool', 'Vietnam', 'New York']","Counter({'New York': 4, 'Liverpool': 2, 'New Jersey': 1, 'Dayton': 1, 'Ohio': 1, 'Detroit': 1, 'England': 1})",0.6875
Ladyhawke,18432000.0,,1985.0,,,"['Aquila', 'Aquila', 'Aquila']",Counter(),0.0
Blond Cheat,,"Comedy,Music,Romance",1938.0,5.8,321.0,['London'],Counter({'London': 1}),1.0
10.5,,,2004.0,,,"['Seattle', 'Redding', 'California', 'Washington', 'San Francisco', 'San Francisco', 'San Francisco', 'San Francisco', 'Barstow', 'California', 'San Francisco', 'Nevada', 'California', 'California', 'Venice', 'Los Angeles', 'Hollywood', 'California', 'California']","Counter({'California': 6, 'San Francisco': 5, 'Seattle': 1, 'Redding': 1, 'Washington': 1, 'Barstow': 1, 'Nevada': 1, 'Venice': 1, 'Los Angeles': 1, 'Hollywood': 1})",1.0
New Year's Evil,,"Horror,Thriller",1980.0,4.9,3981.0,[],Counter(),0.0
The Raid,,"War,Western",1954.0,6.8,1096.0,"['Plattsburg', 'New York', 'Canada', 'St. Albans', 'Vermont', 'St. Albans']","Counter({'Plattsburg': 1, 'New York': 1, 'Canada': 1, 'Vermont': 1})",0.6666666666666666
Dead Heat,3588626.0,"Action,Comedy,Horror",1988.0,6.1,9507.0,[],Counter(),0.0
T-Force,,,1994.0,,,['Los Angeles'],Counter({'Los Angeles': 1}),1.0
Three Secrets,,"Crime,Drama,Mystery",1950.0,7.0,711.0,['California'],Counter({'California': 1}),1.0
Checkered Flag,,,1990.0,,,['Arizona'],Counter({'Arizona': 1}),1.0
Southlander,,,2003.0,,,['LA'],Counter({'LA': 1}),1.0
Woman of Desire,,,1993.0,,,[],Counter(),0.0
The Black Stallion Returns,,,1983.0,,,"['Casablanca', 'Morocco', 'Morocco']",Counter({'Morocco': 2}),0.6666666666666666
The Millionaire,,"Comedy,Drama",1931.0,7.1,600.0,[],Counter(),0.0
Dominion: Prequel to the Exorcist,251495.0,"Drama,Horror,Thriller",2005.0,5.1,13996.0,['Holland'],Counter({'Holland': 1}),1.0
Dracula's Daughter,,,1936.0,,,['Transylvania'],Counter({'Transylvania': 1}),1.0
Charlie Chan at the Race Track,,Mystery,1936.0,7.0,1624.0,[],Counter(),0.0
Robin Hoodwinked,,,1958.0,,,[],Counter(),0.0
Winnie the Pooh Discovers the Seasons,,"Animation,Family,Short",1981.0,5.9,117.0,[],Counter(),0.0
Watercolors,,"Drama,Romance",2008.0,6.4,1651.0,[],Counter(),0.0
Electric Earthquake,,,,,,['Manhattan'],Counter({'Manhattan': 1}),1.0
Laughter,,"Comedy,Romance",1930.0,6.2,432.0,"['Paris', 'Paris', 'Paris']",Counter({'Paris': 3}),1.0
Word of Honor,,,1981.0,,,[],Counter(),0.0
F.T.W.,,"Crime,Drama,Romance",1994.0,5.3,857.0,[],Counter(),0.0
Lipstick,8328666.0,,1976.0,,,"['California', 'Colorado', 'Colorado', 'Los Angeles']","Counter({'Colorado': 2, 'California': 1, 'Los Angeles': 1})",1.0
3:10 to Yuma,1850000.0,"Drama,Thriller,Western",1957.0,7.6,22359.0,"['the Arizona Territory', 'Bisbee', 'Arizona', 'Contention City', 'Yuma', 'Contention City', 'Contention City']","Counter({'Bisbee': 1, 'Arizona': 1, 'Yuma': 1})",0.42857142857142855
One Sunday Afternoon,,"Comedy,Drama,Romance",1933.0,6.3,759.0,[],Counter(),0.0
Beverly Hills Chihuahua 2,,,2011.0,,,['Los Angeles'],Counter({'Los Angeles': 1}),1.0
America's Music: The Roots of Country,,,1996.0,,,"['America', 'Appalachia', 'the United States']",Counter({'Appalachia': 1}),0.3333333333333333
The Money Trap,,"Crime,Drama,Thriller",1965.0,6.2,922.0,[],Counter(),0.0
Diplomatic Courier,1400000.0,"Crime,Drama,Film-Noir",1952.0,6.8,1488.0,"['Salzburg', 'Trieste', 'America']",Counter(),0.0
Dead Bang,8125592.0,,1989.0,,,[],Counter(),0.0
The Case of the Howling Dog,,,1934.0,,,['Perry Mason'],Counter(),0.0
City Slickers,179033791.0,,1991.0,,,"['Pamplona', 'Spain', 'Florida', 'New Mexico', 'Colorado', 'Colorado', 'Colorado', 'New York']","Counter({'Colorado': 3, 'Florida': 1, 'New Mexico': 1, 'New York': 1})",0.75
Red vs. Blue: Recreation,,,2009.0,,,"['Washington', 'Washington', 'Washington', 'Washington', 'Sandtrap']",Counter({'Washington': 4}),0.8
The Happy Hooker,,"Biography,Comedy",1975.0,3.8,901.0,"['New York', 'New York City', 'South Africa', 'New York City', 'Montreal']","Counter({'New York': 1, 'Montreal': 1})",0.4
Trapped,,"Crime,Drama,Film-Noir",1949.0,6.4,1708.0,[],Counter(),0.0
Top Hat,3202000.0,,1935.0,,,"['London', 'London', 'London', 'Venice']","Counter({'London': 3, 'Venice': 1})",1.0
Under Two Flags,,Adventure,1936.0,6.4,522.0,[],Counter(),0.0
The Great Train Robbery,,,1903.0,,,[],Counter(),0.0
The New York Hat,,"Drama,Short",1912.0,6.3,954.0,['New York'],Counter({'New York': 1}),1.0
Wagon Master,,,1950.0,,,['Utah Territory'],Counter(),0.0
The Dukes of Hazzard: Reunion!,,,1997.0,,,"['Hazzard County', 'Hazzard', 'Hazzard County', 'Washington', 'D.C.', 'Hazzard County', 'Washington', 'Hazzard', 'Hazzard', 'Los Angeles', 'Hazzard', 'Hazzard', 'Hazzard', 'Hazzard', 'Hazzard']","Counter({'Washington': 2, 'Los Angeles': 1})",0.2
A Cry in the Night,,"Crime,Drama,Film-Noir",1956.0,6.0,976.0,[],Counter(),0.0
Omega Doom,,,1997.0,,,[],Counter(),0.0
Wanderer of the Wasteland,,Western,1924.0,8.0,18.0,[],Counter(),0.0
Bye Bye Braverman,,"Comedy,Drama",1968.0,5.6,872.0,['Manhattan'],Counter({'Manhattan': 1}),1.0
Before You Say I Do,,,2009.0,,,[],Counter(),0.0
Gog,,,1954.0,,,"['New Mexico', 'Washington', 'DC']","Counter({'New Mexico': 1, 'Washington': 1})",0.6666666666666666
Bachelor Mother,1975000.0,"Comedy,Romance",1939.0,7.5,4727.0,['New York City'],Counter(),0.0
Sport Goofy in Soccermania,,,1986.0,,,"['Duckburg', 'Duckburg']",Counter(),0.0
Charlotte's Web 2: Wilbur's Great Adventure,,,2003.0,,,[],Counter(),0.0
The Denial,,,1925.0,,,[],Counter(),0.0
Insanitarium,,,2008.0,,,[],Counter(),0.0
Legacy,,,2008.0,,,[],Counter(),0.0
They Drive by Night,,"Crime,Drama,Film-Noir",1940.0,7.2,9249.0,[],Counter(),0.0
Alvin and the Chipmunks,361336633.0,,2007.0,,,"['Los Angeles', 'L.A.', 'Paris']","Counter({'Los Angeles': 1, 'Paris': 1})",0.6666666666666666
Cat People,4000000.0,"Fantasy,Horror,Thriller",1942.0,7.2,26790.0,"['Manhattan', 'New York City', 'Serbia']",Counter({'Manhattan': 1}),0.3333333333333333
Runaway Brain,,,1995.0,,,"['Hawaii', 'Hawaii']",Counter({'Hawaii': 2}),1.0
Zombie Strippers,,,2008.0,,,"['the United States', 'France', 'Iraq', 'Afghanistan', 'Iran', 'Pakistan', 'Syria', 'Venezuela', 'Canada', 'Alaska', 'Sartre', 'Nebraska']","Counter({'Syria': 1, 'Canada': 1, 'Alaska': 1, 'Nebraska': 1})",0.3333333333333333
Corn,,,2002.0,,,[],Counter(),0.0
Screwed,6982680.0,,2000.0,,,"['Pittsburgh', 'California']","Counter({'Pittsburgh': 1, 'California': 1})",1.0
It's Greek to Me-ow,,,,,,['Athens'],Counter({'Athens': 1}),1.0
The Attic,,,2006.0,,,[],Counter(),0.0
"Healthy, Wealthy and Dumb",,,1938.0,,,[],Counter(),0.0
If We Only Knew,,"Drama,Short",1913.0,5.1,21.0,[],Counter(),0.0
A Girl of Yesterday,,Comedy,1915.0,6.6,21.0,['Paris'],Counter({'Paris': 1}),1.0
Song of the West,,"Action,Adventure,Musical",1930.0,6.5,37.0,"['California', 'San Francisco']","Counter({'California': 1, 'San Francisco': 1})",1.0
The Flapper,,"Comedy,Romance",1920.0,6.5,449.0,"['Orange Springs', 'Florida', 'New York', 'Orange Springs']","Counter({'Orange Springs': 2, 'Florida': 1, 'New York': 1})",1.0
Curse of the Undead,,"Horror,Western",1959.0,6.0,1497.0,"['Madrid', 'Rancho Robles']",Counter({'Madrid': 1}),0.5
Dream Wife,,"Comedy,Romance",1953.0,5.9,2247.0,"['Bukistan', 'Bukistan']",Counter(),0.0
Save the Last Dance,131706809.0,"Drama,Music,Romance",2001.0,6.2,66927.0,['Chicago'],Counter({'Chicago': 1}),1.0
Willie Dynamite,,"Crime,Drama",1974.0,6.4,1345.0,"['New York', 'New York', 'New York']",Counter({'New York': 3}),1.0
The Patsy,,Comedy,1964.0,6.2,2632.0,[],Counter(),0.0
Palm Springs Weekend,,"Comedy,Drama",1963.0,5.9,1206.0,"['Los Angeles', 'Palm Springs', 'Hollywood', 'Texas', 'Beverly Hills']","Counter({'Los Angeles': 1, 'Palm Springs': 1, 'Hollywood': 1, 'Texas': 1, 'Beverly Hills': 1})",1.0
A Knight's Tale,117487473.0,,2001.0,,,"['Rouen', 'Gelderland', 'London', 'London', 'Cheapside']",Counter({'London': 2}),0.4
The Keeper,,,2009.0,,,"['L.A.', 'San Antonio', 'Texas', 'Texas', 'Texas']","Counter({'Texas': 3, 'San Antonio': 1})",0.8
Good Neighbor,,Thriller,2001.0,3.5,206.0,[],Counter(),0.0
Salvage,,"Horror,Mystery,Thriller",2006.0,5.3,2864.0,[],Counter(),0.0
Immediate Family,5932613.0,,1989.0,,,[],Counter(),0.0
Poor Little Rich Girl: The Barbara Hutton Story,,,1987.0,,,"['Long Island', 'Burlingame', 'California', 'San Francisco', 'London', 'London', 'Biarritz']","Counter({'London': 2, 'Long Island': 1, 'Burlingame': 1, 'California': 1, 'San Francisco': 1})",0.8571428571428571
Cellular,56422687.0,,2004.0,,,[],Counter(),0.0
30 Days,,"Comedy,Romance",1999.0,5.0,116.0,[],Counter(),0.0
Forced Entry,,,,,,[],Counter(),0.0
Knight-mare Hare,,,1955.0,,,"['Watercress', 'Wooster-cester', 'Hines']",Counter({'Hines': 1}),0.3333333333333333
Captain Valedor,,"Comedy,Drama,Sci-Fi",2006.0,8.3,34.0,[],Counter(),0.0
The Whales of August,,,1987.0,,,['Maine'],Counter({'Maine': 1}),1.0
Blood Mania,,,1970.0,,,['New York'],Counter({'New York': 1}),1.0
Just like Heaven,102854431.0,,2005.0,,,[],Counter(),0.0
Nightmare in the Sun,,"Crime,Drama",1965.0,5.6,178.0,[],Counter(),0.0
Hansel and Gretel,154642.0,,2002.0,,,[],Counter(),0.0
