title,box_office,genres_IMDB,release_year,averageRating,numVotes,GPE_entities,GPE_US_frequencies,Percentage_american_culture
De Lift,,,1983.0,,,['Amsterdam'],Counter(),0.0
Virasat,,"Action,Drama,Musical",1997.0,7.4,3001.0,"['London', 'India']",Counter(),0.0
Christmas Story,,,2007.0,,,['Lapland'],Counter(),0.0
Will to Live,,,1999.0,,,[],Counter(),0.0
Since Otar Left,,,2003.0,,,"['Tbilisi', 'Georgia', 'Georgia', 'France', 'Georgia', 'France', 'Georgia', 'France', 'France', 'France', 'France', 'Georgia', 'America', 'Tbilisi', 'France']","Counter({'Georgia': 5, 'America': 1})",0.4
Retrato de Familia,,,1976.0,,,"['Spain', 'Burgos']",Counter(),0.0
La Morte Vivante,,,1982.0,,,[],Counter(),0.0
Teri Meherbaniyan,,,1985.0,,,[],Counter(),0.0
Krotki dzien pracy,,,1981.0,,,"['Radom', 'Poland', 'Radom', 'Plock']",Counter(),0.0
Saptapadi,,"Drama,Romance",1961.0,8.3,500.0,"['Bengal', 'India', 'Bengal']",Counter({'Bengal': 2}),0.6666666666666666
August 1,,"Action,Thriller",1988.0,7.3,464.0,"['Madras', 'Madras', 'Kerala']",Counter({'Madras': 2}),0.6666666666666666
Look for a Star,,,2009.0,,,"['Milan', 'Macau', 'Milan']",Counter(),0.0
Estas sao as armas,,,1978.0,,,"['the Republic of Mozambique', 'Maputo', 'Tete']",Counter(),0.0
Aparajita Tumi,,,2012.0,,,['India'],Counter(),0.0
The Secret of the Grain,,,2007.0,,,[],Counter(),0.0
Alien Adventure,,,1999.0,,,[],Counter(),0.0
Confessions from a Holiday Camp,,Comedy,1977.0,4.3,1122.0,[],Counter(),0.0
Kolachi,,,,,,"['Pakistan', 'Karachi']",Counter(),0.0
Sex Jack,,,,,,[],Counter(),0.0
Loner,412300.0,,2008.0,,,[],Counter(),0.0
Uthamaputhiran,,,2010.0,,,[],Counter(),0.0
Ivor the Invisible,,,2001.0,,,[],Counter(),0.0
The Libertine,,,1969.0,,,[],Counter(),0.0
Romie-0 and Julie-8,,,1979.0,,,[],Counter(),0.0
Windstruck,,,2004.0,,,['Seoul'],Counter(),0.0
We're No Bad Guys,,,,,,[],Counter(),0.0
Kadhalil Vizhunthen,,,2008.0,,,[],Counter(),0.0
Goryeojang,,Drama,1963.0,7.1,158.0,[],Counter(),0.0
The Prince and the Pirate,,,2001.0,,,"['Palermo', 'Saint Vincent']",Counter(),0.0
Fellini: I'm a Born Liar,,,2003.0,,,['Rimini'],Counter(),0.0
Jyothi,,,1976.0,,,[],Counter(),0.0
All the King's Men,,,1999.0,,,['London'],Counter(),0.0
The Sum of Us,,"Comedy,Drama",1994.0,7.3,5911.0,[],Counter(),0.0
Agent trouble,,Thriller,1987.0,6.2,461.0,[],Counter(),0.0
Maya Memsaab,,"Drama,Mystery,Romance",1993.0,5.4,2428.0,[],Counter(),0.0
Raja Harishchandra,,"History,Short",1913.0,5.9,442.0,[],Counter(),0.0
The Land Girls,,"Drama,Romance,War",1998.0,6.2,2221.0,"['the United Kingdom', 'Dorset']",Counter(),0.0
Le Cerveau,,,1969.0,,,"['Paris', 'Brussels', 'Glasgow', 'London']",Counter(),0.0
The October Man,,,1947.0,,,['London'],Counter(),0.0
On the Silver Globe,,,1987.0,,,['Szerns'],Counter(),0.0
X the Unknown,,"Horror,Sci-Fi",1956.0,6.1,3372.0,"['Lochmouth', 'Scotland', 'Glasgow', 'Lochmouth', 'Lochmouth', 'Lochmouth', 'Lochmouth', 'Inverness']",Counter(),0.0
Blanche Fury,,"Crime,Drama,Mystery",1948.0,6.7,1129.0,['England'],Counter(),0.0
Brothers of the Head,,,2005.0,,,[],Counter(),0.0
War of the Buttons,,"Adventure,Drama,Family",1994.0,7.3,4707.0,"['Carrickdowse', 'Ballydowse', 'Ballydowd', 'Ballydowse']",Counter(),0.0
Yedyanchi Jatra,,Family,2012.0,7.8,67.0,[],Counter(),0.0
Life and Colour,,,,,,['Spain'],Counter(),0.0
The Imp,,,,,,[],Counter(),0.0
The Gentle Sex,,"Comedy,Drama,Romance",1943.0,6.2,529.0,[],Counter(),0.0
Chameli,,,2003.0,,,[],Counter(),0.0
"My Son, the Hero",,,1962.0,,,"['Crete', 'Tartarus', 'Crete', 'Tartarus', 'Crete']",Counter({'Crete': 3}),0.6
Chashme Buddoor,,,1981.0,,,['Delhi'],Counter(),0.0
Charlie & Boots,,,,,,"['Australia', 'Victoria', 'Tamworth', 'Australia', 'Tamworth', 'Cape York', 'Australia']",Counter(),0.0
Les Diaboliques,,,1954.0,,,[],Counter(),0.0
Sakasama no Patema,,,,,,[],Counter(),0.0
Demonlover,,,2002.0,,,['Japan'],Counter(),0.0
The Secret in Their Eyes,33965279.0,,2009.0,,,"['Chivilcoy', 'Buenos Aires', 'Chivilcoy', 'Buenos Aires', 'Buenos Aires', 'Argentina', 'Jujuy Province', 'Bolivia', 'Buenos Aires Province']",Counter(),0.0
Leap of Love,,,2008.0,,,['Ireland'],Counter(),0.0
Hook Ya Crook,,,2009.0,,,['Juvee'],Counter(),0.0
The Big Bang,,,1987.0,,,"['Italy', 'Libya', 'Israel', 'Germany', 'France', 'Luxembourg', 'England', 'Sweden', 'America', 'Russia', 'Vaginia', 'Vaginia']",Counter({'America': 1}),0.08333333333333333
Hidden Agenda,,,1990.0,,,['Northern Ireland'],Counter(),0.0
Legend of the Golden Pearl,,,,,,"['HK', 'Nepal', 'HK']",Counter(),0.0
Come Undone,326484.0,,2000.0,,,[],Counter(),0.0
Ghar,,,1978.0,,,[],Counter(),0.0
Bcuz of U,,,2004.0,,,[],Counter(),0.0
Le Dechausse,,,2003.0,,,[],Counter(),0.0
Java Head,,"Drama,Romance",1934.0,6.5,145.0,['Bristol'],Counter(),0.0
Luck,,"Action,Adventure,Drama",2009.0,4.9,3162.0,"['Maharashtra', 'Pakistan', 'South Africa', 'Cape Town']",Counter(),0.0
Uppalawanna,,,1997.0,,,"['the Anuradhapura District', 'Ilukpelessa']",Counter(),0.0
Tara Road,,Drama,2005.0,6.0,2011.0,"['US', 'Dublin']",Counter({'US': 1}),0.5
Bandhish,,,1980.0,,,[],Counter(),0.0
Lancelot and Guinevere,,,2000.0,,,[],Counter(),0.0
Kovil,,,2003.0,,,"['Puliangulam', 'Vepangulam', 'Nagercoil', 'Kanyakumari']",Counter(),0.0
Her Fatal Ways,,,1990.0,,,"['Hong Kong', 'Hong Kong', 'PRC', 'Hong Kong', 'Hong Kong', 'Hong Kong', 'Hong Kongers', 'Hong Kong', 'Hong Kong', 'Sichuan', 'Hong Kong', 'Hong Kong', 'China', 'China', 'Hong Kong']",Counter(),0.0
The Republic of Love,,,2004.0,,,[],Counter(),0.0
The Elementary School,,,1991.0,,,['Prague'],Counter(),0.0
10th District Court,,,2004.0,,,"['Paris', 'France']",Counter(),0.0
Vajram,,,2004.0,,,[],Counter(),0.0
Trafic,,,1971.0,,,[],Counter(),0.0
Sabapathy,,,1941.0,,,[],Counter(),0.0
Born to Kill,,,1996.0,,,[],Counter(),0.0
Padmashree Laloo Prasad Yadav,,,2005.0,,,"['Hollywood', 'Cape Town', 'Cape Town', 'Cape Town']",Counter({'Hollywood': 1}),0.25
Garcon!,,,1983.0,,,[],Counter(),0.0
Another Country,,"Biography,Drama,Romance",1984.0,7.0,7196.0,"['Russia', 'the Soviet Union']",Counter(),0.0
Gundagardi,,,1997.0,,,[],Counter(),0.0
Calcutta Mail,,,2003.0,,,"['Calcutta', 'Calcutta', 'Calcutta', 'Calcutta', 'Mumbai']",Counter(),0.0
Fantaghiro 2,,,1992.0,,,"['Kingdom', 'the Dark Kingdom', 'the Dark Kingdom', 'the Dark Kingdom', ""the Dark Kingdom's"", 'the Dark Kingdom']",Counter(),0.0
Papy,,,2009.0,,,[],Counter(),0.0
Bungalow,,Drama,2002.0,6.4,650.0,[],Counter(),0.0
Kaliyugaya,,,1982.0,,,"['Gamperaliya', 'London']",Counter(),0.0
On the Loose,,Short,1985.0,5.4,69.0,"['Katrineholm', 'Katrineholm']",Counter(),0.0
Tanoshii Moomin Ikka: Muumindani no Suisei,,,1992.0,,,['Moominvalley'],Counter({'Moominvalley': 1}),1.0
Proyecto Dos,,,2008.0,,,['Argentina'],Counter(),0.0
Episode,,,1935.0,,,"['Vienna', 'Vienna']",Counter(),0.0
Midnight Sun,,,2006.0,,,[],Counter(),0.0
Underworld,,,1985.0,,,[],Counter(),0.0
Mayabazar,,,1957.0,,,"['Dwaraka', 'Dwaraka', 'Dwaraka', 'Dwaraka']",Counter(),0.0
Zebra Lounge,,,2001.0,,,[],Counter(),0.0
Khumba,,,2013.0,,,[],Counter(),0.0
Evening of Roses,,,2009.0,,,[],Counter(),0.0
Oru Vadakkan Veeragadha,,,1989.0,,,"['Kerala', 'Puthooram Veedu', 'Aringodar']",Counter(),0.0
The Birthday Dragon,,,1992.0,,,[],Counter(),0.0
Lisbon Story,,,1994.0,,,"['Lisbon', 'Portugal', 'Lisbon']",Counter(),0.0
Thee,,Drama,2009.0,2.5,45.0,[],Counter(),0.0
Seven Dumpsters and a Corpse,,,2007.0,,,[],Counter(),0.0
Santo Luzbel,,,1997.0,,,['Mexico'],Counter(),0.0
Malabar Princess,,Drama,2004.0,6.1,689.0,[],Counter(),0.0
Schlosser und Katen,,,,,,['Mecklenburg'],Counter({'Mecklenburg': 1}),1.0
Yamato Takeru,,,1994.0,,,[],Counter(),0.0
Route Irish,,"Action,Drama,Thriller",2010.0,6.4,4852.0,"['Liverpool', 'Iraq']",Counter(),0.0
Nilam,,,1949.0,,,['Egypt'],Counter(),0.0
Late Blossom,,,2011.0,,,[],Counter(),0.0
Mountain Strawberries 6,,,1994.0,,,['Gangwon Province'],Counter(),0.0
Dilwale Dulhania Le Jayenge,,,1995.0,,,"['Britain', 'Punjab', 'Zurich', 'London', 'India', 'India', 'India', 'India']",Counter(),0.0
BFF: Best Friends Forever,,,2009.0,,,[],Counter(),0.0
Cold Prey,,,2006.0,,,"['Jotunheimen', 'Jotunheimen', 'Jotunheimen']",Counter(),0.0
Sharpe's Peril,,,2008.0,,,"['England', 'Kalimgong', 'Madras', 'Kalimgong', 'Kalimgong', 'Normandy']",Counter({'Madras': 1}),0.16666666666666666
Blood of the Beasts,,,1949.0,,,[],Counter(),0.0
The Blue Mountains Mystery,,,1921.0,,,[],Counter(),0.0
Tetsujin 28-go (2004 TV Series),,,2004.0,,,['Tetsujin'],Counter(),0.0
The Legend 2,,,1993.0,,,[],Counter(),0.0
The Honeytrap,,,2002.0,,,[],Counter(),0.0
Hank Williams First Nation,166000.0,,,,,"['Nashville', 'Montgomery', 'Alabama']","Counter({'Nashville': 1, 'Montgomery': 1, 'Alabama': 1})",1.0
Swamp Devil,,"Action,Horror,Sci-Fi",2008.0,4.0,1077.0,"['Gibbington', 'Gibbington']",Counter(),0.0
Hatred,,,1975.0,,,['Ukraine'],Counter(),0.0
Macadam Tribu,,,1996.0,,,[],Counter(),0.0
Follow That Camel,,"Adventure,Comedy,Romance",1967.0,6.0,2739.0,"['England', 'England', 'Sidi Bel Abbes', 'England']",Counter(),0.0
"Shake, Rattle and Roll 2k5",,,2005.0,,,[],Counter(),0.0
A Colt Is My Passport,,,1967.0,,,[],Counter(),0.0
The Invisible Front,,,,,,"['Hamburg', 'Kiel', 'England', 'Berlin', 'Berlin', 'Copenhagen', 'Copenhagen', 'Berlin', 'Berlin', 'Copenhagen', 'Copenhagen', 'London']",Counter(),0.0
"Come, Let's Fall In Love",,,2002.0,,,['Bollywood'],Counter(),0.0
Thalastaanam,,,1992.0,,,"['Kerala', 'Mumbai']",Counter(),0.0
Trainspotting,72000000.0,,1996.0,,,"['London', 'London', 'Edinburgh', 'London']",Counter(),0.0
Running on Karma,,,2003.0,,,[],Counter(),0.0
Ayyamna al-Holwa,,,1955.0,,,[],Counter(),0.0
Let the Right One In,11227336.0,,2008.0,,,"['Stockholm', 'Blackeberg']",Counter(),0.0
Prem Kaa Game,,,2009.0,,,[],Counter(),0.0
Andaz,,,1994.0,,,[],Counter(),0.0
No. 2,,,2006.0,,,"['Auckland', 'New Zealand']",Counter(),0.0
Mahadev Ka Sajjanpur,,,2008.0,,,"['India', 'Mumbai', 'Sarpanch', 'Mumbai', 'Sajjanpur']",Counter(),0.0
The Star Reporter,,,1932.0,,,[],Counter(),0.0
Enakkoru Magan Pirappan,,Drama,1996.0,5.1,23.0,[],Counter(),0.0
Aysecik ve Sihirli Cuceler Ruyalar Ulkesinde,,,1971.0,,,[],Counter(),0.0
The Stone Angel,473993.0,,2008.0,,,['Manitoba'],Counter(),0.0
The Rebel,,,2007.0,,,['Vietnam'],Counter(),0.0
SARS Wars,,,2004.0,,,"['Thailand', 'Thailand', 'Thailand', 'Thailand']",Counter(),0.0
The Apple War,,,1971.0,,,['Sweden'],Counter(),0.0
Republik Twitter,,Drama,2012.0,7.4,74.0,"['Yogyakarta', 'Jakarta', 'Yogyakarta']",Counter(),0.0
The Pain,27488.0,,2009.0,,,[],Counter(),0.0
English Babu Desi Mem,,,1996.0,,,"['Mumbai', 'Mumbai', 'India']",Counter(),0.0
Englishkaran,,,2005.0,,,[],Counter(),0.0
Akkada Abbai Ikkada Ammayi,,,1996.0,,,[],Counter(),0.0
Crows ZERO 2,29893636.0,,2009.0,,,[],Counter(),0.0
Amaram,,,1991.0,,,[],Counter(),0.0
I Stand Alone,,,1998.0,,,"['France', 'Paris']",Counter(),0.0
Daraar,,,1996.0,,,"['Shimla', 'Goa', 'Shimla', 'Shimla']",Counter(),0.0
Mad Max,100000000.0,"Action,Adventure,Sci-Fi",1979.0,6.8,234557.0,['Australia'],Counter(),0.0
Pink Prison,,,,,,[],Counter(),0.0
Noose,,,1948.0,,,['Britain'],Counter(),0.0
"Love, Honour and Obey",,,2000.0,,,"['North London', 'South London']",Counter(),0.0
House of Wedlock,,,1986.0,,,[],Counter(),0.0
The Last Grenade,,"Drama,War",1970.0,5.3,247.0,"['Congo', 'England', 'the New Territories', 'Hong Kong']",Counter(),0.0
Yakshiyum Njanum,,,2010.0,,,[],Counter(),0.0
The Flowers of War,95311434.0,,2011.0,,,"['Nanking', 'China', 'Japan', 'China']",Counter(),0.0
Excited,,"Comedy,Romance",2009.0,6.6,80.0,[],Counter(),0.0
Zanzibar Musical Club,,Documentary,2009.0,7.7,13.0,"['Zanzibar', 'Zanzibar']",Counter(),0.0
Varsham,,,2004.0,,,"['Warangal', 'Warangal', 'Vizag']",Counter(),0.0
The Old Jar Craftsman,,,1969.0,,,[],Counter(),0.0
The Hare Census,,,1973.0,,,['Yugla'],Counter(),0.0
The Assassins,,,2012.0,,,['China'],Counter(),0.0
Murderers Among Us,,,1946.0,,,"['Berlin', 'Germany']",Counter(),0.0
Shri Ramanjaneya Yuddham,,,,,,['Angada'],Counter(),0.0
I.C.U.,,,2009.0,,,[],Counter(),0.0
Kolya,7730711.0,,1996.0,,,"['Prague', 'Czechoslovakia', 'West Germany']",Counter(),0.0
Fidelity,,,2000.0,,,"['Paris', 'Paris', 'Paris', 'Paris', 'Normandy', 'Paris', 'Plougastel', 'Brittany', 'Brittany', 'Paris']",Counter(),0.0
Bahumati,,,2007.0,,,[],Counter(),0.0
Ma mere,,"Drama,Romance",2004.0,5.0,7787.0,[],Counter(),0.0
Cesar,,Drama,1936.0,7.6,1696.0,['Toulon'],Counter(),0.0
Soul Boy,,Drama,2010.0,6.7,431.0,"['Nairobi', 'Kenya', 'Kibera']",Counter(),0.0
Rahtree Reborn,,,2009.0,,,[],Counter(),0.0
The Blue Butterfly,,"Adventure,Drama",2004.0,6.2,1644.0,"['Montreal', 'Costa Rica']",Counter(),0.0
Beyza'nin Kadinlari,,,,,,['Istanbul'],Counter(),0.0
Andaaz,,,2003.0,,,"['Dehra Dun', 'Nainital']",Counter(),0.0
"Ispiritista: Itay, may moomoo!",,,2005.0,,,[],Counter(),0.0
Tokyo Chorus,,,1931.0,,,[],Counter(),0.0
If the Sun Rises in the West,,,1998.0,,,[],Counter(),0.0
Vaada Raha... I Promise,,,2009.0,,,[],Counter(),0.0
Aadu Kalam,,,2011.0,,,"['Madurai', 'Bangalore', 'Chennai']",Counter(),0.0
Calle mayor,,,1956.0,,,[],Counter(),0.0
The Showdown,,,2011.0,,,"['Manchuria', 'China']",Counter(),0.0
Invasion of the Not Quite Dead,,,,,,['Britain'],Counter(),0.0
Thoondle,,,2008.0,,,['London'],Counter(),0.0
L'Homme a tout faire,,,1980.0,,,[],Counter(),0.0
Bandhan,,,1969.0,,,['Bombay'],Counter(),0.0
Mr Bones 2: Back from the Past,,,2008.0,,,"['Kuvukiland', 'Durban']",Counter(),0.0
Valliettan,,,2000.0,,,['Kerala'],Counter(),0.0
Nishabd,,,2007.0,,,"['Kerala', 'Australia', 'India', 'America']",Counter({'America': 1}),0.25
Killing Car,,,1993.0,,,['New York'],Counter({'New York': 1}),1.0
Gamera vs. Viras,,,1968.0,,,[],Counter(),0.0
Prem Sanyas,,"Biography,Drama,History",1925.0,6.4,190.0,['India'],Counter(),0.0
Oru Mukham Pala Mukham,,,1983.0,,,[],Counter(),0.0
Wife to be Sacrificed,,,1974.0,,,[],Counter(),0.0
Space Sheriff Gavan: The Movie,,,2012.0,,,[],Counter(),0.0
Samba Traore,,,1993.0,,,[],Counter(),0.0
Nightmare City,,,1980.0,,,[],Counter(),0.0
Les 3 P'tits Cochons,,,2007.0,,,[],Counter(),0.0
Mounam Pesiyadhe,,,2002.0,,,[],Counter(),0.0
Priyasakhi,,"Drama,Family,Romance",2005.0,4.7,203.0,[],Counter(),0.0
Doomsday Prophecy,,,2011.0,,,[],Counter(),0.0
Empire of Passion,,,1978.0,,,['Tokyo'],Counter(),0.0
"15, Park Avenue",,,2005.0,,,"['Bhutan', 'Kolkata']",Counter(),0.0
Housefull,,"Comedy,Drama,Romance",2010.0,5.6,16388.0,"['Italy', 'England']",Counter(),0.0
The Real Thing at Last,,,1916.0,,,[],Counter(),0.0
Candy Mountain,,,1987.0,,,[],Counter(),0.0
Shiva,,,,,,['Cannes'],Counter(),0.0
The Boy Who Stole a Million,,"Action,Adventure,Comedy",1960.0,5.6,129.0,['Valencia'],Counter(),0.0
Shola Aur Shabnam,,,1961.0,,,[],Counter(),0.0
Navarasa,,Drama,2005.0,7.5,50.0,[],Counter(),0.0
Perceval le Gallois,,,1979.0,,,[],Counter(),0.0
The Girl in the Crowd,,,,,,[],Counter(),0.0
East of Piccadilly,,Mystery,1941.0,5.9,73.0,[],Counter(),0.0
Cemetery Junction,,"Comedy,Drama",2010.0,6.8,24319.0,['Britain'],Counter(),0.0
Red Cockroaches,,"Drama,Sci-Fi",2003.0,5.0,312.0,['New York City'],Counter({'New York City': 1}),1.0
Map of the Sounds of Tokyo,,,2009.0,,,"['Tokyo', 'Spain']",Counter(),0.0
God Forgives... I Don't!,,,1969.0,,,[],Counter(),0.0
Marrying the Mafia IV,,,2011.0,,,['Japan'],Counter(),0.0
Ca-bau-kan,,"Drama,History,Romance",2002.0,7.1,119.0,"['Netherlands', 'Indonesia', 'Indonesia', 'Batavia']",Counter(),0.0
The Girl Who Leapt Through Time,,,2006.0,,,"['Tokyo', 'Japan']",Counter(),0.0
Maaveeran,,,1986.0,,,[],Counter(),0.0
University of Laughs,,,2004.0,,,[],Counter(),0.0
Caregiver,,Drama,2008.0,6.3,200.0,"['the United Kingdom', 'U.K.', 'London', 'London', 'the United Kingdom', 'London', 'London', 'London', 'London', 'Philippines', 'London', 'Philippines', 'London']",Counter(),0.0
Shakuntala,,,1940.0,,,[],Counter(),0.0
Pod People,,,1983.0,,,['U.S.'],Counter(),0.0
The Garage,,,1979.0,,,[],Counter(),0.0
Payroll,,,1961.0,,,"['Norfolk', 'Newcastle']",Counter(),0.0
Dongala Mutha,,,2011.0,,,[],Counter(),0.0
Carry On Camping,,,1969.0,,,[],Counter(),0.0
Who's Singin' over There?,,,1980.0,,,"['the Kingdom of Yugoslavia', 'Serbia', 'Belgrade', 'Belgrade']",Counter(),0.0
Ring of Bright Water,,,1969.0,,,"['London', 'London', 'Scotland', 'London']",Counter(),0.0
Alfred the Great,,"Drama,History,War",1969.0,6.2,1134.0,"['Castlehackett', 'Tuam', 'Co. Galway', 'Ireland']",Counter(),0.0
Eichmann,,,2007.0,,,['Israel'],Counter(),0.0
Three Monkeys,,,2008.0,,,['İstanbul'],Counter(),0.0
Little Toys,,,1933.0,,,['Shanghai'],Counter(),0.0
Polizon a bordo,,,1941.0,,,['America'],Counter({'America': 1}),1.0
Decalogue I,,,1988.0,,,[],Counter(),0.0
SupahPapalicious,,,2008.0,,,[],Counter(),0.0
Mrigaya,,,1989.0,,,[],Counter(),0.0
Frostbite,,,2006.0,,,"['Ukraine', 'Sweden', 'Lappland', 'Lappland', 'Sweden', 'Sweden', 'Norrland']",Counter(),0.0
Stalker,,,1979.0,,,[],Counter(),0.0
Robbie,,"Horror,Short",1979.0,7.7,64.0,[],Counter(),0.0
Dance To The Spirits,,,2009.0,,,['Cameroon'],Counter(),0.0
964 Pinocchio,,,1992.0,,,[],Counter(),0.0
Lakshmi Kataksham,,\N,1970.0,6.8,6.0,[],Counter(),0.0
Drunken Master,,,1978.0,,,[],Counter(),0.0
Dubai,,,2005.0,,,"['Dubai', 'Canada', 'Dubai', 'Dubai', 'Dubai']",Counter(),0.0
Hobbi al-Wahid,,,1960.0,,,[],Counter(),0.0
Deep Throat in Tokyo,,,1975.0,,,[],Counter(),0.0
Funny Things Happen Down Under,,,1965.0,,,[],Counter(),0.0
Battle Royale,,,2000.0,,,"['Tokyo', 'Shibuya']",Counter(),0.0
Daybreak,,,2008.0,,,"['Taal', 'Batangas', 'Tagaytay City', 'Tagaytay', 'Manila', 'Tagaytay', 'Taal', 'Batangas', 'Australia', 'Australia', 'Manila']",Counter(),0.0
"Au Revoir, UFO",,,2004.0,,,[],Counter(),0.0
Italian for Beginners,,,2000.0,,,['Italy'],Counter(),0.0
The glass box,,,2009.0,,,"['Taiwan', 'Taiwan', 'Chijin', 'Kaohsiung', 'Taiwan', 'Kaohsiung', 'Kaohsiung']",Counter(),0.0
Le peril jeune,,"Comedy,Drama,Romance",1994.0,7.2,3358.0,[],Counter(),0.0
Future X-Cops,,,,,,[],Counter(),0.0
The Warlords,,,2007.0,,,"['China', 'Qing', 'Suzhou', 'Nanjing', 'Taiping', 'Suzhou', 'Nanking', 'Taiping', 'Suzhou', 'Nanjing', 'Nanjing', 'Nanjing', 'Nanjing']",Counter(),0.0
As You Like It,,"Comedy,Drama,Romance",1936.0,5.8,877.0,[],Counter(),0.0
Mehndi,,,1998.0,,,[],Counter(),0.0
Teresa Venerdi,,,1941.0,,,[],Counter(),0.0
Krishan Avtaar,,,1993.0,,,[],Counter(),0.0
Aaptha Rakshaka,,,2010.0,,,"['Peddapuram', 'Andhra Pradhesh']",Counter(),0.0
"My Friend, Kolka!",,,1961.0,,,[],Counter(),0.0
Anbe Sivam,,,2003.0,,,"['Bhubaneswar', 'Orissa', 'India', 'Chennai', 'Mumbai', 'Mumbai', 'Chennai', 'the Soviet Union', 'the Soviet Union', 'Chennai', 'Chennai', 'Orissa']",Counter(),0.0
Doraemon: Nobita in the Wan-Nyan Spacetime Odyssey,,,2004.0,,,[],Counter(),0.0
Simon,,"Comedy,Drama",2004.0,7.8,8246.0,[],Counter(),0.0
Who Drives Me Mad?,,,1995.0,,,[],Counter(),0.0
Tokyo: The Last Megalopolis,,,1988.0,,,"['Tokyo', 'Tokyo', 'Tokyo', 'Tokyo', 'Dalian', 'China', 'Japan', 'Tokyo', 'Japan', 'Manchuria']",Counter(),0.0
Dimenticare Palermo,,"Crime,Drama,Thriller",1990.0,5.6,580.0,"['New York City', 'Sicily']",Counter({'New York City': 1}),0.5
Pappan Priyappetta Pappan,,,1986.0,,,[],Counter(),0.0
Big drum under left foot,,,,,,[],Counter(),0.0
The Hill,,"Drama,War",1965.0,7.8,15587.0,['UK'],Counter(),0.0
O Costa do Castelo,,"Comedy,Romance",1943.0,7.5,661.0,[],Counter(),0.0
The Business,,"Crime,Drama,Thriller",2005.0,6.6,15549.0,"['Spain', 'Costa Del Sol', 'Spain', 'Spain', 'Britain', 'London', 'Morocco', 'Penge', 'Hollywood']",Counter({'Hollywood': 1}),0.1111111111111111
Two Deaths,,,1995.0,,,[],Counter(),0.0
My Eye for a Camera,,,2001.0,,,[],Counter(),0.0
Pavithra Bandham,,,1996.0,,,['the United States'],Counter({'the United States': 1}),1.0
Ruinded Reeds,,,1984.0,,,[],Counter(),0.0
Arasatchi,,,2004.0,,,"['Hollywood', 'New York', 'Delhi']","Counter({'Hollywood': 1, 'New York': 1})",0.6666666666666666
Chandralekha,,,1995.0,,,[],Counter(),0.0
The Iron Rose,,,1973.0,,,[],Counter(),0.0
The Extra,,"Comedy,Romance",2005.0,4.9,339.0,[],Counter(),0.0
Train to Pakistan,,,1999.0,,,"['Mano Majra', 'India', 'Pakistan', 'Mano Majra']",Counter(),0.0
Sau Crore,,,1991.0,,,[],Counter(),0.0
Inferno,,Horror,1980.0,6.5,24755.0,"['New York City', 'Rome', 'Freiburg', 'New York', 'Rome', 'Rome', 'New York']","Counter({'New York': 2, 'New York City': 1})",0.42857142857142855
Asoka,,,2001.0,,,"['Takshila', 'Kalinga', 'Kalinga', 'Ujjain', 'Kalinga', 'Kalinga', 'Kalinga']",Counter(),0.0
Star,,,2001.0,,,['Mauritius'],Counter(),0.0
Left Bank Linkeroever,,,2008.0,,,['Antwerp'],Counter(),0.0
Manamagan Thevai,,,1957.0,,,[],Counter(),0.0
The Crimson Charm,,,1971.0,,,[],Counter(),0.0
Calling Bulldog Drummond,,"Crime,Mystery",1951.0,6.2,513.0,['London'],Counter(),0.0
Miral,900647.0,,2010.0,,,"['Jerusalem', 'Jerusalem']",Counter(),0.0
Magnificent Bodyguards,,,1978.0,,,['China'],Counter(),0.0
Peppermint Soda,,,1977.0,,,['Paris'],Counter(),0.0
The Restless,9025374.0,,2006.0,,,['Korea'],Counter(),0.0
Woh Kaun Thi?,,"Drama,Mystery,Romance",1964.0,7.5,1329.0,[],Counter(),0.0
Hum Tum Pe Marte Hain,,,1999.0,,,[],Counter(),0.0
Seema Simham,,,2002.0,,,"['Nizam', 'Telangana', 'Hyderabad']",Counter(),0.0
Something Money Can't Buy,,"Comedy,Drama",1952.0,6.0,72.0,[],Counter(),0.0
Nair Saab,,,1989.0,,,['Pakistan'],Counter(),0.0
Fighter,,Action,2011.0,6.2,282.0,['Indu'],Counter(),0.0
Margaret's Museum,,Drama,1995.0,7.2,1408.0,"['Cape Breton Island', 'Nova Scotia']",Counter(),0.0
Les gens qui s'aiment,,"Comedy,Drama,Romance",1999.0,5.1,133.0,[],Counter(),0.0
Sredni Vashtar,,,,,,['England'],Counter(),0.0
Attagasam,,"Action,Drama",2004.0,6.3,1669.0,"['Tuticorin', 'Tuticorin', 'Chennai', 'Tuticorin', 'Chennai']",Counter(),0.0
Chatur Singh Two Star,,,2011.0,,,['South Africa'],Counter(),0.0
Kadhal Virus,,,2002.0,,,[],Counter(),0.0
The Meerkats,,Documentary,2008.0,7.3,1691.0,[],Counter(),0.0
Colors of Memory,,,2008.0,,,"['Iran', 'Germany', 'Tehran', 'Bam']",Counter(),0.0
If all the Guys in the World,,,1955.0,,,[],Counter(),0.0
Jack Brown Genius,,"Comedy,Fantasy,Sci-Fi",1996.0,5.1,276.0,[],Counter(),0.0
Prem Nagar,,"Drama,Musical,Romance",1974.0,6.1,159.0,[],Counter(),0.0
Wag Kang Lilingon,,,2006.0,,,"['Salamin', 'the United States', 'Philippines', 'Salamin']",Counter({'the United States': 1}),0.25
There's Only One Jimmy Grimble,,,1999.0,,,['Manchester'],Counter(),0.0
