title,box_office,genres_IMDB,release_year,averageRating,numVotes,Total_tokens,Tokens_US_frequencies,Percentage_american_culture_lexicon
The Lively Set,,"Action,Drama,Sport",1964.0,5.8,281.0,75,Counter(),0.0
Miss Jerry,,,1894.0,,,32,Counter(),0.0
Miss Sadie Thompson,2900000.0,"Drama,Musical,Romance",1953.0,5.9,1757.0,24,Counter({'blues': 1}),0.041666666666666664
Pursuit to Algiers,,"Adventure,Crime,Mystery",1945.0,6.7,4199.0,145,Counter({'vacation': 1}),0.006896551724137931
Strange Fruit,,,2004.0,,,18,Counter(),0.0
What a Way to Go!,,"Comedy,Romance",1964.0,6.9,6097.0,618,Counter({'hollywood': 1}),0.0016181229773462784
Death Wish,22000000.0,"Action,Crime,Drama",1974.0,6.9,45123.0,365,"Counter({'vacation': 2, 'western': 1, 'hunting': 1})",0.010958904109589041
Double Duty,,,,,,49,Counter(),0.0
R. P. M.,,,1970.0,,,24,Counter({'president': 2}),0.08333333333333333
Eyes of Laura Mars,20000000.0,,1978.0,,,143,Counter(),0.0
Laughter in Hell,,,,,,81,Counter(),0.0
Crash Course,,,1988.0,,,249,Counter(),0.0
Blacksmith Scene,,,1893.0,,,35,Counter(),0.0
Blood Out,,,2011.0,,,54,Counter(),0.0
"Jeff, Who Lives at Home",4269426.0,"Comedy,Drama",2011.0,6.4,65823.0,106,Counter({'hollywood': 1}),0.009433962264150943
Behind Enemy Lines,91753202.0,,2001.0,,,365,"Counter({'pickup': 1, 'pickup truck': 1})",0.005479452054794521
House Hunting Mice,,,1948.0,,,32,Counter(),0.0
This Ain't Avatar XXX,,,2010.0,,,38,Counter(),0.0
Gumby: The Movie,62372000.0,,1995.0,,,82,Counter(),0.0
It's a Gift,,,1934.0,,,104,Counter(),0.0
Evil Angel,,"Horror,Mystery,Thriller",2009.0,5.3,1390.0,83,Counter(),0.0
Friendly Persuasion,,,1975.0,,,12,Counter({'civil war': 1}),0.08333333333333333
A Bride for Henry,,"Adventure,Comedy,Romance",1937.0,5.6,313.0,57,Counter(),0.0
Suburban Secrets,,,2004.0,,,123,Counter(),0.0
Perfume,,Drama,2001.0,3.6,1140.0,36,Counter(),0.0
Mermaids,,,2003.0,,,441,Counter(),0.0
A Simple Wish,8345056.0,"Comedy,Family,Fantasy",1997.0,5.3,5976.0,483,Counter({'motel': 1}),0.002070393374741201
After Jimmy,,,1996.0,,,24,Counter(),0.0
Prefontaine,589304.0,,1997.0,,,77,Counter({'campus': 1}),0.012987012987012988
Courting Condi,,"Documentary,Drama,Romance",2008.0,7.8,56.0,46,Counter(),0.0
Passion Fish,4814619.0,,1992.0,,,58,Counter(),0.0
Bullet to the Head,,,2013.0,,,29,Counter(),0.0
Travelling Salesman,,"Drama,Mystery,Sci-Fi",2012.0,5.8,1380.0,41,Counter(),0.0
Punch Drunks,,"Comedy,Short,Sport",1934.0,7.6,1544.0,164,Counter(),0.0
Love Potion No. 9,,,1992.0,,,159,Counter({'sorority': 1}),0.006289308176100629
Ambush at Cimarron Pass,,"Drama,Western",1958.0,5.2,895.0,39,"Counter({'western': 2, 'cowboy': 1})",0.07692307692307693
Love,,,,,,96,Counter(),0.0
Sioux City,,"Drama,Mystery,Thriller",1994.0,5.8,535.0,12,Counter(),0.0
Experiment Perilous,,"Film-Noir,Romance,Thriller",1944.0,6.3,2187.0,87,Counter(),0.0
Tomcats,13558739.0,Comedy,2001.0,5.3,20031.0,81,Counter(),0.0
N.Y.H.C.,,,,,,24,Counter(),0.0
Beyond the Forest,,"Drama,Film-Noir,Romance",1949.0,6.8,2828.0,67,Counter(),0.0
Breaking the Surface: The Greg Louganis Story,,,1997.0,,,82,Counter(),0.0
Misbehaving Husbands,,,1940.0,,,103,Counter(),0.0
Hello Down There,,"Comedy,Sci-Fi",1969.0,5.6,969.0,122,Counter({'liberty': 1}),0.00819672131147541
Alan & Naomi,,"Drama,Family",1992.0,6.7,490.0,21,Counter(),0.0
Pizza Man,,"Comedy,Crime,Mystery",1991.0,4.4,198.0,24,Counter({'hollywood': 1}),0.041666666666666664
SpongeBob's Atlantis SquarePantis,,,,,,365,Counter(),0.0
Grand Central Murder,,"Comedy,Crime,Drama",1942.0,6.5,1184.0,230,Counter({'broadway': 1}),0.004347826086956522
Chicago,,,1927.0,,,89,Counter({'hollywood': 2}),0.02247191011235955
Goofs and Saddles,,,1937.0,,,155,"Counter({'saloon': 1, 'hamburger': 1})",0.012903225806451613
Ride,5485295.0,Comedy,1998.0,4.4,849.0,62,Counter(),0.0
Pussyfoot,,,2008.0,,,47,Counter(),0.0
Justice League: Doom,,,2012.0,,,480,Counter(),0.0
Desert Hearts,,,1985.0,,,181,Counter(),0.0
The Palm Beach Story,,"Comedy,Romance",1942.0,7.5,13165.0,292,Counter({'hunting': 1}),0.003424657534246575
Brain Dead,,"Horror,Mystery,Sci-Fi",1990.0,5.9,5775.0,87,Counter({'high school': 1}),0.011494252873563218
Reds,50000000.0,,1981.0,,,237,Counter(),0.0
The Romance of Rosy Ridge,,"Romance,Western",1947.0,7.0,732.0,263,Counter({'civil war': 1}),0.0038022813688212928
Radio Flyer,4651977.0,,1992.0,,,97,Counter(),0.0
The Disappearance of Flight 412,,,1974.0,,,141,Counter(),0.0
Cutting Class,,"Comedy,Crime,Horror",1989.0,4.6,6347.0,394,"Counter({'hunting': 2, 'basketball': 1, 'hot dog': 1, 'yankee': 1})",0.012690355329949238
Summer of '42,32063634.0,"Drama,Romance",1971.0,7.2,9364.0,470,Counter({'marshmallow': 1}),0.002127659574468085
The Glass Slipper,1400000.0,"Family,Fantasy,Musical",1955.0,6.4,1629.0,340,Counter(),0.0
Severed: Forest of the Dead,,,2005.0,,,35,Counter(),0.0
Butch Camp,,,1996.0,,,315,Counter({'parade': 1}),0.0031746031746031746
Ellie Parker,,"Comedy,Drama",2005.0,5.6,4847.0,79,Counter({'hollywood': 3}),0.0379746835443038
Lucy,,,2003.0,,,286,Counter({'hollywood': 1}),0.0034965034965034965
The Adventures of Buckaroo Banzai Across the 8th Dimension,6227998.0,,1984.0,,,274,"Counter({'ford': 1, 'pickup': 1, 'pickup truck': 1})",0.010948905109489052
Strangers When We Meet,,"Drama,Romance",1960.0,7.1,2732.0,147,Counter(),0.0
The Ghost and the Darkness,75019405.0,"Adventure,Drama,Thriller",1996.0,6.8,66937.0,323,Counter(),0.0
Bad Company,3674841.0,"Crime,Drama,Thriller",1995.0,5.4,3391.0,350,"Counter({'supreme court': 1, 'vacation': 1})",0.005714285714285714
Alligator,,,1980.0,,,14,Counter(),0.0
Pooh's Heffalump Movie,52858433.0,,2005.0,,,352,Counter(),0.0
Double Whammy,,,2001.0,,,51,Counter(),0.0
The Toll of the Sea,,,1922.0,,,65,Counter(),0.0
Howard the Duck,37962774.0,"Action,Adventure,Comedy",1986.0,4.7,51989.0,412,Counter({'diner': 3}),0.007281553398058253
The Simple Things,,,1953.0,,,171,Counter({'flag': 1}),0.005847953216374269
Bad Biology,,,2008.0,,,56,Counter(),0.0
Border Vengeance,,Western,1935.0,4.1,74.0,62,Counter({'rodeo': 1}),0.016129032258064516
The Emperor's Candlesticks,,"Drama,History,Romance",1937.0,6.5,845.0,231,Counter(),0.0
Push-Button Kitty,,,1952.0,,,318,Counter({'baseball': 1}),0.0031446540880503146
Solarbabies,1579260.0,"Action,Adventure,Drama",1986.0,4.7,5095.0,178,Counter(),0.0
"Grips, Grunts and Groans",,,1937.0,,,111,Counter(),0.0
Sucker Free City,,,2004.0,,,73,Counter(),0.0
"Yes, We Have No Bonanza",,,1939.0,,,69,Counter({'saloon': 3}),0.043478260869565216
The Spanish Main,,"Adventure,Drama,Romance",1945.0,6.3,1925.0,51,Counter(),0.0
Noah's Ark,,"Drama,War",1928.0,6.7,957.0,301,Counter(),0.0
I Was a Teenage Frankenstein,,"Horror,Sci-Fi",1957.0,5.1,1072.0,189,Counter(),0.0
The Werewolf,,"Horror,Sci-Fi",1956.0,5.8,1964.0,42,Counter(),0.0
Baby Boom,26712476.0,"Comedy,Drama,Romance",1987.0,6.3,19557.0,157,Counter(),0.0
Bruce Almighty,484592874.0,,2003.0,,,390,Counter({'highway': 1}),0.002564102564102564
On Ice,,"Adventure,Animation,Comedy",1935.0,7.2,1934.0,60,Counter(),0.0
Tomorrow's Children,,,1934.0,,,45,Counter(),0.0
Ship Ahoy,,"Comedy,Musical,Mystery",1942.0,6.4,735.0,53,Counter(),0.0
Dark Harbor,,,1998.0,,,284,"Counter({'motel': 1, 'hunting': 1})",0.007042253521126761
The Black Godfather,,,1974.0,,,24,Counter(),0.0
Tension,,,1950.0,,,317,Counter({'barbecue': 1}),0.0031545741324921135
The Ice Storm,8038061.0,,1997.0,,,536,Counter(),0.0
The Mutant Chronicles,1627700.0,,2008.0,,,78,Counter(),0.0
FM,,"Comedy,Drama,Music",1978.0,6.3,1282.0,195,Counter(),0.0
Sailing for Madagascar,,"Drama,Short",2005.0,7.0,24.0,59,Counter(),0.0
Night in Manhattan,,"Musical,Short",1937.0,6.5,22.0,19,Counter(),0.0
Baby Boy,29381649.0,,2001.0,,,298,Counter({'motel': 1}),0.003355704697986577
Zombie Massacre,,,2010.0,,,36,Counter(),0.0
Flesh and the Devil,,"Drama,Romance",1926.0,7.6,4724.0,123,Counter(),0.0
True Confessions of a Hollywood Starlet,,,2008.0,,,173,"Counter({'hollywood': 3, 'high school': 1})",0.023121387283236993
The World Moves On,,"Drama,History,Romance",1934.0,5.9,495.0,37,Counter(),0.0
Kicking It Old Skool,4400000.0,,2007.0,,,448,Counter({'mall': 1}),0.002232142857142857
Gilda,,"Drama,Film-Noir,Romance",1946.0,7.6,36342.0,323,Counter(),0.0
Leaving Normal,,"Comedy,Drama",1992.0,6.5,1632.0,76,Counter(),0.0
Mad Love,,"Horror,Romance,Sci-Fi",1935.0,7.2,6033.0,260,Counter(),0.0
Star!,4000000.0,"Biography,Comedy,Drama",1968.0,6.4,2305.0,265,Counter({'broadway': 1}),0.0037735849056603774
Across the Hall,,,2006.0,,,48,Counter(),0.0
Crime by Night,,"Comedy,Drama,Mystery",1944.0,6.2,588.0,18,Counter(),0.0
The Gruesome Twosome,,"Horror,Mystery,Thriller",1967.0,4.8,1236.0,51,Counter(),0.0
"Clean, Shaven",,,1993.0,,,187,Counter(),0.0
Tape,490475.0,,2001.0,,,183,"Counter({'motel': 2, 'high school': 2, 'firefighter': 1})",0.0273224043715847
Betty Boop's Prize Show,,,1934.0,,,20,Counter(),0.0
Waitress,22179430.0,"Comedy,Drama,Romance",2007.0,7.0,49324.0,279,Counter({'diner': 3}),0.010752688172043012
Monstrosity,,,1964.0,,,32,Counter(),0.0
The Ballad of Cable Hogue,,"Comedy,Drama,Romance",1970.0,7.2,10746.0,367,"Counter({'saloon': 2, 'president': 1, 'western': 1})",0.010899182561307902
A Fine Feathered Frenzy,,,,,,175,Counter(),0.0
The Honey Pot,,"Comedy,Crime,Mystery",1967.0,6.7,3011.0,178,Counter(),0.0
Don't Lie,26274.0,,1942.0,,,10,Counter(),0.0
Wildflower: The Legendary California Triathlon,,,,,,63,Counter(),0.0
War Inc.,580862.0,,2008.0,,,461,Counter({'president': 2}),0.004338394793926247
Lovedolls Superstar,,,1986.0,,,86,"Counter({'freedom': 1, 'hollywood': 1})",0.023255813953488372
The 27th Day,,,1957.0,,,328,Counter({'freedom': 1}),0.003048780487804878
Airport,100489151.0,"Action,Drama,Thriller",1970.0,6.6,22634.0,242,Counter(),0.0
Beer,,,1985.0,,,24,Counter(),0.0
Urban Justice,,,2007.0,,,483,Counter(),0.0
Disraeli,,,1929.0,,,237,Counter(),0.0
Butch Jamie,,"Comedy,Romance",2007.0,4.7,193.0,48,Counter(),0.0
The Crazy World of Julius Vrooder,,"Comedy,Drama",1974.0,5.6,244.0,29,Counter({'highway': 1}),0.034482758620689655
The Violent Years,,"Crime,Drama,Film-Noir",1956.0,3.5,1857.0,118,Counter({'flag': 1}),0.00847457627118644
Lightning Bug,,Drama,2004.0,6.4,1400.0,117,Counter({'hollywood': 1}),0.008547008547008548
Bad Bascomb,,,1946.0,,,48,Counter(),0.0
They Were Expendable,,,1945.0,,,120,Counter(),0.0
Tom and Jerry: A Nutcracker Tale,,,2007.0,,,354,Counter(),0.0
The Shaggy Dog,,"Comedy,Family,Fantasy",1959.0,6.4,5702.0,324,Counter({'hot rod': 2}),0.006172839506172839
Puppet Master: The Legacy,,,2004.0,,,804,Counter(),0.0
Test Pilot,,"Drama,Romance",1938.0,6.8,2793.0,117,Counter(),0.0
What Alice Found,,"Crime,Drama",2003.0,6.5,1053.0,60,"Counter({'college life': 1, 'highway': 1})",0.03333333333333333
Last Stand of the 300,,,2007.0,,,82,Counter(),0.0
Bonnie Scotland,,Comedy,1935.0,6.7,2145.0,35,Counter(),0.0
Untamed,2500000.0,"Adventure,Drama,Romance",1955.0,6.1,925.0,129,Counter({'settlers': 1}),0.007751937984496124
Written on the Wind,,,1956.0,,,152,Counter(),0.0
Never Forget,,,1991.0,,,62,Counter(),0.0
Remedy,,,2005.0,,,20,Counter(),0.0
Black Dragons,,"Horror,Thriller,War",1942.0,4.3,1307.0,40,Counter(),0.0
Altered States,19853892.0,,1980.0,,,166,Counter(),0.0
Permanent Vacation,,"Comedy,Drama",1980.0,6.1,10991.0,20,Counter(),0.0
Straight Out of Brooklyn,,"Crime,Drama",1991.0,5.8,680.0,170,Counter(),0.0
Neon Maniacs,,"Horror,Sci-Fi,Thriller",1986.0,5.0,3103.0,55,"Counter({'high school': 2, 'hollywood': 1})",0.05454545454545454
Dance Party USA,,,2006.0,,,52,Counter({'fireworks': 1}),0.019230769230769232
Barb Wire,3793614.0,,1996.0,,,226,"Counter({'civil war': 2, 'freedom': 1})",0.01327433628318584
Manhattan,39946780.0,"Comedy,Drama,Romance",1979.0,7.8,149350.0,251,Counter({'amendment': 1}),0.00398406374501992
Coyote Ugly,113916474.0,,2000.0,,,186,"Counter({'diner': 1, 'saloon': 1})",0.010752688172043012
Head of State,38620484.0,Comedy,2003.0,5.5,21505.0,143,"Counter({'election': 3, 'president': 2, 'mount rushmore': 1})",0.04195804195804196
Confederate Honey,,,,,,211,"Counter({'bluegrass': 1, 'jazz': 1})",0.009478672985781991
Article 99,6375979.0,,1992.0,,,14,Counter(),0.0
Springtime for Thomas,,,,,,246,"Counter({'barbecue': 1, 'baseball': 1})",0.008130081300813009
Sam Whiskey,,,1967.0,,,44,Counter(),0.0
Verboten!,,,1959.0,,,39,Counter(),0.0
Some of My Best Friends Are...,,Drama,1971.0,5.9,400.0,16,Counter(),0.0
Street Racer,,,2008.0,,,46,Counter(),0.0
One Girl's Confession,,"Action,Crime,Drama",1953.0,6.4,657.0,164,Counter({'vacation': 1}),0.006097560975609756
Diary of a Mad Black Woman,50652203.0,"Comedy,Drama,Romance",2005.0,5.7,16185.0,327,Counter({'diner': 1}),0.0030581039755351682
Brink of Disaster!,,Short,1972.0,5.1,19.0,26,Counter({'baseball': 1}),0.038461538461538464
Up for Grabs,,,2005.0,,,146,Counter({'baseball': 1}),0.00684931506849315
Follow Me Quietly,,"Crime,Drama,Film-Noir",1949.0,6.5,2036.0,46,Counter(),0.0
Thou Shalt Not Kill... Except,,,1985.0,,,102,Counter(),0.0
Bratz: Starrin & Stylin',,,2004.0,,,325,"Counter({'prom': 9, 'mall': 1})",0.03076923076923077
Lust for Life,1600000.0,"Biography,Drama",1956.0,7.3,12681.0,73,Counter(),0.0
Delta Force 2: The Colombian Connection,,,1990.0,,,299,Counter(),0.0
Punch-Drunk Love,24665649.0,"Comedy,Drama,Romance",2002.0,7.3,181937.0,221,Counter(),0.0
It's My Turn,,,1980.0,,,54,"Counter({'baseball': 1, 'yankee': 1})",0.037037037037037035
The Mark of Zorro,,,1920.0,,,118,Counter(),0.0
San Quentin,,"Crime,Drama,Film-Noir",1937.0,6.5,2276.0,156,Counter(),0.0
Maid in Manhattan,154906693.0,"Comedy,Drama,Romance",2002.0,5.4,97806.0,279,Counter({'president': 1}),0.0035842293906810036
The Magician,,"Drama,Fantasy,Horror",1926.0,6.8,900.0,194,Counter(),0.0
David,,,1988.0,,,57,Counter(),0.0
Mystery Men,33461011.0,,1999.0,,,254,Counter(),0.0
Billion Dollar Limited,,,,,,246,Counter({'costume': 1}),0.0040650406504065045
The Organization,,"Action,Crime,Drama",1971.0,6.0,2229.0,206,Counter(),0.0
Much Ado About Mousing,,,,,,366,Counter(),0.0
Back by Midnight,,,2005.0,,,608,"Counter({'sheriff': 12, 'fishing trip': 1, 'deputy': 1})",0.023026315789473683
Doctor X,,"Comedy,Crime,Horror",1932.0,6.4,4415.0,399,Counter(),0.0
Strawberry Shortcake in Big Apple City,,,,,,49,Counter(),0.0
Rocky IV,300473716.0,"Drama,Sport",1985.0,6.9,231048.0,357,"Counter({'patriotic': 2, 'patriotism': 1})",0.008403361344537815
When Zachary Beaver Came to Town,,"Comedy,Drama,Family",2003.0,5.7,863.0,128,Counter(),0.0
Porky in Egypt,,"Animation,Comedy,Family",1938.0,6.2,492.0,80,Counter(),0.0
All The Boys Love Mandy Lane,1893697.0,,2008.0,,,350,"Counter({'high school': 1, 'fireworks': 1, 'jeep': 1, 'hunting': 1})",0.011428571428571429
Beatrice Wood: Mama of Dada,,,1993.0,,,52,Counter(),0.0
Shark Night 3D,40136479.0,,2011.0,,,309,"Counter({'vacation': 1, 'sheriff': 1})",0.006472491909385114
Behind the Green Door,50000000.0,"Adult,Drama",1972.0,5.8,2364.0,50,Counter({'jazz': 1}),0.02
No Time for Comedy,,"Comedy,Drama,Romance",1940.0,6.2,1260.0,130,Counter(),0.0
Charlie Bartlett,5254986.0,"Comedy,Drama,Romance",2007.0,6.9,67139.0,268,Counter(),0.0
The Exorcist III,39024251.0,"Drama,Horror,Mystery",1990.0,6.5,40330.0,396,Counter(),0.0
Bug,,,2002.0,,,13,Counter(),0.0
Wild Thing,,"Action,Drama,Thriller",1987.0,5.2,741.0,72,Counter(),0.0
Yogi's Great Escape,,,,,,317,"Counter({'western': 1, 'sheriff': 1, 'mount rushmore': 1, 'president': 1})",0.012618296529968454
Bushy Hare,,,,,,141,Counter(),0.0
Give a Girl a Break,,,1953.0,,,51,Counter({'broadway': 1}),0.0196078431372549
The Thin Man Goes Home,,,1945.0,,,206,Counter(),0.0
The Three Muscatels,,,1991.0,,,51,Counter(),0.0
The Fabulous Baker Boys,18428904.0,,1989.0,,,478,Counter({'jazz': 4}),0.008368200836820083
Dorf Goes Auto Racing,,,1990.0,,,31,Counter(),0.0
Carmen,,Drama,1915.0,6.3,1108.0,22,Counter(),0.0
Chariots of Fur,,,,,,454,Counter({'costume': 2}),0.004405286343612335
Daddy-Long-Legs,,"Comedy,Drama",1919.0,6.6,1490.0,110,Counter(),0.0
Stonehenge Apocalypse,,,2010.0,,,91,Counter(),0.0
Wife and Auto Trouble,,"Comedy,Romance,Short",1916.0,5.4,203.0,69,Counter(),0.0
House Cleaning Blues,,,1937.0,,,55,Counter(),0.0
My Scene Goes Hollywood,,,2005.0,,,119,Counter({'high school': 1}),0.008403361344537815
North,,"Adventure,Comedy,Drama",1994.0,4.5,14970.0,366,"Counter({'mall': 2, 'cowboy': 1, 'highway': 1})",0.01092896174863388
House on Haunted Hill,40846082.0,,1999.0,,,540,Counter({'halloween': 1}),0.001851851851851852
The Extraordinary Seaman,,"Adventure,Comedy,War",1969.0,3.4,835.0,17,Counter(),0.0
The Siege of Firebase Gloria,,,1989.0,,,72,Counter(),0.0
The Guardian,17037887.0,"Drama,Fantasy,Horror",1990.0,5.4,6561.0,663,Counter({'jeep': 2}),0.0030165912518853697
Scanners: The Showdown,,,1995.0,,,14,Counter(),0.0
Belle Starr,,,1941.0,,,55,Counter({'yankee': 1}),0.01818181818181818
Ruby Sparks,6467587.0,"Comedy,Drama,Fantasy",2012.0,7.2,106284.0,390,Counter(),0.0
My Chauffeur,3883652.0,Comedy,1986.0,5.5,2192.0,476,"Counter({'motel': 1, 'highway': 1, 'hillbilly': 1})",0.0063025210084033615
Dancing In the Dark,,,1949.0,,,37,Counter({'broadway': 1}),0.02702702702702703
In search of a midnight kiss,,,2007.0,,,43,Counter(),0.0
Dawg,,,2002.0,,,45,Counter(),0.0
Barbarosa,,"Comedy,Drama,Romance",1982.0,6.3,2157.0,815,"Counter({'civil war': 1, 'barbecue': 1})",0.00245398773006135
How to Train Your Dragon,494878759.0,"Action,Adventure,Animation",2010.0,8.1,819838.0,386,Counter(),0.0
The Nines,130880.0,"Drama,Fantasy,Mystery",2007.0,6.2,34843.0,382,Counter(),0.0
Project Shadowchaser IV,,,1996.0,,,18,Counter(),0.0
Perfect Body,,,1997.0,,,116,Counter(),0.0
The Trail of the Lonesome Pine,1665838.0,"Adventure,Drama,Romance",1936.0,6.8,1397.0,101,Counter(),0.0
Beautiful Girl,,,2003.0,,,371,Counter({'high school': 1}),0.0026954177897574125
Dick Tracy vs. Cueball,,"Action,Crime,Family",1946.0,5.9,1478.0,31,Counter(),0.0
Gold Diggers in Paris,,"Comedy,Musical,Romance",1938.0,5.8,521.0,157,Counter(),0.0
The Noose Hangs High,,Comedy,1948.0,6.6,1202.0,173,Counter(),0.0
The Hills Have Eyes,69623713.0,,2006.0,,,436,Counter({'flag': 1}),0.0022935779816513763
Mama Loves Papa,,,,,,38,Counter(),0.0
The Great Flamarion,,,1945.0,,,34,Counter(),0.0
Norbit,159313561.0,,2007.0,,,355,Counter(),0.0
Impostor,8145549.0,,2001.0,,,169,Counter(),0.0
A Dangerous Profession,,"Crime,Drama,Film-Noir",1949.0,6.0,754.0,37,Counter(),0.0
My Name is Jerry,,,2009.0,,,69,Counter(),0.0
Southbound Duckling,,,1955.0,,,232,Counter(),0.0
Kicking the Dog,,,2009.0,,,64,Counter({'high school': 1}),0.015625
American Son,,,2008.0,,,56,Counter(),0.0
You Never Can Tell,,,,,,19,Counter(),0.0
Blazing the Overland Trail,,,1956.0,,,27,Counter(),0.0
Puppy Tale,,,1954.0,,,212,Counter(),0.0
She's Oil Mine,,"Comedy,Short",1941.0,6.0,156.0,19,Counter(),0.0
Mutant Swinger from Mars,,,2003.0,,,20,Counter(),0.0
Metamorphosis: The Alien Factor,,"Horror,Sci-Fi,Thriller",1990.0,5.0,1157.0,23,Counter(),0.0
Future War,,,1997.0,,,153,Counter(),0.0
You Ruined My Life,,,1987.0,,,88,Counter(),0.0
Primal,,,2009.0,,,15,Counter(),0.0
"Christmas Miracle in Caufield, U.S.A.",,,1977.0,,,42,Counter(),0.0
A Little Piece of Heaven,,,1991.0,,,30,Counter(),0.0
Madea's Big Happy Family,53345287.0,"Comedy,Drama",2011.0,4.8,8743.0,371,Counter(),0.0
Hells Angels on Wheels,,,1967.0,,,152,Counter({'hunting': 1}),0.006578947368421052
Patria,,"Action,Drama",1917.0,6.4,42.0,28,Counter(),0.0
Benny & Joon,23261580.0,"Comedy,Drama,Romance",1993.0,7.1,62765.0,292,Counter({'diner': 2}),0.00684931506849315
Crossroads,61141030.0,,2002.0,,,318,"Counter({'motel': 2, 'high school': 1, 'high school graduation': 1, 'buick': 1})",0.015723270440251572
Brooklyn's Finest,36027986.0,,2009.0,,,380,Counter(),0.0
Where the Sidewalk Ends,,"Crime,Drama,Film-Noir",1950.0,7.6,10254.0,145,Counter(),0.0
Buffalo Bill,,"Drama,Western",1944.0,6.4,1742.0,75,"Counter({'senator': 1, 'hunting': 1, 'wild west': 1})",0.04
Soccer Dog: The Movie,,"Comedy,Family,Sport",1999.0,3.2,1783.0,297,Counter(),0.0
Pieces of April,3272028.0,,2003.0,,,85,"Counter({'thanksgiving': 1, 'suburbia': 1})",0.023529411764705882
Burlesque,89657398.0,"Drama,Music,Musical",2010.0,6.4,94678.0,330,Counter(),0.0
The Great Commandment,,"Drama,Romance",1939.0,6.0,141.0,315,Counter(),0.0
The Sentimental Engine Slayer,,Drama,2010.0,6.5,184.0,111,Counter(),0.0
Charlotte Sometimes,150445.0,,2002.0,,,63,Counter(),0.0
Opie Gets Laid,,,2009.0,,,52,Counter(),0.0
Dog Trouble,,,,,,353,Counter(),0.0
Cookoo Cavaliers,,,1940.0,,,46,Counter({'saloon': 3}),0.06521739130434782
Darkman,48878502.0,,1990.0,,,391,Counter(),0.0
Cardiac Arrest,,,1980.0,,,30,Counter(),0.0
Scream for Help,,,1984.0,,,10,Counter(),0.0
Larry-Boy and the Rumor Weed,,,1999.0,,,430,Counter(),0.0
Monkeybone,7622365.0,,2001.0,,,344,Counter(),0.0
When the Bough Breaks,,,1994.0,,,32,Counter(),0.0
The Night Holds Terror,,"Crime,Drama,Film-Noir",1955.0,6.3,1101.0,52,Counter(),0.0
Just Before Dawn,,"Horror,Thriller",1981.0,6.0,7341.0,364,Counter({'hunting': 1}),0.0027472527472527475
Capturing the Friedmans,,"Biography,Crime,Documentary",2003.0,7.6,27594.0,206,Counter(),0.0
Murder at Glen Athol,,,1936.0,,,13,Counter(),0.0
The Lightkeepers,,,2010.0,,,21,Counter({'vacation': 1}),0.047619047619047616
Private Parts,,,1972.0,,,62,Counter(),0.0
The Miracle Man,,,1919.0,,,155,Counter(),0.0
One False Move,,"Crime,Drama,Thriller",1991.0,7.1,14761.0,337,"Counter({'sheriff': 1, 'hollywood': 1})",0.005934718100890208
Unbreakable,248118121.0,,2000.0,,,343,Counter(),0.0
Cop Land,44862187.0,"Crime,Drama,Thriller",1997.0,7.0,108989.0,374,"Counter({'deputy': 3, 'sheriff': 1, 'president': 1})",0.013368983957219251
Ma and Pa Kettle on Vacation,2200000.0,,1953.0,,,29,Counter(),0.0
Saving Shiloh,,"Crime,Drama,Family",2006.0,6.2,962.0,171,Counter({'hunting': 1}),0.005847953216374269
Rambo III,189015611.0,"Action,Adventure,Thriller",1988.0,5.8,142629.0,232,Counter(),0.0
The Slender Thread,,Drama,1965.0,7.0,2537.0,40,Counter(),0.0
Bugs Bunny's Christmas Carol,,,1979.0,,,173,Counter(),0.0
Fifty-Fifty,,,1925.0,,,73,Counter(),0.0
The Brute Man,,,1946.0,,,355,Counter({'college football': 1}),0.0028169014084507044
"PS, I Love You",156835339.0,,2007.0,,,219,"Counter({'vacation': 1, 'fishing trip': 1})",0.0091324200913242
Skyscraper,,,1997.0,,,151,Counter(),0.0
I Can Make You Love Me,,,1993.0,,,873,"Counter({'silicon valley': 1, 'vacation': 1, 'pickup': 1, 'cola': 1})",0.004581901489117984
Hare Do,,,,,,149,Counter({'hunting': 1}),0.006711409395973154
Hollywood Outlaw Movie,,,,,,279,Counter({'hollywood': 3}),0.010752688172043012
"Lucy Must Be Traded, Charlie Brown",,,2003.0,,,137,Counter({'baseball': 1}),0.0072992700729927005
Familiar Strangers,34068.0,"Comedy,Drama",2008.0,5.6,507.0,88,Counter({'thanksgiving': 1}),0.011363636363636364
Fever Lake,,,1996.0,,,18,Counter(),0.0
Sherlock Holmes and the Voice of Terror,,,1942.0,,,364,Counter(),0.0
No Strings Attached,147780440.0,"Comedy,Romance",2011.0,6.2,247053.0,321,Counter({'summer camp': 1}),0.003115264797507788
Luster,,,2002.0,,,313,Counter(),0.0
Stand Against Fear,,,1996.0,,,27,Counter({'cheerleader': 1}),0.037037037037037035
Imaginary Larry,,,,,,108,Counter(),0.0
Ada,,"Drama,Romance",1961.0,6.6,1109.0,160,Counter({'election': 1}),0.00625
Duel Personalities,,"Comedy,Family,Short",1939.0,6.6,94.0,45,Counter(),0.0
The Sheik,,"Adventure,Drama,Romance",1921.0,6.2,3746.0,314,"Counter({'independence': 1, 'costume': 1, 'western': 1})",0.009554140127388535
Captain America,,"Action,Adventure,Sci-Fi",1944.0,5.2,1148.0,138,Counter(),0.0
Rock Prophecies,,"Documentary,Music",2009.0,6.8,174.0,63,Counter(),0.0
