title,box_office,genres_IMDB,release_year,averageRating,numVotes,Total_tokens,Tokens_US_frequencies,Percentage_american_culture_lexicon
Simanaheen,,,2012.0,,,57,Counter(),0.0
Where the Money Is,5661798.0,,2000.0,,,46,"Counter({'high school': 1, 'prom': 1})",0.043478260869565216
Dear Wendy,,,2005.0,,,656,"Counter({'sheriff': 4, 'deputy': 2, 'western': 1})",0.010670731707317074
The Borrowers,,,1973.0,,,60,Counter(),0.0
Cold Fever,,,1996.0,,,175,Counter(),0.0
Becoming dick,,,2000.0,,,74,Counter(),0.0
Air Bud: Seventh Inning Fetch,,,2002.0,,,65,Counter({'baseball': 2}),0.03076923076923077
Shanghai Kiss,,"Comedy,Drama,Romance",2007.0,6.6,5457.0,509,"Counter({'hollywood': 4, 'bourbon': 1, 'high school': 1, 'prom': 1})",0.0137524557956778
The Good Girl,16856124.0,,2002.0,,,380,"Counter({'motel': 5, 'rodeo': 4, 'pickup': 1, 'pickup truck': 1})",0.02894736842105263
Oscar and Lucinda,1897404.0,"Drama,Romance",1997.0,6.5,7266.0,86,Counter(),0.0
The Air I Breathe,25775.0,"Crime,Drama,Thriller",2007.0,6.7,35085.0,379,Counter(),0.0
Paranoid Park,4545747.0,,2007.0,,,122,Counter({'skateboard': 4}),0.03278688524590164
Flight from Ashiya,,,1964.0,,,47,Counter(),0.0
Kevin of the North,,,2001.0,,,437,Counter({'sheriff': 1}),0.002288329519450801
Frailty,17423030.0,"Crime,Drama,Thriller",2001.0,7.2,93688.0,447,Counter({'sheriff': 3}),0.006711409395973154
Maximum Surge,,,2003.0,,,20,Counter(),0.0
French Kiss,101982854.0,,1995.0,,,394,Counter(),0.0
Above the Law,18869631.0,"Action,Crime,Drama",1988.0,6.0,35324.0,242,Counter({'senator': 1}),0.004132231404958678
Wild Cherry,,,2009.0,,,41,Counter({'high school': 2}),0.04878048780487805
Chimes at Midnight,,,1965.0,,,617,Counter({'sheriff': 2}),0.0032414910858995136
Harry Potter and the Philosopher's Stone,974755371.0,,2001.0,,,498,Counter(),0.0
Jane Eyre,,Drama,1970.0,6.4,1214.0,89,Counter(),0.0
Try Seventeen,,"Comedy,Drama",2002.0,6.0,6296.0,56,Counter(),0.0
1492 Conquest of Paradise,7191399.0,,1992.0,,,349,Counter({'settlers': 1}),0.0028653295128939827
"Up, Up, and Away",,,2000.0,,,438,Counter(),0.0
Lords of Dogtown,13411957.0,"Biography,Drama,Sport",2005.0,7.1,58960.0,389,Counter({'backyard': 1}),0.002570694087403599
"I, Frankenstein",,,2013.0,,,14,Counter(),0.0
The Incredible Journey,,"Adventure,Drama,Family",1963.0,7.0,5361.0,54,Counter({'hunting': 1}),0.018518518518518517
The Man on the Eiffel Tower,,,1949.0,,,32,Counter(),0.0
Jo Bole So Nihaal,,,2005.0,,,100,Counter({'president': 1}),0.01
Savage Planet,,,2006.0,,,62,Counter(),0.0
The Claim,,"Drama,Romance,Western",2000.0,6.3,6688.0,299,"Counter({'saloon': 2, 'gold rush': 1})",0.010033444816053512
The Cannonball Run,205633900.0,,1981.0,,,507,"Counter({'highway': 2, 'dodge': 1, 'nascar': 1, 'chevrolet': 1, 'senator': 1, 'roadside': 1})",0.013806706114398421
Unleashed,50871113.0,,2005.0,,,352,Counter(),0.0
Australia,211342221.0,"Adventure,Drama,Romance",2008.0,6.6,131062.0,363,Counter(),0.0
Safe House,202482728.0,"Action,Thriller",2012.0,6.7,240824.0,327,Counter({'deputy': 1}),0.0030581039755351682
Sleepy Hollow,206071502.0,,1999.0,,,190,Counter({'western': 1}),0.005263157894736842
Personal Effects,,,2009.0,,,65,Counter(),0.0
Seed of Chucky,24829644.0,,2004.0,,,429,Counter({'hollywood': 1}),0.002331002331002331
Shorts,28972508.0,"Adventure,Comedy,Family",2009.0,4.7,8124.0,854,"Counter({'costume': 2, 'hollywood': 1})",0.00351288056206089
The Cell,104155843.0,"Crime,Horror,Sci-Fi",2000.0,6.4,111044.0,171,Counter(),0.0
Rage,,"Drama,Thriller",1966.0,6.3,815.0,27,Counter(),0.0
Out for a Kill,,,2003.0,,,245,Counter(),0.0
I Remember Better When I Paint,,,,,,65,Counter({'president': 1}),0.015384615384615385
"Girl, Interrupted",48350205.0,"Biography,Drama",1999.0,7.3,218075.0,418,Counter(),0.0
An Old Fashioned Thanksgiving,,,2008.0,,,43,"Counter({'turkey': 1, 'thanksgiving': 1})",0.046511627906976744
Pokemon: Diamond and Pearl The Movie,42238454.0,,2007.0,,,877,Counter(),0.0
Casino,116112375.0,,1995.0,,,390,Counter({'senator': 1}),0.002564102564102564
The Witches,10360553.0,"Adventure,Comedy,Family",1990.0,6.8,56195.0,727,Counter(),0.0
Ripley's Game,,,2004.0,,,222,Counter(),0.0
The White Dawn,,"Adventure,Drama,History",1974.0,7.0,964.0,25,Counter(),0.0
A Christmas Carol,,,1984.0,,,84,Counter(),0.0
Population 436,,,2006.0,,,276,"Counter({'sheriff': 1, 'deputy': 1})",0.007246376811594203
Atlantis,,,1992.0,,,12,Counter(),0.0
The First Grader,714722.0,,2010.0,,,461,"Counter({'president': 1, 'freedom': 1})",0.004338394793926247
A Pumpkin Full of Nonsense,,,1985.0,,,100,Counter({'halloween': 1}),0.01
Kinsey,16918723.0,"Biography,Drama,Romance",2004.0,7.1,51430.0,334,Counter(),0.0
Lake Placid,56870414.0,,1999.0,,,231,"Counter({'sheriff': 1, 'deputy': 1})",0.008658008658008658
Absolute Evil,,"Drama,Thriller",2009.0,2.8,248.0,20,Counter(),0.0
The Color of Friendship,,,2000.0,,,381,"Counter({'fries': 1, 'mall': 1, 'freedom': 1, 'flag': 1})",0.010498687664041995
The Wicker Man,38755073.0,"Horror,Mystery,Thriller",2006.0,3.8,72565.0,228,"Counter({'costume': 2, 'parade': 2})",0.017543859649122806
Nowhere,194201.0,,1997.0,,,234,Counter({'elvis': 1}),0.004273504273504274
The Man in the Iron Mask,182968902.0,"Action,Adventure,Drama",1998.0,6.5,181563.0,664,Counter({'parade': 1}),0.0015060240963855422
Shark Attack 3: Megalodon,,,2002.0,,,20,Counter(),0.0
Chasing Liberty,12313323.0,,2004.0,,,370,"Counter({'president': 4, 'parade': 2, 'liberty': 1, 'freedom': 1})",0.021621621621621623
Annie: A Royal Adventure!,,,1995.0,,,38,Counter(),0.0
The Ultimate Christmas Present,,,2000.0,,,290,Counter(),0.0
Testosterone,,,2004.0,,,66,Counter(),0.0
The Brave Little Toaster,,"Adventure,Animation,Family",1987.0,7.2,28209.0,286,Counter(),0.0
Cheerleader Camp,,,1987.0,,,40,"Counter({'cheerleader': 1, 'cheerleading': 1})",0.05
Greenfingers,,,2001.0,,,52,Counter({'freedom': 1}),0.019230769230769232
Revelation,,,1998.0,,,419,Counter(),0.0
The Assassination of Jesse James by the Coward Robert Ford,15001776.0,,2007.0,,,357,Counter({'ford': 10}),0.028011204481792718
I Shot Andy Warhol,1875527.0,"Biography,Drama",1996.0,6.6,7216.0,121,Counter(),0.0
Goal!,27610873.0,,2005.0,,,371,Counter(),0.0
Finding Rin Tin Tin,,"Comedy,Drama,Family",2007.0,5.1,584.0,33,Counter(),0.0
The Matador,17297244.0,"Comedy,Crime,Thriller",2005.0,6.7,46686.0,260,Counter(),0.0
Who Am I?,38852845.0,,1998.0,,,230,Counter(),0.0
Seven Psychopaths,12290017.0,,2012.0,,,60,Counter(),0.0
Blood and Wine,,,1997.0,,,56,Counter(),0.0
American Pie Presents: The Naked Mile,,,2006.0,,,376,"Counter({'fraternity': 3, 'campus': 2, 'high school': 1, 'road trip': 1})",0.018617021276595744
Nothing But Life,,"Comedy,Drama",2004.0,6.8,41.0,33,Counter(),0.0
Maria Full of Grace,12594630.0,"Crime,Drama",2004.0,7.4,36506.0,160,Counter({'motel': 1}),0.00625
Face of the Screaming Werewolf,,Horror,1964.0,2.7,482.0,26,Counter(),0.0
Monster Dog,,,1984.0,,,473,"Counter({'sheriff': 2, 'deputy': 2, 'drive in': 1})",0.010570824524312896
Be Kind Rewind,30575373.0,Comedy,2008.0,6.4,94943.0,409,Counter({'jazz': 1}),0.0024449877750611247
Red Planet,33463969.0,,2000.0,,,264,Counter(),0.0
You and I,,,2010.0,,,80,Counter(),0.0
Son of the Mask,57552641.0,,2005.0,,,326,"Counter({'halloween': 1, 'costume': 1})",0.006134969325153374
Stone's War,,,2011.0,,,42,Counter(),0.0
The Beautiful Country,,,2004.0,,,315,Counter(),0.0
Batman Returns,266822354.0,"Action,Crime,Fantasy",1992.0,7.1,334403.0,354,"Counter({'costume': 1, 'election': 1})",0.005649717514124294
Incendiary,,"Drama,Romance,Thriller",2008.0,5.8,9144.0,135,Counter(),0.0
Starship Troopers 3: Marauder,,,2008.0,,,420,Counter(),0.0
Saturn 3,9000000.0,,1980.0,,,213,Counter(),0.0
Captain Corelli's Mandolin,62112895.0,,2001.0,,,197,Counter(),0.0
I Saw Mommy Kissing Santa Claus,,"Comedy,Family",2001.0,4.9,1465.0,88,Counter(),0.0
Agent Cody Banks,58795814.0,"Action,Adventure,Comedy",2003.0,5.1,37563.0,349,"Counter({'high school': 1, 'summer camp': 1})",0.0057306590257879654
FeardotCom,18902015.0,,2002.0,,,170,Counter(),0.0
The Secret of Santa Vittoria,,,1969.0,,,84,Counter(),0.0
The Man With the Screaming Brain,,,2005.0,,,277,Counter(),0.0
Percy Jackson & the Olympians: The Lightning Thief,,"Adventure,Family,Fantasy",2010.0,5.9,206387.0,406,Counter({'hollywood': 1}),0.0024630541871921183
The Motorcycle Diaries,,,2004.0,,,310,Counter(),0.0
Hollywood Vice Squad,,"Action,Comedy,Crime",1986.0,4.8,679.0,19,Counter({'hollywood': 1}),0.05263157894736842
Il Giorno prima,,,,,,29,Counter(),0.0
Blood Diamond,171407179.0,,2006.0,,,336,Counter(),0.0
Bad Santa,76057639.0,,2003.0,,,373,"Counter({'mall': 9, 'motel': 1})",0.02680965147453083
Me Without You,,Drama,2001.0,6.7,4884.0,332,Counter(),0.0
Gangs of New York,193772504.0,"Crime,Drama",2002.0,7.5,480629.0,532,"Counter({'flag': 1, 'sheriff': 1, 'election': 1})",0.005639097744360902
The Savage is Loose,,,1974.0,,,38,Counter(),0.0
Dracula II Ascension,,,2003.0,,,238,Counter(),0.0
The Thorn Birds: The Missing Years,,,,,,195,Counter(),0.0
Psychomania,,,1971.0,,,118,Counter(),0.0
Uninvited,,,2000.0,,,37,Counter({'high school': 1}),0.02702702702702703
Arctic Blue,,"Action,Thriller",1993.0,5.1,1157.0,15,Counter(),0.0
Dead Man Walking,83088295.0,"Crime,Drama",1995.0,7.5,103167.0,163,Counter(),0.0
On the Beach,,,2000.0,,,56,Counter(),0.0
John Tucker Must Die,68824526.0,,2006.0,,,359,"Counter({'cheerleader': 1, 'cheerleading': 1})",0.005571030640668524
Punk attitude,,,2005.0,,,76,Counter(),0.0
Mother and Child,4980736.0,,2009.0,,,107,Counter(),0.0
Khuda Ke Liye,2432378.0,,2007.0,,,217,Counter(),0.0
The Young Americans,,,1993.0,,,18,Counter(),0.0
Practical Magic,68336997.0,"Comedy,Drama,Fantasy",1998.0,6.3,97823.0,319,Counter(),0.0
The Incredible Crash Dummies,,,1993.0,,,90,Counter(),0.0
Smokin' Aces,57103895.0,,2006.0,,,412,Counter({'deputy': 1}),0.0024271844660194173
Blade II,155010032.0,"Action,Horror,Sci-Fi",2002.0,6.7,240438.0,459,Counter(),0.0
Fedora,,"Drama,Romance",1978.0,6.8,5348.0,148,Counter({'hollywood': 1}),0.006756756756756757
Undertaking Betty,,,2005.0,,,92,Counter(),0.0
Space Invasion of Lapland,,,1959.0,,,16,Counter(),0.0
A Dangerous Man,,,2010.0,,,458,"Counter({'motel': 3, 'bourbon': 1, 'highway': 1})",0.010917030567685589
City of Joy,,,1992.0,,,125,Counter(),0.0
Cadet Kelly,,,2002.0,,,321,Counter(),0.0
Breathless,67464.0,,1960.0,,,226,Counter(),0.0
The Man with Rain in His Shoes,,"Comedy,Drama,Fantasy",1998.0,6.1,2829.0,28,Counter(),0.0
Love Liza,,"Comedy,Drama",2002.0,6.9,8865.0,99,Counter(),0.0
Dawn of the Mummy,,Horror,1981.0,3.8,1361.0,21,Counter(),0.0
Never Forever,,,2007.0,,,27,Counter(),0.0
Ultraman: The Adventure Begins,,,1987.0,,,70,Counter({'mount rushmore': 1}),0.014285714285714285
Starchaser: The Legend of Orin,3360800.0,,1985.0,,,543,Counter({'freedom': 2}),0.003683241252302026
The Invention of Lying,32054454.0,"Comedy,Fantasy,Romance",2009.0,6.4,151643.0,411,Counter(),0.0
Lawrence of Arabia,,,1962.0,,,434,Counter(),0.0
Down by Law,,"Comedy,Crime,Drama",1986.0,7.7,56215.0,84,Counter(),0.0
Avanti!,,,1972.0,,,114,Counter(),0.0
Bully,480811.0,,2001.0,,,652,Counter({'baseball': 1}),0.0015337423312883436
One More Time,,"Comedy,Thriller",1970.0,5.0,554.0,30,Counter(),0.0
Nuremberg,,,2000.0,,,375,Counter({'president': 1}),0.0026666666666666666
Captain America,,"Action,Adventure,Sci-Fi",1990.0,3.2,15397.0,390,"Counter({'president': 6, 'white house': 1, 'costume': 1})",0.020512820512820513
The Tigger Movie,96159800.0,,2000.0,,,364,Counter(),0.0
March or Die,,,1977.0,,,353,Counter(),0.0
Down with Love,39468111.0,"Comedy,Romance",2003.0,6.3,45011.0,393,Counter(),0.0
From Prada to Nada,3836357.0,"Action,Comedy,Drama",2011.0,5.5,15784.0,371,"Counter({'backyard': 1, 'independence': 1})",0.005390835579514825
Dark Blue,9059588.0,"Crime,Drama,Thriller",2002.0,6.6,24512.0,473,Counter({'motel': 1}),0.0021141649048625794
It!,,,1966.0,,,695,Counter(),0.0
Little Buddha,4858139.0,,1994.0,,,210,Counter(),0.0
Happily N'Ever After,38085778.0,,2007.0,,,306,Counter({'vacation': 2}),0.006535947712418301
Question 7,,,,,,67,Counter(),0.0
Cold Mountain,173013509.0,"Adventure,Drama,Romance",2003.0,7.2,158331.0,167,Counter({'civil war': 1}),0.005988023952095809
Heist,28510652.0,"Action,Crime,Drama",2001.0,6.5,39533.0,330,Counter(),0.0
I Bought a Vampire Motorcycle,,"Comedy,Crime,Fantasy",1990.0,5.4,1641.0,445,Counter(),0.0
The Water Margin,,,1972.0,,,352,Counter(),0.0
How She Move,8533187.0,,2008.0,,,70,Counter(),0.0
Doctor Zhivago,111721910.0,,1965.0,,,550,Counter({'civil war': 1}),0.0018181818181818182
Pokemon: Lucario and the Mystery of Mew,36000000.0,,2006.0,,,507,Counter({'fireworks': 1}),0.0019723865877712033
Ted Bundy,68716.0,,2002.0,,,155,Counter(),0.0
The Adventure of Sherlock Holmes' Smarter Brother,20000000.0,"Comedy,Crime,Music",1975.0,6.0,7454.0,29,Counter(),0.0
Elektra,56681566.0,,2005.0,,,412,Counter(),0.0
The Black Dahlia,49332692.0,"Crime,Drama,Mystery",2006.0,5.6,77818.0,351,Counter({'motel': 1}),0.002849002849002849
Furry Vengeance,36236710.0,"Comedy,Family",2010.0,3.9,18529.0,179,"Counter({'high school': 1, 'mall': 1})",0.0111731843575419
Elf,220443451.0,,2003.0,,,331,Counter(),0.0
Crash,98410061.0,,2004.0,,,794,Counter(),0.0
Rubber,100370.0,"Comedy,Fantasy,Horror",2010.0,5.7,41102.0,267,"Counter({'motel': 3, 'sheriff': 2, 'turkey': 1, 'hollywood': 1})",0.026217228464419477
The Countess,,"Biography,Drama,History",2009.0,6.2,8749.0,205,Counter(),0.0
Barry Lyndon,20000000.0,,1975.0,,,290,Counter(),0.0
Slightly Single in L.A.,,,2011.0,,,72,Counter({'hollywood': 1}),0.013888888888888888
A Bridge Too Far,50750000.0,,1977.0,,,627,Counter({'highway': 2}),0.003189792663476874
Adwa,,,1999.0,,,81,"Counter({'freedom': 1, 'independence': 1})",0.024691358024691357
Kinky Boots,9941428.0,"Comedy,Drama,Music",2005.0,7.1,21866.0,159,Counter(),0.0
Shogun,,,1980.0,,,152,Counter(),0.0
Melissa P.,7000000.0,,,,,83,Counter(),0.0
Tristan & Isolde,28047963.0,,2006.0,,,456,Counter(),0.0
The Indian Runner,191125.0,,1991.0,,,172,"Counter({'deputy': 2, 'sheriff': 2})",0.023255813953488372
Hamilchama al hashalom,,Documentary,1968.0,5.6,22.0,52,Counter(),0.0
Porky's Revenge,20518905.0,Comedy,1985.0,4.8,9378.0,347,"Counter({'motel': 4, 'high school': 1, 'basketball': 1, 'prom': 1})",0.020172910662824207
Dawn of the Dead,102356381.0,"Action,Horror",2004.0,7.2,277686.0,453,Counter({'mall': 4}),0.008830022075055188
The Tortured,,,2010.0,,,26,Counter(),0.0
The Search for Animal Chin,,,1987.0,,,48,Counter(),0.0
Clay Pigeons,1794086.0,"Comedy,Crime",1998.0,6.6,12268.0,70,Counter(),0.0
A Life Less Ordinary,4366722.0,"Comedy,Crime,Fantasy",1997.0,6.3,37458.0,570,Counter(),0.0
The Ex,,,1997.0,,,13,Counter(),0.0
The Gathering Storm,,,2002.0,,,141,Counter(),0.0
The Three Musketeers,132274484.0,"Action,Adventure,Fantasy",2011.0,5.7,113027.0,433,Counter(),0.0
Just One of the Girls,,,1993.0,,,221,"Counter({'cheerleader': 5, 'high school': 1})",0.027149321266968326
Undercover Angel,,,1999.0,,,83,Counter(),0.0
Fortress,6739141.0,,1993.0,,,337,Counter(),0.0
Taras Bulba,,"Adventure,Drama,History",1962.0,6.3,4590.0,229,Counter(),0.0
The Thing,27428670.0,"Horror,Mystery,Sci-Fi",2011.0,6.2,148257.0,373,Counter({'flag': 1}),0.002680965147453083
Julius Caesar,,,2002.0,,,465,"Counter({'senate': 4, 'civil war': 1})",0.010752688172043012
Lone Hero,,"Action,Adventure,Drama",2002.0,5.5,778.0,252,"Counter({'sheriff': 2, 'deputy': 1})",0.011904761904761904
The Brand Upon the Brain,,,2006.0,,,91,Counter(),0.0
Duplex,19322135.0,Comedy,2003.0,5.9,63486.0,153,Counter(),0.0
Cowboys & Aliens,174822325.0,,2011.0,,,368,"Counter({'sheriff': 3, 'settlers': 1})",0.010869565217391304
The Final Cut,,,2004.0,,,308,Counter(),0.0
Silent Hill,97607453.0,,2006.0,,,355,Counter(),0.0
Are We Done Yet?,58388068.0,"Comedy,Family",2007.0,4.3,22915.0,147,"Counter({'backyard': 1, 'barbecue': 1})",0.013605442176870748
In My Life,,"Comedy,Drama",2009.0,6.5,212.0,152,"Counter({'vacation': 1, 'high school': 1})",0.013157894736842105
Submarine,,,2010.0,,,214,Counter(),0.0
The Lost Future,,,2010.0,,,144,Counter(),0.0
Proof of the Man,,,1977.0,,,148,Counter(),0.0
The Bermuda Depths,,,1978.0,,,681,Counter(),0.0
Curse of the Fly,,"Drama,Horror,Mystery",1965.0,5.2,2540.0,125,Counter(),0.0
A Mighty Heart,18935657.0,,2007.0,,,107,Counter(),0.0
The Butcher Boy,1963654.0,,1998.0,,,111,Counter(),0.0
Applause,,,2009.0,,,75,Counter(),0.0
Little Girl Lost: The Delimar Vera Story,,,2008.0,,,55,Counter(),0.0
Chicken Ranch,,,1983.0,,,835,"Counter({'thanksgiving': 2, 'broadway': 1})",0.003592814371257485
Man Push Cart,,Drama,2005.0,7.0,3753.0,56,Counter(),0.0
The House of the Spirits,,"Drama,Romance",1993.0,6.9,25409.0,880,"Counter({'senator': 1, 'election': 1})",0.0022727272727272726
The Wings of the Dove,13692848.0,,1997.0,,,227,Counter(),0.0
Flight of the Navigator,18564613.0,"Adventure,Comedy,Family",1986.0,6.9,52622.0,413,"Counter({'fireworks': 3, 'fourth of july': 1})",0.009685230024213076
Splendor,,,1989.0,,,20,Counter(),0.0
All About Love,,,2005.0,,,47,Counter(),0.0
The Elm-Chanted Forest,,,1988.0,,,30,Counter(),0.0
Twelve,2566717.0,,2010.0,,,457,"Counter({'spring break': 2, 'basketball': 2, 'harvard': 1})",0.010940919037199124
School of Life,,,2005.0,,,201,"Counter({'basketball': 2, 'campus': 1, 'high school': 1})",0.01990049751243781
Dark City,27200316.0,,1998.0,,,328,Counter(),0.0
The Eagle of the Ninth,27122040.0,,2011.0,,,343,Counter({'freedom': 1}),0.0029154518950437317
Death Hunt,,"Action,Adventure,Crime",1981.0,6.9,8529.0,337,Counter(),0.0
High Heels and Low Lifes,228194.0,,2001.0,,,122,Counter(),0.0
Hatching Pete,,,2009.0,,,698,"Counter({'basketball': 5, 'sheriff': 3, 'cheerleader': 2, 'parade': 2, 'cheerleading': 1, 'high school': 1})",0.02005730659025788
D-Tox,6337141.0,"Crime,Thriller",2002.0,5.3,29916.0,554,"Counter({'pickup': 1, 'pickup truck': 1})",0.0036101083032490976
Blow Dry,50123.0,,2001.0,,,232,Counter(),0.0
Eight Legged Freaks,45867333.0,,2002.0,,,482,"Counter({'mall': 4, 'deputy': 2, 'sheriff': 1})",0.014522821576763486
Christmas Magic,,,2011.0,,,108,Counter(),0.0
The NeverEnding Story,20158808.0,,1984.0,,,403,Counter(),0.0
Orphan,,,2009.0,,,418,Counter(),0.0
The littlest outlaw,1600000.0,,1955.0,,,39,Counter(),0.0
Southland Tales,374743.0,"Comedy,Drama,Mystery",2006.0,5.3,41196.0,137,Counter(),0.0
My Mom's New Boyfriend,,"Comedy,Crime,Romance",2008.0,5.3,12560.0,220,Counter(),0.0
Catch a Fire,,,2006.0,,,234,Counter({'congress': 1}),0.004273504273504274
She's So Lovely,7281450.0,,1997.0,,,48,Counter(),0.0
The Opportunists,,,2000.0,,,186,Counter(),0.0
Walled In,,,2008.0,,,685,Counter(),0.0
Fortress 2: Re-Entry,,,1993.0,,,216,"Counter({'president': 2, 'jeep': 1})",0.013888888888888888
Under the Same Moon,23311391.0,,2008.0,,,253,Counter(),0.0
The Gate II: Trespassers,2032973.0,,1992.0,,,132,Counter(),0.0
The Matrix,463517383.0,,1999.0,,,356,Counter({'dodge': 1}),0.0028089887640449437
Ratko: The Dictator's Son,,,2009.0,,,35,Counter({'campus': 1}),0.02857142857142857
The Wolfman,142634358.0,"Drama,Fantasy,Horror",2010.0,5.8,113332.0,474,Counter({'hunting': 1}),0.002109704641350211
Interview,,,2007.0,,,255,Counter({'white house': 1}),0.00392156862745098
The Ruins,22375000.0,,2008.0,,,51,Counter(),0.0
Jumper,222231186.0,"Action,Adventure,Sci-Fi",2008.0,6.1,327707.0,447,Counter({'hunting': 1}),0.0022371364653243847
Hardball,44102389.0,,2001.0,,,33,Counter({'baseball': 1}),0.030303030303030304
Tropic Thunder,188072649.0,"Action,Comedy,War",2008.0,7.1,457925.0,360,Counter({'hollywood': 1}),0.002777777777777778
Going Overboard,,,1989.0,,,105,Counter(),0.0
The Day the Earth Stood Still,233093859.0,,2008.0,,,440,Counter(),0.0
Four Christmases,163733697.0,,2008.0,,,207,Counter({'freedom': 1}),0.004830917874396135
The Angry Hills,,"Drama,Thriller,War",1959.0,5.7,1184.0,18,Counter(),0.0
The Negotiator,44547681.0,"Action,Crime,Drama",1998.0,7.3,157992.0,445,Counter(),0.0
Dog Park,,"Comedy,Romance",1998.0,5.2,2349.0,75,Counter(),0.0
Garfield: A Tail of Two Kitties,160401979.0,,2006.0,,,454,"Counter({'turkey': 1, 'freedom': 1})",0.004405286343612335
Space Cowboys,128884132.0,,2000.0,,,433,Counter({'president': 1}),0.0023094688221709007
Princess Protection Program,,,2009.0,,,270,"Counter({'homecoming': 2, 'high school': 1})",0.011111111111111112
Golden Needles,,"Action,Drama",1974.0,5.2,475.0,20,Counter(),0.0
The Muppets Take Manhattan,25534703.0,"Adventure,Comedy,Drama",1984.0,6.8,23225.0,531,"Counter({'diner': 4, 'broadway': 3, 'campus': 1})",0.015065913370998116
The Passenger,,,1975.0,,,332,Counter({'civil war': 1}),0.0030120481927710845
The Spiral Staircase,,,2000.0,,,46,Counter(),0.0
The Three Burials of Melquiades Estrada,9045364.0,,2005.0,,,380,"Counter({'sheriff': 3, 'cowboy': 1, 'pickup': 1, 'pickup truck': 1})",0.015789473684210527
Albino Alligator,,,1997.0,,,28,Counter(),0.0
Christopher Columbus: The Discovery,,,1992.0,,,15,Counter(),0.0
WiseGirls,,"Crime,Drama,Thriller",2002.0,5.8,3184.0,118,Counter(),0.0
The Outlaw,,,1943.0,,,335,Counter({'sheriff': 2}),0.005970149253731343
The Yakuza,,,1975.0,,,476,Counter(),0.0
King Kong,550500000.0,,2005.0,,,383,Counter({'broadway': 1}),0.0026109660574412533
The Contractor,15524680.0,,2007.0,,,254,Counter(),0.0
Simpatico,,"Comedy,Crime,Drama",1999.0,4.7,3754.0,66,Counter(),0.0
Dragon Hunters,12224450.0,,2008.0,,,202,Counter(),0.0
Tomorrow Never Dies,339500000.0,,1997.0,,,324,Counter(),0.0
Red Heat,,Thriller,1985.0,4.8,908.0,96,Counter(),0.0
Mysterious Skin,1524966.0,,2004.0,,,235,Counter({'baseball': 4}),0.01702127659574468
Invincible,,,2001.0,,,334,Counter(),0.0
29 Palms,,,2003.0,,,85,"Counter({'pickup': 1, 'pickup truck': 1})",0.023529411764705882
Heaven & Earth,,,1993.0,,,128,Counter(),0.0
Underfunded,,,2006.0,,,59,Counter(),0.0
The Reflecting Skin,,,1990.0,,,48,Counter(),0.0
Iron Invader,,,2011.0,,,514,"Counter({'sheriff': 7, 'high school': 1, 'deputy': 1})",0.017509727626459144
Shock to the System,,"Crime,Drama,Mystery",2006.0,6.6,1106.0,10,Counter(),0.0
My Little Eye,,,2004.0,,,411,Counter(),0.0
Nobody Runs Forever,455000.0,"Action,Drama,Thriller",1968.0,6.0,866.0,115,Counter(),0.0
DC 9/11: Time of Crisis,,,2003.0,,,232,"Counter({'president': 9, 'white house': 2, 'congress': 1})",0.05172413793103448
Inspector Clouseau,,,1968.0,,,40,Counter(),0.0
Tes Cheveux Noirs Ihsan,,,2005.0,,,10,Counter(),0.0
The Brain,,"Horror,Sci-Fi",1988.0,5.2,3701.0,35,Counter({'high school': 1}),0.02857142857142857
A Delicate Balance,,Drama,1973.0,6.5,986.0,81,Counter(),0.0
Jeepers Creepers,59217789.0,,2001.0,,,347,Counter({'diner': 1}),0.002881844380403458
Imperfect Journey,,,1994.0,,,31,Counter(),0.0
Igor,30599801.0,,2008.0,,,432,"Counter({'president': 1, 'costume': 1})",0.004629629629629629
The Beaver,6370816.0,Drama,2011.0,6.6,51128.0,145,Counter(),0.0
The Loss of a Teardrop Diamond,,,2009.0,,,607,Counter({'halloween': 2}),0.0032948929159802307
Gaby: A True Story,125400.0,"Drama,Romance",1987.0,6.8,810.0,20,Counter(),0.0
El Patrullero,,,1991.0,,,76,Counter({'highway': 2}),0.02631578947368421
Welcome Home,1048322.0,,1989.0,,,51,Counter(),0.0
Strawberry Shortcake: Pets on Parade,,,1982.0,,,30,Counter({'parade': 2}),0.06666666666666667
Shyness Machine Girl,,,2009.0,,,21,Counter(),0.0
The East,,,,,,11,Counter(),0.0
Trapped,13414416.0,,2002.0,,,76,Counter(),0.0
My Favorite Year,20123620.0,"Comedy,Drama",1982.0,7.3,10698.0,225,Counter(),0.0
The King of Fighters,,,2010.0,,,375,Counter(),0.0
Duplicity,78146652.0,"Comedy,Crime,Romance",2009.0,6.1,52577.0,337,Counter({'fourth of july': 1}),0.002967359050445104
Snowboard Academy,,,1996.0,,,14,Counter(),0.0
Into the Abyss,,"Crime,Documentary,Drama",2011.0,7.3,17530.0,88,Counter(),0.0
An Extremely Goofy Movie,,,2000.0,,,374,"Counter({'fraternity': 2, 'campus': 2, 'skateboard': 1, 'pledge': 1})",0.016042780748663103
Ghost Rider: Spirit of Vengeance,132563930.0,,2012.0,,,404,Counter(),0.0
Hollow Point,,,1996.0,,,14,Counter(),0.0
Black Christmas,21510851.0,Horror,2006.0,4.7,31114.0,415,"Counter({'costume': 2, 'sorority': 2})",0.00963855421686747
