title,box_office,genres_IMDB,release_year,averageRating,numVotes,Total_tokens,Tokens_US_frequencies,Percentage_american_culture_lexicon
Popcorn,,"Comedy,Romance",2007.0,5.4,1016.0,33,Counter(),0.0
Bommalata,,,,,,16,Counter(),0.0
Born to Love You,,"Drama,Romance",2012.0,6.7,76.0,180,Counter(),0.0
"So Long, Stooge",,,1983.0,,,71,Counter(),0.0
Rice Rhapsody,,,2004.0,,,144,Counter(),0.0
Charlie Strap and Froggy Ball Flying High,,,1991.0,,,326,Counter({'parade': 1}),0.003067484662576687
Never Too Late,,,1997.0,,,18,Counter(),0.0
Trouble Makers,,,,,,97,Counter(),0.0
The Tunnel,,,1935.0,,,263,Counter({'president': 1}),0.0038022813688212928
2000 Weeks,,,1969.0,,,27,Counter(),0.0
Who Loves the Sun,,"Comedy,Drama",2006.0,5.9,677.0,34,Counter(),0.0
Saroja,,,2008.0,,,593,"Counter({'jeep': 2, 'highway': 1})",0.00505902192242833
Scandal,8800000.0,,1989.0,,,32,Counter({'freedom': 1}),0.03125
Scanners II: The New Order,,"Action,Horror,Sci-Fi",1991.0,5.3,3829.0,368,Counter(),0.0
Nunca pasa nada,,Drama,1963.0,7.4,247.0,55,Counter({'freedom': 1}),0.01818181818181818
Ee Sabdam Innathe Sabdam,,,1985.0,,,27,Counter(),0.0
The Wild Bull,,,2008.0,,,71,Counter(),0.0
Boogie Woogie,,"Comedy,Drama",2009.0,5.1,4212.0,36,Counter(),0.0
Skal vi vaedde en million?,,"Comedy,Musical,Romance",1932.0,6.1,50.0,32,Counter(),0.0
Cinema Company,,,2012.0,,,12,Counter(),0.0
Kandam Bacha Kotte,,\N,1961.0,8.9,8.0,169,Counter(),0.0
Gorgeous,,,1999.0,,,41,Counter(),0.0
The Rifleman of the Voroshilov Regiment,,,1999.0,,,82,Counter(),0.0
Diary of a Lost Girl,,,1929.0,,,239,Counter(),0.0
Truth or Dare: 6th Floor Rear Flat,,,2003.0,,,39,Counter(),0.0
Ustad Hotel,,,2012.0,,,286,Counter(),0.0
Takva: A Man's Fear of God,,,2006.0,,,188,Counter(),0.0
Saat Bhai Champa,,,1968.0,,,125,Counter(),0.0
See You,,,1995.0,,,23,Counter(),0.0
Kid with the Golden Arm,,,1979.0,,,1183,Counter(),0.0
Our Twisted Hero,,,1992.0,,,40,Counter(),0.0
Ab Dilli Dur Nahin,,,1957.0,,,139,Counter(),0.0
Tabarana Kathe,,,,,,72,Counter(),0.0
If You Are the One,53700000.0,,2008.0,,,83,Counter(),0.0
When Women Had Tails,,,1970.0,,,34,Counter(),0.0
Aram,,,,,,68,Counter(),0.0
Bangkok Knockout,,,2010.0,,,20,Counter(),0.0
Como el gato y el raton,,,,,,372,Counter(),0.0
Les Godelureaux,,,1961.0,,,10,Counter(),0.0
Happy Birthday,,,1998.0,,,11,Counter(),0.0
Diwan,,,2003.0,,,131,Counter(),0.0
Gamera vs. Guiron,,,1969.0,,,287,Counter(),0.0
Ah kai na 'moun antras,,,1966.0,,,27,Counter(),0.0
After the Fox,,,1966.0,,,265,Counter(),0.0
A Brand New Life,167776.0,,2009.0,,,51,Counter(),0.0
Bulldog Sees It Through,,Mystery,1940.0,6.5,22.0,31,Counter(),0.0
Sound of Noise,,,2010.0,,,86,Counter(),0.0
Khuddar,,,1994.0,,,86,Counter({'election': 2}),0.023255813953488372
Kala Bazaar,,,1989.0,,,536,Counter(),0.0
Chinnamul,,,1950.0,,,66,Counter(),0.0
Moscow Mission,,,2006.0,,,53,Counter({'pentagon': 1}),0.018867924528301886
Iruvattam Manavaatti,,,2005.0,,,21,Counter(),0.0
Panchamirtham,,,2008.0,,,116,Counter(),0.0
Taxi 4,,"Action,Comedy,Crime",2007.0,5.6,31330.0,43,Counter(),0.0
Gud Boy,,,2012.0,,,131,Counter(),0.0
Aenigma,,,1987.0,,,32,Counter(),0.0
Dhoop,,Drama,2003.0,7.5,279.0,164,Counter({'western': 1}),0.006097560975609756
Alibaba Aur 40 Chor,,,1980.0,,,247,Counter(),0.0
Buddy,,"Comedy,Drama,Romance",2003.0,6.8,4726.0,56,Counter(),0.0
De Greep,,Short,1909.0,4.8,23.0,37,Counter(),0.0
The Emperor's Naked Army Marches On,,,1987.0,,,197,Counter(),0.0
Uncle Bun,,,1991.0,,,15,Counter(),0.0
Made in U.S.A.,95209.0,,1966.0,,,43,Counter(),0.0
And If We All Lived Together,,,2011.0,,,79,Counter(),0.0
Oasis,6696952.0,,2002.0,,,329,Counter(),0.0
The City of Violence,6164307.0,,2006.0,,,273,"Counter({'baseball': 1, 'hunting': 1, 'president': 1})",0.01098901098901099
Faces in the Dark,,"Drama,Mystery,Thriller",1960.0,6.6,382.0,18,Counter(),0.0
Hating Kapatid,,,2010.0,,,43,Counter({'fireworks': 1}),0.023255813953488372
Thaaikkuppin Thaaram,,,1956.0,,,122,Counter(),0.0
Coming Down the Mountain,,,,,,120,Counter(),0.0
Feed,,"Crime,Horror,Thriller",2005.0,5.3,6132.0,229,Counter(),0.0
The Man From London,,,2007.0,,,369,Counter(),0.0
Pelle the Conqueror,2053931.0,,1987.0,,,57,Counter(),0.0
Sostiene Pereira,,,1996.0,,,26,Counter(),0.0
Golmaal Returns,,"Comedy,Crime,Mystery",2008.0,5.2,9461.0,233,Counter({'president': 1}),0.004291845493562232
End of the Line,,"Horror,Thriller",2007.0,5.8,5233.0,64,Counter(),0.0
The Silence,,,1963.0,,,283,Counter(),0.0
36 China Town,,,2006.0,,,238,Counter(),0.0
Cradle of Fear,,,2001.0,,,847,Counter(),0.0
City of Women,,,1980.0,,,318,Counter({'roller skates': 2}),0.006289308176100629
Lemming,,"Drama,Mystery,Thriller",2005.0,6.7,5384.0,80,Counter(),0.0
Burke and Hare,4349187.0,,2010.0,,,402,Counter(),0.0
Caesar and Cleopatra,2200000.0,,1945.0,,,35,Counter(),0.0
Epidemic,,"Drama,Horror",1987.0,6.0,6256.0,132,Counter(),0.0
Taegukgi,69827583.0,,2004.0,,,754,Counter({'flag': 2}),0.002652519893899204
Dil Jo Bhi Kahey...,,"Drama,Romance",2005.0,4.6,390.0,85,Counter(),0.0
Little Soldiers,,"Comedy,Drama,Family",1996.0,8.1,476.0,52,Counter(),0.0
Le Mouton noir,,,1992.0,,,49,Counter({'independence': 1}),0.02040816326530612
Just One Look,,,2002.0,,,54,Counter(),0.0
Mango Souffle,,,2002.0,,,13,Counter(),0.0
Raja Chinna Roja,,,1989.0,,,60,Counter(),0.0
No Regrets for Our Youth,,,1946.0,,,299,Counter(),0.0
Vidocq,,,2001.0,,,70,Counter(),0.0
10 Promises to My Dog,15332225.0,,2008.0,,,296,Counter(),0.0
Aatish: Feel the Fire,,"Action,Crime,Drama",1994.0,5.9,920.0,223,Counter(),0.0
Puteri Gunung Ledang,,"Drama,Fantasy,Romance",2004.0,6.5,346.0,274,Counter(),0.0
Boat,69314.0,Drama,2009.0,5.9,140.0,43,Counter(),0.0
Intimate Relations,,,1997.0,,,247,Counter(),0.0
Champagne,,,1928.0,,,229,Counter(),0.0
Bellamy,,"Crime,Drama,Thriller",2009.0,5.9,2270.0,14,Counter({'vacation': 1}),0.07142857142857142
Who Is the Man?,,Drama,1924.0,7.1,16.0,83,Counter({'freedom': 1}),0.012048192771084338
Minsara Kanna,,"Drama,Romance",1999.0,7.0,1385.0,64,Counter(),0.0
Elisa,,Drama,1995.0,6.6,2212.0,37,Counter(),0.0
Petty Romance,14244325.0,,2010.0,,,130,Counter(),0.0
Dragon Ball Z: Bojack Unbound,,,1993.0,,,543,Counter(),0.0
Silent Cry,,"Drama,Mystery,Thriller",2002.0,4.9,179.0,99,Counter(),0.0
Outsider,,Drama,2012.0,4.5,38.0,15,Counter(),0.0
Ik Omhels Je Met 1000 Armen,,,2006.0,,,49,Counter(),0.0
Freddie as F.R.O.7,1119368.0,,1992.0,,,416,Counter(),0.0
Thiruthani,,,2012.0,,,119,Counter(),0.0
Petanqui,,,1983.0,,,49,Counter(),0.0
Time,721712.0,,2006.0,,,81,Counter(),0.0
The King of Masks,,,1999.0,,,94,Counter(),0.0
The Seedling,,,1974.0,,,269,Counter(),0.0
The Kid with a Bike,2424299.0,,2011.0,,,171,Counter({'baseball': 1}),0.005847953216374269
The FJ Holden,,,1977.0,,,58,Counter(),0.0
Ka Kee,,,1980.0,,,95,Counter(),0.0
The Bow,2021070.0,,2005.0,,,210,Counter(),0.0
The Wannabes,,,2003.0,,,92,Counter(),0.0
Anthony Kaun Hai,55418.0,,2006.0,,,143,Counter({'hollywood': 1}),0.006993006993006993
Special When Lit,,Documentary,2009.0,6.8,724.0,25,Counter(),0.0
The Incredible Mightiest vs. Mightiest,,,1991.0,,,335,Counter(),0.0
Les Fanatiques,,,1957.0,,,41,Counter(),0.0
The Familiar,,,,,,53,Counter(),0.0
Albela,,,2001.0,,,494,Counter(),0.0
Chirag Kahan Roshni Kahan,,,1959.0,,,103,Counter(),0.0
Desh Premee,,,1982.0,,,184,"Counter({'independence': 2, 'freedom': 1})",0.016304347826086956
Ninja Hunter,,,1987.0,,,101,Counter(),0.0
Iqraar By Chance,,,2006.0,,,92,Counter(),0.0
Flash Legs,,,1982.0,,,188,Counter(),0.0
Year of Enlightenment,,,1986.0,,,162,Counter({'civil war': 1}),0.006172839506172839
Resia Boroboedoer,,Adventure,1928.0,6.5,13.0,92,Counter(),0.0
A Kid from Tibet,,,1991.0,,,68,Counter(),0.0
Murder Most Foul,,"Comedy,Crime,Drama",1964.0,7.1,6478.0,127,Counter(),0.0
Klatretosen,,,2002.0,,,33,Counter(),0.0
Doraemon The Magic 2007,,,2007.0,,,44,Counter(),0.0
Sengoku Jieitai 1549,,,2005.0,,,420,Counter({'freedom': 1}),0.002380952380952381
Ultraman Tiga: The Final Odyssey,,,,,,114,Counter(),0.0
Afghan Massacre - the Convoy of Death,,,2002.0,,,282,Counter(),0.0
Booky's Crush,,,2009.0,,,106,Counter({'high school': 1}),0.009433962264150943
Crusade in Jeans,4766655.0,,2006.0,,,310,Counter(),0.0
The Little Ones,,,1965.0,,,44,Counter(),0.0
The Eye of the Storm,,,2011.0,,,29,Counter(),0.0
Sedin Dujone,,"Drama,Romance",2008.0,4.2,9.0,62,Counter(),0.0
The Mango Tree,,,,,,33,Counter(),0.0
Budget Padmanabham,,,2001.0,,,61,Counter(),0.0
Tie Me Up! Tie Me Down!,4087361.0,,1990.0,,,355,Counter(),0.0
Ennai Thalatta Varuvala,,,2003.0,,,84,Counter(),0.0
Hum Hain Rahi Pyar Ke,,,1992.0,,,280,Counter(),0.0
Ranam,,Action,2006.0,6.3,252.0,27,Counter(),0.0
The Milk of Sorrow,,,2009.0,,,31,Counter(),0.0
Cheluvina Chittara,,,2007.0,,,55,Counter(),0.0
Nelly et Monsieur Arnaud,,,1995.0,,,76,Counter(),0.0
Bawke,,"Drama,Short",2005.0,7.6,226.0,52,Counter(),0.0
Endless Night,,,1972.0,,,102,Counter(),0.0
Master,,,1997.0,,,176,Counter(),0.0
Chocolat,,,1988.0,,,133,Counter({'western': 1}),0.007518796992481203
Four Flies on Grey Velvet,,,1972.0,,,69,Counter(),0.0
Narasimha Naidu,,,,,,328,Counter(),0.0
Danger Within,,,1958.0,,,106,Counter(),0.0
Poramboku,,,2007.0,,,118,Counter(),0.0
Mad About Men,,"Comedy,Fantasy",1954.0,6.3,628.0,125,Counter(),0.0
The Last Wave,,"Drama,Fantasy,Mystery",1977.0,6.9,11329.0,147,Counter({'main street': 1}),0.006802721088435374
Sexual Desires in the Ladies' Restroom: Dripping!,,,1995.0,,,12,Counter(),0.0
Anand,,,2004.0,,,137,Counter({'freedom': 1}),0.0072992700729927005
Flying Fish,,,2011.0,,,352,"Counter({'civil war': 2, 'high school': 1})",0.008522727272727272
Looking for Alibrandi,,"Comedy,Drama,Romance",2000.0,7.0,3639.0,118,Counter(),0.0
The Naked Island,,,1960.0,,,48,Counter(),0.0
Darling,,,1965.0,,,353,Counter({'costume': 1}),0.0028328611898017
Detroit Metal City,,,2008.0,,,147,Counter({'costume': 1}),0.006802721088435374
Hero,,,2012.0,,,181,Counter(),0.0
Belli moda,,,1966.0,,,76,Counter(),0.0
Up 'n' Under,12000000.0,"Comedy,Sport",1998.0,5.6,985.0,66,Counter(),0.0
Happi,,,2010.0,,,13,Counter(),0.0
A Hen in the Wind,,,1948.0,,,205,Counter(),0.0
Heartbeats,588383.0,,2010.0,,,187,"Counter({'vacation': 1, 'marshmallow': 1})",0.0106951871657754
Une etrange affaire,,Drama,1981.0,7.0,675.0,91,Counter(),0.0
Gloria,,,1999.0,,,73,Counter(),0.0
"Verde por fora, vermelho por dentro",,,1980.0,,,28,Counter(),0.0
Flying Boys,,,2004.0,,,52,Counter({'high school': 1}),0.019230769230769232
"St. Trinian's, The Legend of Fritton's Gold",,,2009.0,,,257,Counter(),0.0
Colt 38 Special Squad,,,1978.0,,,46,Counter(),0.0
I Could Go On Singing,,,1963.0,,,50,Counter(),0.0
Prince,,Romance,1969.0,6.8,233.0,128,Counter(),0.0
The Golden Coach,,,1952.0,,,63,Counter(),0.0
Transformers: Scramble City,,,1986.0,,,98,Counter(),0.0
Wine Road of the Samurai,,,2006.0,,,59,Counter(),0.0
Uncovered,,,1994.0,,,56,Counter(),0.0
Mozhi,,,2007.0,,,150,Counter(),0.0
I Saw the Sun,,,2009.0,,,15,Counter({'turkey': 1}),0.06666666666666667
In My Country,1491434.0,,2005.0,,,23,Counter(),0.0
The Mermaid,,,1965.0,,,202,Counter(),0.0
Chak De India,,,2007.0,,,347,Counter(),0.0
Don't Give Up on Us,,"Drama,Romance",2006.0,7.4,100.0,84,Counter(),0.0
If You Go Down in the Woods Today,,Comedy,1981.0,5.7,59.0,79,Counter(),0.0
Uchu Senkan Yamato: Fukkatsu hen,,,2009.0,,,567,Counter(),0.0
Arirang 3,,,1936.0,,,22,Counter(),0.0
Vijay,,,1988.0,,,138,Counter(),0.0
The Legend of Gator Face,,"Adventure,Comedy,Family",1996.0,4.8,308.0,104,Counter({'costume': 1}),0.009615384615384616
Neds,,,2010.0,,,354,"Counter({'summer camp': 1, 'fireworks': 1})",0.005649717514124294
Penny Points to Paradise,,"Comedy,Crime",1951.0,4.9,191.0,115,Counter(),0.0
Keladi Kanmani,,,1990.0,,,307,Counter(),0.0
3D Sex and Zen: Extreme Ecstasy,6368512.0,,2011.0,,,52,Counter(),0.0
Green Light,,,2002.0,,,130,Counter(),0.0
The Record of a Tenement Gentleman,,,1947.0,,,33,Counter(),0.0
Cry Woman,,,2002.0,,,47,Counter(),0.0
High School Musical: El Desafio Mexico,,,,,,77,Counter({'high school': 1}),0.012987012987012988
Bye Bye Blues,,"Drama,Music,Romance",1989.0,7.3,326.0,34,Counter({'jazz': 1}),0.029411764705882353
Yaadon Ki Kasam,,,1985.0,,,16,Counter(),0.0
Nasaan si Francis?,,,2006.0,,,54,Counter(),0.0
Fatal Move,,,,,,278,Counter(),0.0
Shiva Manasulo Shruti,,,2012.0,,,67,Counter(),0.0
Anandabhairavi,,\N,2007.0,6.2,20.0,43,Counter(),0.0
Circumstantial Evidence,,"Crime,Drama",1952.0,5.9,123.0,8,Counter(),0.0
Masam Masam Manis,,,1965.0,,,189,Counter(),0.0
Hare Ram,,"Action,Crime,Thriller",2008.0,6.3,174.0,125,Counter(),0.0
Shyamal Chhaya,,,2004.0,,,38,Counter(),0.0
Bhalo Theko,,,2003.0,,,101,Counter(),0.0
Manu Uncle,,,1988.0,,,226,Counter({'vacation': 1}),0.004424778761061947
A Woman Called Sada Abe,,,1975.0,,,189,Counter(),0.0
Rakshasa Rajavu,,,2000.0,,,50,Counter(),0.0
"Adios, Roberto",,"Drama,Romance",1985.0,5.9,112.0,27,Counter(),0.0
Madame Aema 2,,,1984.0,,,27,Counter({'vacation': 1}),0.037037037037037035
The Story of Little Mook: Tales from Europe,,,1953.0,,,117,Counter(),0.0
Anuranan,,,2006.0,,,56,Counter(),0.0
Hitman Hart: Wrestling with Shadows,,,1998.0,,,488,Counter({'president': 1}),0.0020491803278688526
Nasi Lemak 2.0,,,2011.0,,,99,Counter(),0.0
Heaven's a Drag,,,1994.0,,,130,Counter(),0.0
Mr. Proudfoot Shows a Light,,,1941.0,,,64,Counter(),0.0
Umrao Jaan,,"Drama,Musical,Romance",1981.0,7.7,1148.0,157,Counter(),0.0
Champagne Charlie,,"Comedy,Drama,Musical",1944.0,6.5,309.0,417,Counter(),0.0
U-Carmen e-Khayelitsha,,,2005.0,,,236,Counter({'homecoming': 1}),0.00423728813559322
Do Dooni Chaar,,,2010.0,,,87,Counter(),0.0
Les Amants,,,1958.0,,,106,Counter(),0.0
"Faith, Fraud & Minimum Wage",,,2010.0,,,14,Counter(),0.0
La bete,,"Drama,Fantasy,Horror",1975.0,5.7,5536.0,350,Counter(),0.0
Perhaps Love,2604414.0,,2005.0,,,106,Counter(),0.0
Bancho Sarayashiki,,,1957.0,,,328,Counter({'western': 2}),0.006097560975609756
On the Run,,,,,,69,Counter(),0.0
The Silent House,,,,,,59,Counter(),0.0
Lifespan,,,1976.0,,,48,Counter(),0.0
Bozska Ema,,,1979.0,,,20,Counter({'patriotic': 1}),0.05
The Callback Queen,,,2012.0,,,83,Counter(),0.0
Spanish Masala,,,,,,179,Counter({'roadside': 1}),0.00558659217877095
The Sun in a Net,,,1962.0,,,144,Counter(),0.0
"Katutu, the Blind",,,1953.0,,,28,Counter(),0.0
Almanach 1999-2000,,,1999.0,,,36,Counter(),0.0
Koodal Nagar,,,2007.0,,,62,Counter({'election': 1}),0.016129032258064516
Malli,,Drama,1998.0,8.1,61.0,143,Counter(),0.0
Maneges,,,1950.0,,,144,Counter(),0.0
Blood Reign: Curse of the Yoma,,,1989.0,,,747,Counter(),0.0
Suzhou River,,,2000.0,,,236,"Counter({'costume': 1, 'pickup': 1})",0.00847457627118644
Golgo 13: The Professional,,,1983.0,,,378,Counter(),0.0
A Berlin Romance,,,1956.0,,,90,Counter(),0.0
Huevos de oro,,"Comedy,Drama",1993.0,6.1,3945.0,44,Counter(),0.0
Gehenu Lamai,,,,,,248,Counter(),0.0
"Angelique, Marquise des Anges",,,1964.0,,,138,Counter(),0.0
The Amorous Mis-Adventures of Casanova,,,1976.0,,,39,Counter(),0.0
Rojo amanecer,,,1989.0,,,778,"Counter({'constitution': 1, 'homemaker': 1})",0.002570694087403599
Pyaar Impossible,,,2010.0,,,240,Counter({'campus': 1}),0.004166666666666667
Jill Rips,,"Drama,Thriller",2000.0,4.0,1151.0,67,Counter(),0.0
Beauty in Trouble,1491168.0,,2006.0,,,296,Counter(),0.0
247degF,,,2011.0,,,299,Counter({'fireworks': 1}),0.0033444816053511705
The Lark,,,2008.0,,,474,Counter(),0.0
Un linceul n'a pas de poches,,,,,,18,Counter(),0.0
Beauty and the Breast,,,2002.0,,,118,Counter(),0.0
Panchavadi Palam,,,1984.0,,,105,Counter({'president': 1}),0.009523809523809525
Pranam Khareedu,,,1978.0,,,54,Counter({'independence': 1}),0.018518518518518517
Signs of Life,,,1968.0,,,29,Counter(),0.0
Jahan Ara,,,,,,65,Counter(),0.0
Ram-Avtar,,,,,,76,Counter(),0.0
Adventures of Captain Vrungel,,,1981.0,,,110,Counter(),0.0
Mountain Strawberries 3,,,1987.0,,,10,Counter(),0.0
The Sorcerer and the White Snake,,,2011.0,,,489,Counter(),0.0
Gagamboy,,,2004.0,,,101,Counter(),0.0
Via Darjeeling,,"Drama,Mystery,Thriller",2008.0,5.4,175.0,47,Counter(),0.0
Ajooba,,,1991.0,,,231,Counter(),0.0
Attack from Space,,,1964.0,,,18,Counter(),0.0
Tattooed Flower Vase,,,1976.0,,,49,Counter(),0.0
Aval Peyar Thamizharasi,,,2009.0,,,83,Counter(),0.0
Saving Grace,46000000.0,,2000.0,,,50,Counter(),0.0
Naaraaz,,,1994.0,,,15,Counter(),0.0
The Awaken Punch,,,1973.0,,,94,Counter({'deputy': 1}),0.010638297872340425
Sixty Six,1873144.0,"Biography,Comedy,Drama",2006.0,6.7,3215.0,44,Counter(),0.0
Al-Yateematain,,,1949.0,,,19,Counter(),0.0
The House with Laughing Windows,,,1976.0,,,62,Counter(),0.0
A Girl in Australia,,,1971.0,,,653,Counter({'vacation': 1}),0.0015313935681470138
Khamoshi,,"Drama,Romance",1969.0,7.7,664.0,94,Counter(),0.0
Qila,,,1998.0,,,74,Counter(),0.0
"Abu, Son of Adam",,,2011.0,,,227,Counter(),0.0
Mappillai,,"Action,Comedy",2011.0,3.3,883.0,58,Counter(),0.0
Once Upon a Dog,,,1982.0,,,98,Counter(),0.0
Rendition,,,2007.0,,,59,Counter(),0.0
Bingo Bongo,,,1982.0,,,145,Counter(),0.0
Vazhve Mayam,,,1970.0,,,85,Counter(),0.0
Ataque de Panico,,,2009.0,,,38,Counter(),0.0
Kung Fu Chefs,,,2009.0,,,54,Counter(),0.0
Stalingrad,152972.0,,1993.0,,,314,Counter({'freedom': 1}),0.0031847133757961785
Tawaif,,,1985.0,,,70,Counter(),0.0
The Treatment,,,2001.0,,,90,Counter(),0.0
Kavyamela,,,1965.0,,,63,Counter(),0.0
The Classic,6895678.0,,2003.0,,,332,Counter(),0.0
Flaklypa Grand Prix,,"Animation,Comedy,Family",1975.0,8.4,14514.0,75,Counter(),0.0
Keep on Masturbating: Non-Stop Pleasure,,,1994.0,,,41,Counter(),0.0
Aksharaya,,,,,,42,Counter(),0.0
Jungdok,4086108.0,,2002.0,,,384,Counter(),0.0
Mahapurush,,Comedy,1965.0,7.0,1766.0,73,Counter(),0.0
An Unfinished Letter,,,2010.0,,,180,Counter(),0.0
Filmpje!,,,1995.0,,,80,Counter(),0.0
Vazhkai,,\N,1949.0,6.9,17.0,51,Counter(),0.0
Samurai Princess,,,2009.0,,,61,Counter(),0.0
L'ombrellone,,,,,,22,Counter(),0.0
Close to Eden,,,1991.0,,,149,Counter({'president': 1}),0.006711409395973154
The Sweet Hereafter,3263585.0,,1997.0,,,151,Counter({'country music': 1}),0.006622516556291391
La Balance,,,1982.0,,,202,Counter(),0.0
Raaz,,,1967.0,,,77,Counter(),0.0
Last Days of the Maya,,,2005.0,,,298,Counter(),0.0
Click,,,2008.0,,,255,Counter({'college life': 1}),0.00392156862745098
Everyone Dies Alone,,,1976.0,,,72,Counter(),0.0
The Brown Wallet,,"Crime,Drama,Thriller",1936.0,5.5,52.0,90,Counter(),0.0
The Shark Hunter,,,1979.0,,,40,Counter({'hunting': 1}),0.025
Bhaag Milkha Bhaag,,,,,,19,Counter(),0.0
Golmaal 3,,,2010.0,,,329,Counter(),0.0
Cold Water,,,1994.0,,,75,Counter(),0.0
Ang Panday,,,1980.0,,,31,Counter(),0.0
Bilitis,,"Drama,Romance",1977.0,5.3,2526.0,36,Counter(),0.0
Hannie Caulder,,"Crime,Drama,Western",1971.0,6.3,4348.0,38,Counter(),0.0
The Chaser,,,2008.0,,,526,Counter(),0.0
The Diamond Man,,,1924.0,,,12,Counter(),0.0
Amantes,,"Crime,Drama,Romance",1991.0,6.9,3485.0,343,Counter(),0.0
D' Anothers,,"Comedy,Horror",2005.0,5.8,120.0,68,Counter(),0.0
Hum Intezaar Karenge,,,1989.0,,,22,Counter(),0.0
Just Math Mathalli,,,,,,414,Counter({'mall': 1}),0.0024154589371980675
3 Needles,,,2006.0,,,265,Counter(),0.0
Angus Buchan's Ordinary People,,Drama,2012.0,5.7,154.0,114,Counter(),0.0
Hello,,,2007.0,,,160,Counter(),0.0
Evelyn: The Cutest Evil Dead Girl,,"Comedy,Fantasy,Horror",2002.0,7.0,366.0,43,Counter(),0.0
Kandukondain Kandukondain,,,2000.0,,,215,Counter(),0.0
School's Out,,,1992.0,,,420,Counter({'high school': 2}),0.004761904761904762
Blood Debts,,,1983.0,,,73,Counter(),0.0
Godzilla vs. Destoroyah,,,1995.0,,,409,Counter(),0.0
Jajabara,,,1975.0,,,43,Counter(),0.0
Patlabor the Movie,,,1989.0,,,269,Counter(),0.0
Kings of the Road,,,1976.0,,,43,Counter({'western': 1}),0.023255813953488372
Don: The Chase Begins Again,,,2006.0,,,330,Counter(),0.0
Pleasant Goat and Big Big Wolf: The Tiger Prowess,,,2009.0,,,39,Counter(),0.0
Live feed,,,2006.0,,,30,Counter({'vacation': 1}),0.03333333333333333
A hierro muere,,"Crime,Drama",1962.0,6.9,118.0,34,Counter(),0.0
Zombi 3,,,1987.0,,,370,Counter({'vacation': 1}),0.002702702702702703
The Anniversary,1352000.0,"Comedy,Drama,Thriller",1968.0,6.9,2891.0,59,Counter(),0.0
Conversaciones con mama,,"Comedy,Drama",2004.0,7.3,558.0,44,Counter(),0.0
The Reverse,,,2009.0,,,92,Counter(),0.0
The Silence's Echo,,,2010.0,,,226,Counter(),0.0
Ramudu Bheemudu,,,1964.0,,,118,Counter(),0.0
Aaj Aur Kal,,,1963.0,,,102,"Counter({'freedom': 1, 'election': 1})",0.0196078431372549
The World of Hans Christian Andersen,,,1968.0,,,14,Counter(),0.0
Demoni 2,,,1986.0,,,247,Counter(),0.0
My Love,6660413.0,,2007.0,,,62,Counter(),0.0
Ullasa Utsaha,,,2009.0,,,38,Counter(),0.0
Kyun...! Ho Gaya Na,,,2004.0,,,75,Counter(),0.0
Dix mille ans de cinema,,,1991.0,,,26,Counter(),0.0
De Boma a Tshela,,,1926.0,,,51,Counter(),0.0
BABO,6453485.0,,2008.0,,,64,Counter(),0.0
Rajapattai,,,2011.0,,,59,Counter(),0.0
Los Caranchos de la Florida,,,1938.0,,,10,Counter(),0.0
All My Friends Are Leaving Brisbane,,,,,,96,Counter(),0.0
A Frozen Flower,18980564.0,,2008.0,,,370,Counter({'hunting': 1}),0.002702702702702703
Fitzcarraldo,,,1982.0,,,295,Counter(),0.0
Upside-Down Girl,,,,,,34,Counter(),0.0
Pained,4433282.0,,2011.0,,,57,Counter(),0.0
Quelques jours en septembre,,,2006.0,,,28,Counter(),0.0
Manhattan Baby,,Horror,1982.0,4.8,3375.0,533,Counter(),0.0
Bed Dance,,,1967.0,,,22,Counter(),0.0
Campfire,,,2005.0,,,30,Counter(),0.0
Road to Sangam,,"Drama,Thriller",2009.0,7.3,920.0,78,"Counter({'ford': 1, 'patriotism': 1})",0.02564102564102564
Meghasandesam,,"Drama,Musical",1983.0,7.7,70.0,52,Counter(),0.0
Late Marriage,,,2001.0,,,300,Counter({'high school': 1}),0.0033333333333333335
Kudumbam Oru Kadambam,,Drama,1981.0,7.7,53.0,492,"Counter({'homemaker': 1, 'high school': 1})",0.0040650406504065045
Nongjungjo,,,1926.0,,,11,Counter(),0.0
A Cage of Nightingales,,,1945.0,,,61,Counter(),0.0
Crimson Rivers II: Angels of the Apocalypse,,,2004.0,,,57,Counter(),0.0
Vallavan Oruvan,,,,,,90,Counter(),0.0
The Wildcats of St Trinian's,,,1980.0,,,55,Counter(),0.0
Savithri,,,1933.0,,,22,Counter(),0.0
Chess Fever,,,1925.0,,,17,Counter(),0.0
Dead Meat,,"Action,Comedy,Horror",2004.0,4.7,2361.0,40,Counter(),0.0
Paying Guest,,,2008.0,,,253,Counter(),0.0
Ajab Prem Ki Ghazab Kahani,,"Action,Comedy,Musical",2009.0,6.4,17275.0,98,Counter(),0.0
North Face,,,2008.0,,,61,Counter(),0.0
Aa Naluguru,,,2004.0,,,67,Counter(),0.0
Mesmer,,,1994.0,,,34,Counter(),0.0
Season's Beatings,,,1999.0,,,25,Counter(),0.0
Heaven and Earth,,,1990.0,,,27,Counter(),0.0
Half Moon,,,2007.0,,,55,Counter(),0.0
L'imbroglio nel lenzuolo,,,2009.0,,,85,Counter({'hollywood': 1}),0.011764705882352941
Duct Tape Forever,,Comedy,2002.0,6.3,879.0,295,"Counter({'sheriff': 6, 'deputy': 2})",0.02711864406779661
